"Identifier","Context","Source string","Translation"
"GLAF031RA","Raz","What about a really big turret with shots you couldn't dodge?","What about a really big turret with shots you couldn't dodge?"
"GLAF032FO","Ford","Shield! After your enemy takes a shot, advance. When you see them about to shoot again, shield up! Get real close that way, and you can take any shot you want.","Shield! After your enemy takes a shot, advance. When you see them about to shoot again, shield up! Get real close that way, and you can take any shot you want."
"GLAF033RA","Raz","Did you know that this camp has a bear problem? ","Did you know that this camp has a bear problem? "
"GLAF034FO","Ford","Oh, not just any bears, but bears that have been mutated by Psitanium.","Oh, not just any bears, but bears that have been mutated by Psitanium."
"GLAF035FO","Ford","Now they know Telekinesis!","Now they know Telekinesis!"
"GLAF036FO","Ford","When you see that TK claw come out you have to dodge it quick.","When you see that TK claw come out you have to dodge it quick."
"GLAF037FO","Ford","And PSI Blast those bears from a distance, or set their tails on fire.","And PSI Blast those bears from a distance, or set their tails on fire."
"GLAF038RA","Raz","What do you do when you hear a cougar?","What do you do when you hear a cougar?"
"GLAF039FO","Ford","Go invisible quick. Those mutant PSI cougars can firestart at quite a distance, but they can't burn what they can't see.","Go invisible quick. Those mutant PSI cougars can firestart at quite a distance, but they can't burn what they can't see."
"GLAF040FO","Ford","And also, if you pick them up with TK you can actually distract them for a little bit, and use that to your advantage.","And also, if you pick them up with TK you can actually distract them for a little bit, and use that to your advantage."
"GLAF041RA","Raz","What about those creepy guys who pull you under ground?","What about those creepy guys who pull you under ground?"
"GLAF042FO","Ford","Oh, be careful with people's nightmares, son.","Oh, be careful with people's nightmares, son."
"GLAF043FO","Ford","They'll pull you into their nightmare world and never let go.","They'll pull you into their nightmare world and never let go."
"GLAF044FO","Ford","You gotta feed them some of their own medicine. ","You gotta feed them some of their own medicine. "
"GLAF045FO","Ford","Avoid their grab attacks and try to hurt them to the point that they split open.","Avoid their grab attacks and try to hurt them to the point that they split open."
"GLAF046FO","Ford","And then grab any chunks of their victims that you can find--use TK to throw them into the gaping hole and that should choke up its system.","And then grab any chunks of their victims that you can find--use TK to throw them into the gaping hole and that should choke up its system."
"GLAF047FO","Ford","When it turns to glass you can shatter it with one good punch.","When it turns to glass you can shatter it with one good punch."
"GLAF048RA","Raz","I've got these little thistle girls attacking me.","I've got these little thistle girls attacking me."
"GLAF049FO","Ford","They're only invulnerable when they're spinning, but if you can't wait, try fire.","They're only invulnerable when they're spinning, but if you can't wait, try fire."
"GLAF050RA","Raz","These hell-hounds keep setting me on fire.","These hell-hounds keep setting me on fire."
"GLAF051FO","Ford","Now, if a dog did that to me, I'd shoot it. From a distance. With my PSI Blast.","Now, if a dog did that to me, I'd shoot it. From a distance. With my PSI Blast."
"GLAF052RA","Raz","There are these mean little Harpies in Gloria's mind","There are these mean little Harpies in Gloria's mind"
"GLAF053FO","Ford","Shoot! Shoot 'em. Blast them in the head. We're trying to save the world here, not start an aviary!","Shoot! Shoot 'em. Blast them in the head. We're trying to save the world here, not start an aviary!"
"GLAF054RA","Raz","How would you kill a really big walking snail with a cannon?","How would you kill a really big walking snail with a cannon?"
"GLAF055FO","Ford","Well, remember you can tumble fast when you're using your mental focus...","Well, remember you can tumble fast when you're using your mental focus..."
"GLAF056FO","Ford","That should help you avoid their cannonballs.","That should help you avoid their cannonballs."
"GLAF057FO","Ford","And when you get up close, punch them, and when they're all sealed up like a pill bug...","And when you get up close, punch them, and when they're all sealed up like a pill bug..."
"GLAF058FO","Ford","Light the fuse on their head and see what happens when that cannon goes off inside their armor.","Light the fuse on their head and see what happens when that cannon goes off inside their armor."
"GLAF059FO","Ford","And when you're tired of that, pick them up with TK and throw them in the water. Snails can't swim! Hee hee!","And when you're tired of that, pick them up with TK and throw them in the water. Snails can't swim! Hee hee!"
"GLAF060RA","Raz","That Tiger wrestler's got a mean pounce.","That Tiger wrestler's got a mean pounce."
"GLAF061FO","Ford","Yeah, but it's not so mean if you shield at the right moment.","Yeah, but it's not so mean if you shield at the right moment."
"GLAF062FO","Ford","And if you're invisible then he's just out of luck.","And if you're invisible then he's just out of luck."
"GLAF063RA","Raz","The Dragon wrestler has this roar that glues me to the floor.","The Dragon wrestler has this roar that glues me to the floor."
"GLAF064FO","Ford","That's the thing. You gotta be off the floor when that happens. As soon as he starts to let out a roar, you jump as high as you can and PSI Float. Then he can't get you.","That's the thing. You gotta be off the floor when that happens. As soon as he starts to let out a roar, you jump as high as you can and PSI Float. Then he can't get you."
"GLAF065RA","Raz","Two words: Ca-caw.","Two words: Ca-caw."
"GLAF066FO","Ford","Well, I mean. That's really one word isn't it?","Well, I mean. That's really one word isn't it?"
"GLAF067RA","Raz","How are you spelling it?","How are you spelling it?"
"GLAF068FO","Ford","C-a-hyphen-c-a-w.","C-a-hyphen-c-a-w."
"GLAF069RA","Raz","Oh, well if you're going to use a hyphen, I mean--","Oh, well if you're going to use a hyphen, I mean--"
"GLAF070FO","Ford","It's a hyphenated word. One, hyphenated word. Like, um, half-wit.","It's a hyphenated word. One, hyphenated word. Like, um, half-wit."
"GLAF071RA","Raz","Look, are you--","Look, are you--"
"GLAF072FO","Ford","Watch his shadow, and when you see him coming down, turn on your shield for a real back-breaking landing.","Watch his shadow, and when you see him coming down, turn on your shield for a real back-breaking landing."
"GLAF073RA","Raz","Back hyphen breaking. Two words.","Back hyphen breaking. Two words."
"GLAF074RA","Raz","That Cobra wrestler resists attacks.","That Cobra wrestler resists attacks."
"GLAF075FO","Ford","Yeah, that concentration yap he's giving don't mean a thing if you can hit him with a nice confusion grenade. While he's trying to remember his name, he's vulnerable.","Yeah, that concentration yap he's giving don't mean a thing if you can hit him with a nice confusion grenade. While he's trying to remember his name, he's vulnerable."
"GLAF076RA","Raz","How do I kill that armless guy with the swords in his mouth?","How do I kill that armless guy with the swords in his mouth?"
"GLAF077FO","Ford","Ah youth. I remember the first time I asked that very question.","Ah youth. I remember the first time I asked that very question."
"GLAF078FO","Ford","You can't kill something like that. But you might be able to use his weapons to your own advantage.","You can't kill something like that. But you might be able to use his weapons to your own advantage."
"GLAF079FO","Ford","Once his swords go into the wall, I'll bet you could swing on them in that way you do so well.","Once his swords go into the wall, I'll bet you could swing on them in that way you do so well."
"GLAF080RA","Raz","Hellish bunnies spewed forth from meat grinders? Ring a bell?","Hellish bunnies spewed forth from meat grinders? Ring a bell?"
"GLAF081FO","Ford","At this point, I just say beat the heck out of em. Something like that shouldn't even exist!","At this point, I just say beat the heck out of em. Something like that shouldn't even exist!"
"GLAF082RA","Raz","You've been very helpful. That's all I need.","You've been very helpful. That's all I need."
"GLAF083FO","Ford","Good luck!","Good luck!"
"GLAG000FO","Ford","This would be a good place to be on your ball.","This would be a good place to be on your ball."
"GLAG001FO","Ford","PSI Blast!","PSI Blast!"
"GLAG002FO","Ford","PSI Floating would help here.","PSI Floating would help here."
"GLAG003FO","Ford","Punch!","Punch!"
"GLAG004FO","Ford","Palm Bomb!","Palm Bomb!"
"GLAG005FO","Ford","Your ten-year-old mind can set fires. And I have to tell you to do that?","Your ten-year-old mind can set fires. And I have to tell you to do that?"
"GLAG006FO","Ford","I would use Telekinesis here.","I would use Telekinesis here."
"GLAG007FO","Ford","It never hurts, in situations like this, to be invisible.","It never hurts, in situations like this, to be invisible."
"GLAG008FO","Ford","Don't forget your shield! It's a real life saver!","Don't forget your shield! It's a real life saver!"
"GLAG009FO","Ford","Mental focus!","Mental focus!"
"GLAG010FO","Ford","Clairvoyance can help you see what other people, animals, or things can see.","Clairvoyance can help you see what other people, animals, or things can see."
"GLAG011FO","Ford","Why don't you confuse 'em? Just for laughs!","Why don't you confuse 'em? Just for laughs!"
"GLAG012FO","Ford","Your enemies can't kill what they can't see.","Your enemies can't kill what they can't see."
"GLAG013FO","Ford","Have you considered setting fire to everything?","Have you considered setting fire to everything?"
"GLAG014FO","Ford","Keeping your target locked will enable you to focus your powers better, and perform better evasive maneuvers!","Keeping your target locked will enable you to focus your powers better, and perform better evasive maneuvers!"
"GLAG015FO","Ford","Why fight someone when you can confuse them from a distance and let them fight themselves?","Why fight someone when you can confuse them from a distance and let them fight themselves?"
"GLAH000FO","Ford","Hope that makes you feel pretty.","Hope that makes you feel pretty."
"GLAI000FO","Ford","Well, if you're up for some experimental training, you should go see Sasha in his lab, under the GPC. Should be marked on your map.","Well, if you're up for some experimental training, you should go see Sasha in his lab, under the GPC. Should be marked on your map."
"GLAI001FO","Ford","Looks like you need some better firepower. Better come see me in my lab for your Marksmanship Merit Badge.","Looks like you need some better firepower. Better come see me in my lab for your Marksmanship Merit Badge."
"GLAI002FO","Ford","Go take Sasha's marksmanship training! Why else did I give you that learner's permit?","Go take Sasha's marksmanship training! Why else did I give you that learner's permit?"
"GLAI003FO","Ford","Well, now that your mind is a deadly weapon, why not go teach that garbage-spitter a lesson.","Well, now that your mind is a deadly weapon, why not go teach that garbage-spitter a lesson."
"GLAI004FO","Ford","The one in your vision. Not Sasha.","The one in your vision. Not Sasha."
"GLAI005FO","Ford","Well it is about time you got some Levitation instruction.","Well it is about time you got some Levitation instruction."
"GLAI006FO","Ford","Go take a canoe out to see Agent Vodello. She's teaching class right now.","Go take a canoe out to see Agent Vodello. She's teaching class right now."
"GLAI007FO","Ford","I'm a little worried about your foil-headed friend. Now he's not alone!","I'm a little worried about your foil-headed friend. Now he's not alone!"
"GLAI008RA","Raz","What do  you mean?","What do  you mean?"
"GLAI009FO","Ford","I mean more and more kids are acting just like him. Sitting inside on such a nice day, watching TV up in the lodge.","I mean more and more kids are acting just like him. Sitting inside on such a nice day, watching TV up in the lodge."
"GLAI010FO","Ford","I'm afraid something very wrong is going on.","I'm afraid something very wrong is going on."
"GLAI011FO","Ford","Better get back to that vision you had in the Brain Tumbler, and use your Levitation to get a closer look.","Better get back to that vision you had in the Brain Tumbler, and use your Levitation to get a closer look."
"GLAI012FO","Ford","Why are you just standing here when you should be running down to the lake to make sure your girlfriend isn't being kidnapped by the monster that lives in the water?","Why are you just standing here when you should be running down to the lake to make sure your girlfriend isn't being kidnapped by the monster that lives in the water?"
"GLAI013RA","Raz","Hey, we are just good friends.","Hey, we are just good friends."
"GLAI014FO","Ford","Oh, well. That changes everything. Just let her get eaten then.","Oh, well. That changes everything. Just let her get eaten then."
"GLAI015FO","Ford","Get to the end of the docks and get in that bathysphere quick! Before that fish gets away!","Get to the end of the docks and get in that bathysphere quick! Before that fish gets away!"
"GLAJ000FO","Ford","Dodge that garbage it's spitting out!","Dodge that garbage it's spitting out!"
"GLAJ001FO","Ford","And when it's sucking it back up, bust open one of those nail boxes and see how it likes the taste of those!","And when it's sucking it back up, bust open one of those nail boxes and see how it likes the taste of those!"
"GLAJ002FO","Ford","Take that little door you found in Sasha's lab and use it on the monster.","Take that little door you found in Sasha's lab and use it on the monster."
"GLAJ003FO","Ford","We have to get in it's head if we're going to find out where it took the girl!","We have to get in it's head if we're going to find out where it took the girl!"
"GLAJ004FO","Ford","We have to get back to the other side of the lake. That's where Oleander took the girl.","We have to get back to the other side of the lake. That's where Oleander took the girl."
"GLAJ005FO","Ford","We're by the old, abandoned insane asylum. I'll bet Oleander has his headquarters up inside.","We're by the old, abandoned insane asylum. I'll bet Oleander has his headquarters up inside."
"GLAJ006FO","Ford","And keep your eyes peeled for stolen brains.","And keep your eyes peeled for stolen brains."
"GLAJ007FO","Ford","The thief might have dropped some along the way.","The thief might have dropped some along the way."
"GLAJ008FO","Ford","I'll bet those crows can see where some of them are...","I'll bet those crows can see where some of them are..."
"GLAJ009FO","Ford","Go into this guard's mind, and see if you can find a way to make him open the gate!","Go into this guard's mind, and see if you can find a way to make him open the gate!"
"GLAJ010FO","Ford","Let's find a way into that asylum!","Let's find a way into that asylum!"
"GLAJ011FO","Ford","We have to get by that creepy guard and take the elevator upstairs.","We have to get by that creepy guard and take the elevator upstairs."
"GLAJ012FO","Ford","I'll bet that's where Oleander has the girl.","I'll bet that's where Oleander has the girl."
"GLAJ013FO","Ford","Maybe you could make some kind of a disguise...","Maybe you could make some kind of a disguise..."
"GLAJ014FO","Ford","What are we doing down here? We need to be up in the tower, trying to free your girlfriend!","What are we doing down here? We need to be up in the tower, trying to free your girlfriend!"
"GLAJ015FO","Ford","Try to shoot those rats before they get too close!","Try to shoot those rats before they get too close!"
"GLAJ016FO","Ford","Keep moving up! We gotta get to the top!","Keep moving up! We gotta get to the top!"
"GLAJ017FO","Ford","Oh, watch out for that guard crow.","Oh, watch out for that guard crow."
"GLAJ018FO","Ford","I'll bet he might not be too alert if you smacked him with a confusion grenade.","I'll bet he might not be too alert if you smacked him with a confusion grenade."
"GLAJ019FO","Ford","Just steer clear of the nutbag in the shower cap.","Just steer clear of the nutbag in the shower cap."
"GLAJ020FO","Ford","Those words are just good advice, no matter where you are.","Those words are just good advice, no matter where you are."
"GLAJ021FO","Ford","But this guy especially, because he's protected by a powerful shield.","But this guy especially, because he's protected by a powerful shield."
"GLAJ022FO","Ford","We need to free the turtle hostage. Perhaps that chocolate cake could be deployed in a rescue capacity.","We need to free the turtle hostage. Perhaps that chocolate cake could be deployed in a rescue capacity."
"GLAJ023FO","Ford","He's coming for the cake! Lure him under that hatch in his cage, and then use telekinesis to lift him out!","He's coming for the cake! Lure him under that hatch in his cage, and then use telekinesis to lift him out!"
"GLAJ024FO","Ford","Let's give this turtle back to that sad girl with the oven mitts on.","Let's give this turtle back to that sad girl with the oven mitts on."
"GLAJ025FO","Ford","Use Telekinesis to put that little turtle's brain in that tank's cockpit!","Use Telekinesis to put that little turtle's brain in that tank's cockpit!"
"GLAJ026FO","Ford","Let's help Sasha and Milla blast your girlfriend out of that chair!","Let's help Sasha and Milla blast your girlfriend out of that chair!"
"GLAK000FO","Ford","Why don't you just do what Sasha said. Listen to your teacher, young man!","Why don't you just do what Sasha said. Listen to your teacher, young man!"
"GLAK001FO","Ford","Well, you might get your merit badge a little faster if you turn up the censor output all the way...","Well, you might get your merit badge a little faster if you turn up the censor output all the way..."
"GLAK002FO","Ford","You gotta find all those leaks that are squirting out censors, and take 'em out!","You gotta find all those leaks that are squirting out censors, and take 'em out!"
"GLAK003FO","Ford","And when you're fighting these guys, don't forget to lock your mental focus on them for accuracy.","And when you're fighting these guys, don't forget to lock your mental focus on them for accuracy."
"GLAK004FO","Ford","Those little censors seem to be restoring the big guy's health. ","Those little censors seem to be restoring the big guy's health. "
"GLAK005FO","Ford","You gotta shut down the leaks the little censors are coming out of!","You gotta shut down the leaks the little censors are coming out of!"
"GLAK006FO","Ford","Take the big guy out! ","Take the big guy out! "
"GLAK007FO","Ford","Don't forget to hold mental focus while you're blasting!","Don't forget to hold mental focus while you're blasting!"
"GLAK008FO","Ford","Locking focus on him will also make it easier to circle around and get behind him!","Locking focus on him will also make it easier to circle around and get behind him!"
"GLAL000FO","Ford","Do whatever Milla says, young man. You're in her classroom now.","Do whatever Milla says, young man. You're in her classroom now."
"GLAL001FO","Ford","Stay on your bubble, Raz.","Stay on your bubble, Raz."
"GLAL002FO","Ford","Keep trying to get higher, and if you see any of those big rings, keep 'em spinning.","Keep trying to get higher, and if you see any of those big rings, keep 'em spinning."
"GLAL003FO","Ford","Don't forget you can still PSI Blast when your on the ball. ","Don't forget you can still PSI Blast when your on the ball. "
"GLAL004FO","Ford","Ranged weapons are always useful in a race.","Ranged weapons are always useful in a race."
"GLAL005FO","Ford","Use your PSI Float in those columns of bubbles to float up to the top of the room, and then figure out how to turn the big fan on.","Use your PSI Float in those columns of bubbles to float up to the top of the room, and then figure out how to turn the big fan on."
"GLAL006FO","Ford","Get those rings spinning!","Get those rings spinning!"
"GLAM000FO","Ford","Let's check out what's inside that caravan. Don't be afraid of your past.","Let's check out what's inside that caravan. Don't be afraid of your past."
"GLAM001FO","Ford","Hey, you heard the man. Follow the bunny.","Hey, you heard the man. Follow the bunny."
"GLAM002FO","Ford","Keep after that bunny!","Keep after that bunny!"
"GLAM003FO","Ford","Watch out for those killer plants. You can't hurt them when they're all coiled up.","Watch out for those killer plants. You can't hurt them when they're all coiled up."
"GLAM004FO","Ford","Stay on the ground if you want to fight, but you could probably avoid some of it if you took the higher route. ","Stay on the ground if you want to fight, but you could probably avoid some of it if you took the higher route. "
"GLAM005FO","Ford","We gotta get up to the top of that vine tower!","We gotta get up to the top of that vine tower!"
"GLAM006FO","Ford","You can hide behind those pillars to break his target-locking on you.","You can hide behind those pillars to break his target-locking on you."
"GLAM007FO","Ford","Wait until he rears up to charge, and then blast him in his soft pink underbelly! Ha!","Wait until he rears up to charge, and then blast him in his soft pink underbelly! Ha!"
"GLAM008FO","Ford","And then when he's upside down, get him!","And then when he's upside down, get him!"
"GLAM009FO","Ford","Get as high as you can, and float in shooting!","Get as high as you can, and float in shooting!"
"GLAN000FO","Ford","Well, if I were a monster, 50 stories high, I'd probably start smashing stuff.","Well, if I were a monster, 50 stories high, I'd probably start smashing stuff."
"GLAN001FO","Ford","You heard 'em. Bust open that prison over there.","You heard 'em. Bust open that prison over there."
"GLAN002FO","Ford","The Coach is obviously controlling the Lungfish's mind, so he must have planted something in here to amplify his thoughts and subjugate the populace.","The Coach is obviously controlling the Lungfish's mind, so he must have planted something in here to amplify his thoughts and subjugate the populace."
"GLAN003RA","Raz","Diabolical!","Diabolical!"
"GLAN004FO","Ford","It's probably the enormous communications tower on that distant island.","It's probably the enormous communications tower on that distant island."
"GLAN005FO","Ford","Smash your way through town and take down that tower.","Smash your way through town and take down that tower."
"GLAN006FO","Ford","Your PSI Shield would protect you in that tunnel, and maybe even do some damage to the emitters.","Your PSI Shield would protect you in that tunnel, and maybe even do some damage to the emitters."
"GLAN007FO","Ford","We have to find someone to pilot this blimp for us so we can get over this dam!","We have to find someone to pilot this blimp for us so we can get over this dam!"
"GLAN008FO","Ford","Get up on top of these buildings and take out those planes!","Get up on top of these buildings and take out those planes!"
"GLAN009FO","Ford","You can use those super tankers to get across the channel.","You can use those super tankers to get across the channel."
"GLAN010FO","Ford","If you pay attention to this guy's actions, you can tell how he's about to attack.","If you pay attention to this guy's actions, you can tell how he's about to attack."
"GLAN011FO","Ford","Wait for him to let down his shield, and then attack.","Wait for him to let down his shield, and then attack."
"GLAN012FO","Ford","And don't forget to use your own shield!","And don't forget to use your own shield!"
"GLAN013FO","Ford","Okay, now get up that tower and take out the communications equipment at the top!","Okay, now get up that tower and take out the communications equipment at the top!"
"GLAN014FO","Ford","And why don't you just pick up those pesky tanks and throw them at each other?","And why don't you just pick up those pesky tanks and throw them at each other?"
"GLAO000FO","Ford","Open the fridge! Like he said!","Open the fridge! Like he said!"
"GLAO001FO","Ford","Use your Clairvoyance power on that loony. I'd like to see what color the sky is in his world.","Use your Clairvoyance power on that loony. I'd like to see what color the sky is in his world."
"GLAO002FO","Ford","Let's go to the graveyard!","Let's go to the graveyard!"
"GLAO003FO","Ford","That is the worst road crew disguise I have ever seen.","That is the worst road crew disguise I have ever seen."
"GLAO004FO","Ford","But if it works for them, it should work for us. We just gotta hold up one of those signs.","But if it works for them, it should work for us. We just gotta hold up one of those signs."
"GLAO005FO","Ford","Hmmm. Looks like we'll need some flowers as a disguise.","Hmmm. Looks like we'll need some flowers as a disguise."
"GLAO006FO","Ford","To the Arboretum!","To the Arboretum!"
"GLAO007RA","Raz","The what?","The what?"
"GLAO008FO","Ford","The plant place. It's like a garden, but more shrubby and scientific.","The plant place. It's like a garden, but more shrubby and scientific."
"GLAO009FO","Ford","Let's search this place for flowers.","Let's search this place for flowers."
"GLAO010FO","Ford","If you used Clairvoyance on the that crow feather, you might get a birds-eye view of the situation.","If you used Clairvoyance on the that crow feather, you might get a birds-eye view of the situation."
"GLAO011FO","Ford","You could probably burn those big vines off that mausoleum.","You could probably burn those big vines off that mausoleum."
"GLAO012FO","Ford","Let's get inside that mausoleum!","Let's get inside that mausoleum!"
"GLAO013FO","Ford","We have to find a way through the sewers to the Book Depository.","We have to find a way through the sewers to the Book Depository."
"GLAO014FO","Ford","I'll bet if we could see what that G-Man sees, we would know the right combination.","I'll bet if we could see what that G-Man sees, we would know the right combination."
"GLAO015FO","Ford","I forgot the combo. If you forgot it too, we're going to have to make that G-Man come out again.","I forgot the combo. If you forgot it too, we're going to have to make that G-Man come out again."
"GLAO016FO","Ford","I can't see a thing.","I can't see a thing."
"GLAO017FO","Ford","Try your Clairvoyance on those security cameras. I'll bet they can see in the dark.","Try your Clairvoyance on those security cameras. I'll bet they can see in the dark."
"GLAO018FO","Ford","Looks like they got a sniper. If you time it right, your shield should get you through there.","Looks like they got a sniper. If you time it right, your shield should get you through there."
"GLAO019FO","Ford","Use your Clairvoyance on one of those helicopters and we'll be able to search for the Milkman from the air.","Use your Clairvoyance on one of those helicopters and we'll be able to search for the Milkman from the air."
"GLAO020FO","Ford","That telephone would be a good disguise for getting up to those phone company wires.","That telephone would be a good disguise for getting up to those phone company wires."
"GLAO021FO","Ford","Ever play doorbell ditch?","Ever play doorbell ditch?"
"GLAO022FO","Ford","Let's make sure we're out of sight before she makes it to the door. ","Let's make sure we're out of sight before she makes it to the door. "
"GLAO023FO","Ford","And when she opens it, take her out!","And when she opens it, take her out!"
"GLAO024FO","Ford","You can't see in the dark but she can!","You can't see in the dark but she can!"
"GLAO025FO","Ford","Clairvoyance will let you see what she sees!","Clairvoyance will let you see what she sees!"
"GLAO026FO","Ford","Shoot those exploding cookie boxes.","Shoot those exploding cookie boxes."
"GLAO027FO","Ford","And turn on your shield when you see her throwing stuff at you!","And turn on your shield when you see her throwing stuff at you!"
"GLAP000FO","Ford","Let's go back to the dressing rooms and see if we can't get this Bonita person to take the stage.","Let's go back to the dressing rooms and see if we can't get this Bonita person to take the stage."
"GLAP001FO","Ford","Somewhere in that storage room is a candle that we need.","Somewhere in that storage room is a candle that we need."
"GLAP002FO","Ford","Let's put this candle in that spotlight so the show can begin!","Let's put this candle in that spotlight so the show can begin!"
"GLAP003FO","Ford","Well, I think you should go talk to that blowhard up in the balcony and give him a piece of your mind.","Well, I think you should go talk to that blowhard up in the balcony and give him a piece of your mind."
"GLAP004FO","Ford","...and see if he knows anything.","...and see if he knows anything."
"GLAP005FO","Ford","Let's give this script to Becky and see if it's any good.","Let's give this script to Becky and see if it's any good."
"GLAP006FO","Ford","I wonder if those prop doors on the set really work?","I wonder if those prop doors on the set really work?"
"GLAP007FO","Ford","I'll bet if you punched that strange spotlight with the faces on it, you could change what's going on on stage.","I'll bet if you punched that strange spotlight with the faces on it, you could change what's going on on stage."
"GLAP008FO","Ford","We have to get up to the catwalks and get rid of that Phantom character.","We have to get up to the catwalks and get rid of that Phantom character."
"GLAP009FO","Ford","I'll bet the right script played on the right set would do it!","I'll bet the right script played on the right set would do it!"
"GLAP010FO","Ford","Let's take that prop magic cloud elevator thing up to the catwalks.","Let's take that prop magic cloud elevator thing up to the catwalks."
"GLAP011FO","Ford","Those spotlights couldn't find you if you were invisible.","Those spotlights couldn't find you if you were invisible."
"GLAP012FO","Ford","Let's turn a light on this guy so we can see who he is.","Let's turn a light on this guy so we can see who he is."
"GLAP013FO","Ford","Let's float up to the catwalks and blind him with those spotlights so he'll let down his guard.","Let's float up to the catwalks and blind him with those spotlights so he'll let down his guard."
"GLAP014FO","Ford","Zig zag on the way up to avoid the fat man's attacks.","Zig zag on the way up to avoid the fat man's attacks."
"GLAQ000FO","Ford","Well, we'll never get our troops over that river while the bridge is out.","Well, we'll never get our troops over that river while the bridge is out."
"GLAQ001FO","Ford","We need to get a Carpenter to fix it!","We need to get a Carpenter to fix it!"
"GLAQ002FO","Ford","If I were there I would use Telekinesis to move the game pieces around.","If I were there I would use Telekinesis to move the game pieces around."
"GLAQ003FO","Ford","You can't win a war without soldiers. ","You can't win a war without soldiers. "
"GLAQ004FO","Ford","Let's go see if we can sign up a standing army.","Let's go see if we can sign up a standing army."
"GLAQ005FO","Ford","Put our Militiaman next to Napoleon's soldier piece so they can fight!","Put our Militiaman next to Napoleon's soldier piece so they can fight!"
"GLAQ006FO","Ford","Ooh, we gotta get that guy some money before he'll fight.","Ooh, we gotta get that guy some money before he'll fight."
"GLAQ007FO","Ford","Heh heh! Let's ransack Fred's parlor!","Heh heh! Let's ransack Fred's parlor!"
"GLAQ008FO","Ford","We gotta go through that building over there and find that guy's Musket!","We gotta go through that building over there and find that guy's Musket!"
"GLAQ009FO","Ford","Okay, we just gotta get that drawbridge down, and get a Hearty Knight to storm Napoleon's stronghold and we'll win.","Okay, we just gotta get that drawbridge down, and get a Hearty Knight to storm Napoleon's stronghold and we'll win."
"GLAQ010FO","Ford","We gotta get some fancy food for that fat guy to eat.","We gotta get some fancy food for that fat guy to eat."
"GLAQ011RA","Raz","You didn't even see him. How do you know he's fat?","You didn't even see him. How do you know he's fat?"
"GLAQ012FO","Ford","He sounds fat.","He sounds fat."
"GLAQ013FO","Ford","Why don't you TK a pail on top of em? That will slow 'em down.","Why don't you TK a pail on top of em? That will slow 'em down."
"GLAQ014FO","Ford","We're going to have to infiltrate the grounds of the stronghold and see if we can't get the drawbridge down for fatty. ","We're going to have to infiltrate the grounds of the stronghold and see if we can't get the drawbridge down for fatty. "
"GLAR000FO","Ford","Buy all the paintings you can, and look for hooks to hang them on.","Buy all the paintings you can, and look for hooks to hang them on."
"GLAR001FO","Ford","And for crying out loud STAY OFF THE STREET.","And for crying out loud STAY OFF THE STREET."
"GLAR002FO","Ford","You can't outrun that bull. You're going to have to sneak around on side streets.","You can't outrun that bull. You're going to have to sneak around on side streets."
"GLAR003FO","Ford","Maybe you can hide out in a window if those ladies don't see you coming. ","Maybe you can hide out in a window if those ladies don't see you coming. "
"GLAR004FO","Ford","Throw a confusion grenade at that Bull. That should buy you some time.","Throw a confusion grenade at that Bull. That should buy you some time."
"GLAR005FO","Ford","You can TK those spears into that bull, well, see if that slows him down.","You can TK those spears into that bull, well, see if that slows him down."
"GLAR006FO","Ford","Man, get those spears out of Edgar's back! What kind of friend are you?","Man, get those spears out of Edgar's back! What kind of friend are you?"
"GLAR007FO","Ford","And see if you can confuse that Matador.","And see if you can confuse that Matador."
"GLAR008FO","Ford","While that Matador thinks he's a bull, he's probably vulnerable like a bull.","While that Matador thinks he's a bull, he's probably vulnerable like a bull."
"GLAR009FO","Ford","Try sticking him with those barbed poles.","Try sticking him with those barbed poles."
"GLAR010MA","Matador","Banderillas! Use the word!","Banderillas! Use the word!"
"GLAS000FO","Ford","You have to TK rubble against rubble!","You have to TK rubble against rubble!"
"GLAS001FO","Ford","Break a hole big enough in the first ring so you can get in and set fire to the inner ring.","Break a hole big enough in the first ring so you can get in and set fire to the inner ring."
"GLAS002FO","Ford","Then TK a hunk of masonry right on that idiot's brain!","Then TK a hunk of masonry right on that idiot's brain!"
"GLAT000FO","Ford","Follow that kid! Don't let him get hurt while your brains are connected!","Follow that kid! Don't let him get hurt while your brains are connected!"
"GLAT001FO","Ford","Use your TK to grab those bunnies! Or try confusing them! ","Use your TK to grab those bunnies! Or try confusing them! "
"GLAT002FO","Ford","You can't kill those knife throwers. And somebody's already ripped their arms off, but you can swing on their knives once they're stuck in the board.","You can't kill those knife throwers. And somebody's already ripped their arms off, but you can swing on their knives once they're stuck in the board."
"GLAT003FO","Ford","Next time his cleaver gets stuck in the ground, run up his arm and punch him in his fat head.","Next time his cleaver gets stuck in the ground, run up his arm and punch him in his fat head."
"GLAT004FO","Ford","Listen to your father! Keep moving or you're going to drown!","Listen to your father! Keep moving or you're going to drown!"
"GLAT005FO","Ford","Okay, do NOT run up the flaming arms. ","Okay, do NOT run up the flaming arms. "
"GLAT006FO","Ford","Hmm. Try TKing some of your Dad's flaming clubs into the butcher.","Hmm. Try TKing some of your Dad's flaming clubs into the butcher."
"GLAT007FO","Ford","And then, if he ends up, say, curled up in agony, THEN you can punch him in his fat head.","And then, if he ends up, say, curled up in agony, THEN you can punch him in his fat head."
