"Identifier","Context","Source string","Translation"
"THFP004FF","Orange-Flower","""Sunshine Shenanigans!""","«Пустощі під променями»!"
"THFP005SF","Pink-Flower","Yay! Wooo!","Ура! Ву-у-у!"
"THFP008PT","Phantom","Heh heh heh.","Хе-хе-хе."
"THFP009SF","Pink-Flower","Oh, I do so hope that my mother is proud of me!","Сподіваюсь, мама мною пишатиметься!"
"THFP010BE","Becky","Not again!","Тільки не знову!"
"THFP011FF","Orange-Flower","The Phantom!","Примара!"
"THFP012JA","Jasper","I've seen some bad plays in my day, but this one's an actual menace. And it's all HER fault.","За своє життя я бачив багато поганих п'єс, але ця вже ні в які ворота не лізе. У всьому винна ВОНА."
"THFP013JA","Jasper","It's her bad acting that makes the Phantom strike!","Її жахлива гра спровокувала напад Примари!"
"THFP015BT","Bonita","Boo hoo hoo!","(плаче)"
"THFP016JA","Jasper","This time, I'm going to file a formal complaint and get this theater shut down! ","Мені вже час надіслати скаргу, щоб цей театр прикрили від гріха подалі!"
"THFP017BE","Becky","Great. Well, I'm off to go kill myself. ","Чудово. Ну, що ж, піду вб'юся."
"THFP018RA","Raz","You know, you could be a more constructive critic.","Як для критика, ви не дуже конструктивний."
"THFP019JA","Jasper","Kid, if you want to see a GOOD play, come talk to me. I've got a script here that will knock 'em dead, I promise.","Хлоп'яче, якщо хочеш дійсно ЯКІСНУ п'єсу, маякни мені. У мене тут є такий сценарій, який їм і не снився."
"THAA000BE","Becky","CUT! ","ЗАВІСА!"
"THAA001BE","Becky","Hey! Kid! Can't you see I'm trying to produce a play here?","Гей! Хлопчику, ти хіба не бачиш, що я тут намагаюся ставити п'єсу?"
"THAA002RA","Raz","Uh... no.","Е-е... ні."
"THAA003BE","Becky","Oh god!","О, Боже!"
"THAA004BE","Becky","Even a child can see I've lost control of this production! ","Навіть дитина бачить, що я втратила контроль над постановкою!"
"THAA005BE","Becky","Okay, Becky, get a grip...","Так, Бекі, візьми себе в руки..."
"THAA006RA","Raz","Child? ","Дитина?"
"THAA007BE","Becky","Look, kid, it wasn't always like this! We used to have a hit show on our hands! Everybody loved us!","Дивись, так було не завжди! Раніше в нас тут був хіт за хітом! Нас любили всі!"
"THAA008BE","Becky","But then our big star, Bonita Soleil, got stage fright and locked herself in her dressing room!","Але потім у нашої головної зірки, Боніти Солей, виник страх сцени й вона зачинилася в гримерці!"
"THAA009BE","Becky","So now we're stuck flipping between ""Sunshine Shenanigans"" and ""The Horror of Hagatha Home!""","Тому зараз нам тільки й лишається, що чергувати «Пустощі під променями» та «Агонії в домі Гаґати»!"
"THAA010JA","Jasper","Which is like flipping between a root canal and a sharp stick in the eye!","Це як вибирати між вириванням зуба та палицею в око!"
"THAA011BE","Becky","Just ignore Jasper. He's just a critic, who happens to be right.","Не зважай на Джаспера. Він просто критик, хоч і каже правду."
"THAA012RA","Raz","I'll go talk to Bonita. I'm sure all she needs is a little pep talk. ","Піду поговорю з Бонітою. Думаю, все, що їй треба, — це підбадьорливий діалог."
"THAA013JA","Jasper","That, and acting lessons.","А ще уроки акторської майстерності."
"THAA014BE","Becky","If you can get Bonita to take the stage again, then you're the star of my show, kid.","Якщо зможеш вивести Боніту на сцену, тоді головною зіркою будеш ти, юначе."
"THAD000BE","Becky","Hey, what's this? A new script?","Гей, що це? Нова п'єса?"
"THAD001BE","Becky","""Knight of Joy?""","«Лицар щастя»?"
"THAD002BE","Becky","Weird. It smells like popcorn. And it doesn't say which set to play it on...","Дивно. Пахне попкорном. І не написано, в яких декораціях її ставити..."
"THAD003BE","Becky","Oh well. We'll just play it on whatever's on stage. I mean, what could POSSIBLY go wrong?","Ну й нехай. Які на сцені є, в таких і зіграємо. ЩО може піти не так?"
"THAD004BE","Becky","Here. You can be my first A.D.","Ось. Будеш моїм першим асистентом."
"THAD005BE","Becky","Use the megaphone if you want to run the play again.","Використовуй гучномовець якщо хочеш прогнати п'єсу ще раз."
"THAD006BE","Becky","Okay! New script everybody! Let's practice!","Отже, новий сценарій, народе! Репетируємо!"
"THAD007BE","Becky","Aaaand action!","І-і-і-і... почали!"
"THAD008BE","Becky","Oh, another script!","О, ще один сценарій!"
"THAD009BE","Becky","""The Day the Mail Boat Finally Came.""","«День, коли прибув поштовий човен»."
"THAD010BE","Becky","Uh-oh.","Ой-йой."
"THAD011BE","Becky","Prop department? I'm going to need a boat on stage right away.","Реквізиторський відділ? Мені потрібен човен на сцену. Зараз."
"THAD012BE","Becky","Okay, people! Places everyone!","Добре, народе! Усі по місцях!"
"THAD013BE","Becky","""Goodbye Hagatha Home.""","«Прощавай, Гаґатів дім»."
"THAD014BE","Becky","Hey, I--I think this is the one with the--","Гей, н-наче тут якраз має бути..."
"THAD015BE","Becky","Hey, props. Is that hot air balloon still working?","Реквізиторська! Повітряна куля готова?"
"THAD016BE","Becky","Let's hustle people! It's show time!","Скоріше, люди! Шоу починається!"
"THAD017BE","Becky","That means you too, kid. You gotta hustle onto that balloon if you want to get up to the catwalks.","Тебе це теж стосується, хлопче. Тобі доведеться залізти в кошик, якщо хочеш дістатись підмостків."
"THAB000BE","Becky","I have GOT to get control over this production!","Треба брати постановку під КОНТРОЛЬ!"
"THAB001BE","Becky","If only Bonita would come out here and do her thing.","Якби ж тільки Боніта вийшла і показала всім, на що здатна."
"THAB002BE","Becky","Okay, Becky. Get a grip!","Ну ж бо, Бекі. Візьми себе в руки!"
"THAB003BE","Becky","A-hoo hoo hoo!","(плаче)"
"THAB004BE","Becky","I am NOT crying.","Та НЕ плачу я."
"THAB005BE","Becky","God. ","Боже."
"THAB006BE","Becky","Okay. Okay. Okay.","Добре, добре."
"THAB007RA","Raz","Everything under control there, Becky?","Усе під контролем, Бекі?"
"THAB008RA","Raz","Everything okay there Becky?","Усе гаразд там, Бекі?"
"THAB009BE","Becky","Ah! Why did you say that? What have you heard?","А-а! А тобі-то що? Що ти вже почув?"
"THAB010BE","Becky","EVERYTHING'S FINE except that our production has no star!","УСЕ ДОБРЕ, окрім того, що наше шоу втратило головну зірку!"
"THAB011BE","Becky","You get Bonita Soleil to perform again, and everything will be GREAT.","От переконаєш Боніту Солей виступити, і тоді все буде просто ШИК."
"THAB012BE","Becky","Her dressing room is behind the stage to the right, at the end of the hall.","Її гримерна праворуч за сценою, в кінці коридору."
"THAB013RA","Raz","Hey, you said that if Bonita performed, everything would be okay.","Гей, ви сказали, що все налагодиться, коли виступить Боніта."
"THAB014BE","Becky","Okay, so I left out the part about the deadly Phantom. I thought you'd chicken out!","Ну, я опустила подробиці про смертоносного Примару. Думала, що ти злякаєшся!"
"THAB015RA","Raz","Ma'am. I'm a Psychonaut. Just show me how to get up to those catwalks he hides out in and--","Пані, я — психонавт. Покажіть мені, як дістатися підмостків, де він засів, і я його..."
"THAB016BE","Becky","Sorry. No way up there.","Пробач. Туди ніяк."
"THAB017BE","Becky","Well, there was this ONE play...","Хоча, є ОДНА п'єса..."
"THAB018BE","Becky","We would lower this prop hot air balloon down from the catwalks, and then pull it back up again...","В якій ми опускаємо повітряну кулю з підмостків, а потім підіймаємо її назад..."
"THAB019BE","Becky","But I think one of the actors lost the script somewhere.","Але хтось з акторів загубив сценарій."
"THAB020BE","Becky","If you find it--or any other play for crying out loud--just bring it to me and I'll run the actors through it.","Якщо знайдеш її, або вже БОДАЙ ЯКИЙСЬ сценарій, неси його сюди, ми проженемо його з акторами."
"THAB021BE","Becky","We're so desperate for new material around here!","Ми вже готові погодитись на будь-який матеріал!"
"THAB022RA","Raz","So how do I get up to the catwalks? ","Як там мені піднятися на підмостки?"
"THAB023BE","Becky","Bring me all the scripts you find, and maybe one of them will bring that hot air balloon down.","Неси мені всі сценарії, які знайдеш. Може в одному з них опуститься повітряна куля."
"THAB024BE","Becky","...if you play it on the right set.","Якщо поставиш її в правильних декораціях..."
"THAB025RA","Raz","Those catwalks sucked. Why did I ever want to go up there?","Не сподобалось мені на підмостках. Нащо я взагалі хотів на них?"
"THAB026BE","Becky","To fight the Phantom and save the theater?","Щоб побороти Примару й урятувати театр?"
"THAB027RA","Raz","Oh yeah!","А, точно!"
"THAE000RA","Raz","Becky, can we see the ""Knight of Joy"" again?","Бекі, можемо знову продивитись «Лицаря щастя»?"
"THAE001BE","Becky","Yeah, that one could use a little work.","Та, над цим ще треба попрацювати."
"THAE002RA","Raz","""The Day the Mail Boat Finally Came"" needs another run-through, I think.","Думаю, «День, коли прибув поштовий човен» треба прогнати ще раз."
"THAE003RA","Raz","Let's do ""Goodbye Hagatha Home"" once more, okay?","Поставимо «Прощавай, Гаґатів дім» ще разок, добре?"
"THAE004RA","Raz","Doing a great job, Becky!","Добре справляєтесь, Бекі!"
"THAE005BE","Becky","Aw!","Ах!"
"THAF000BE","Becky","Hey, whoa, whoa, whoa, whoa, CAREFUL!","Гей, ой-ой-ой-йой, ОБЕРЕЖНІШЕ!"
"THAF001BE","Becky","That's the manual mood override. That's how we set the right mood for the play. ","Це ручний перемикач настрою. З ним ми задаємо правильну атмосферу п'єсам."
"THAF002BE","Becky","Mess with that, we'll have happy plays on sad sets, sad plays on happy sets…","Якщо щось поплутаєш, у нас будуть веселі п'єси в сумних декораціях і навпаки..."
"THAF003BE","Becky","Total chaos. Or worse--IMPROV.","Повний хаос. Або ще гірше — ІМПРОВІЗАЦІЯ."
"THAF004BE","Becky","So whatever you do...","Тому що б ти не робив..."
"THAF005BE","Becky","Don't mess with the manual mood override unless you want to see some strange stuff happen!","Не грайся з перемикачем настрою. Хіба що ти навмисно хочеш побачити всяку дивину!"
"THAG000SF","Pink-Flower","Oh, who would have thought that I, Gloria Von Gouton, would be starring in my own Broadway musical at such a young age?","Ох, хто б міг подумати, що я, Ґлорія фон Ґутен, буду виступати на Бродвеї у власному ж мюзиклі в такому юному віці?"
"THAG001SF","Pink-Flower","I hope my mother is proud of me. Well, here it goes!","Сподіваюся, мама мною пишається. Що ж, починаємо!"
"THAH000SF","Pink-Flower","Oh, my dear Mother! Do you not love my new seaside mansion, bought with a fraction of the wealth my overnight success has given to me?","О, люба моя мамо! Чи припав до душі тобі мій приморський маєток, який я придбала лиш за крихту багатства від раптового успіху?"
"THAH001FF","Orange-Flower","Yes, Gloria, my daughter. I only live to make you happy.","Так, Ґлорія, донько моя. Я живу лише ради твого щастя."
"THAH002SF","Pink-Flower","We are so lucky to be together again so that I could share it all with you, and also that you are not even jealous of my youth and fame, though my star has risen so much faster and grown so much bigger than that of yours, which has so quickly faded!","Добре, що ми знову разом, і я можу поділитися цим із тобою. І ти навіть не заздриш моєму успіху, не зважаючи на те, що моя зірка зійшла набагато раніше й запалала яскравіше, на відміну від твоєї, яка швидко згасла!"
"THAH003FF","Orange-Flower","Yes.  ","Так."
"THAH004SF","Pink-Flower","I love sharing my wealth and fame with you dear mother.","Люблю ділитися багатством й славою з тобою, люба матінко."
"THAH005FF","Orange-Flower","Yes. And I am so glad that you remember that you owe it all to me.","Так. І я рада, що ти пам'ятаєш, що всім цим ти завдячуєш мені."
"THAI000SF","Pink-Flower","Goodbye my previously dear mother! I flee now to Europe to escape your insane jealousy over my amazing career.","Прощавай, моя колись люба мати! Я тікаю в Європу від твоєї божевільної ревності моїй дивовижній кар'єрі."
"THAI001FF","Orange-Flower","Please do not leave me, Gloria my daughter! Go now and I shall do something unto myself both drastic and traumatizing to you emotionally!","Прошу, не полишай мене, Ґлоріє, донечко! Якщо підеш, я зроблю із собою таке, що непоправно травмує тебе емоційно!"
"THAI002SF","Pink-Flower","Care, I do not, for you sicken me with disgust. Adieu, ma mère. Adieu.","Байдуже мені, вір чи ні. Я тобою сита по горло. Adieu, ma mere. Adieu."
"THAI003FF","Orange-Flower","Daughter please do not run off to Europe to escape my jealous wrath, or I will surely kill unto myself to the death.","Донько, будь ласка, не тікай в Європу від мого ревнивого гніву, а інакше я точно вкорочу собі віку."
"THAI004SF","Pink-Flower","Break a leg, mother!","Роби що хочеш, мамо!"
"THAJ000HT","Hound-Actor","Bwah-ha-ha! Welcome to Hagatha Home School for Girls, where you will begin your long and painful training in the theatrical disciplines. Bwah-ha-ha.","Муа-ха-ха! Ласкаво просимо до домашньої школи для дівчат Гаґати, де розпочнеться твоє довге й болюче навчання театральних дисциплін. Муа-ха-ха!"
"THAJ001ST","Small-Thistle","But I don't want to study theater! I want my mom to come take me home right now!","Але ж я не хочу вчитися театру! Хочу, щоб мама прийшла та забрала мене звідси!"
"THAJ002FT","Big-Thistle","Your mom has a career and a boyfriend to think about. She doesn't have time for an ugly little girl like you.","У твоєї мамці голова забита кар'єрою та кавалером. На таке потворне дівчисько, як ти, в неї нема часу."
"THAJ004HT","Hound-Actor","There is nothing more tedious than the tears of an unlovable child.","Нема нічого нуднішого за сльози нелюбої дитини."
"THAJ005FT","Big-Thistle","It's time to suffer for your art!","Час страждати ради мистецтва!"
"THAJ006ST","Small-Thistle","Oh when will my mother come and rescue me from the cruel training of Hagatha Home?","Ох, коли ж мама прийде та врятує мене від жорсткого навчання дома Гаґати?"
"THAJ007HT","Hound-Actor","Bwah ha ha!","Муа-ха-ха!"
"THAJ008FT","Big-Thistle","Never!","Ніколи!"
"THAK000ST","Small-Thistle","Wherefore art thou, O elusive mail boat? How I yearn for the shores of my loneliness to be creased by your sturdy keel!","Де ж ти є, невловний поштовий човне? Хай винесе твій міцний кіль на береги моєї самотності!"
"THAK001FT","Big-Thistle","The mail boat ain't comin' for you, girly!","Поштового човна тобі не побачити, дівко!"
"THAK002HT","Hound-Actor","The mail boat may never come, but I think I see the mail TRAIN approacheth through yon tunnel!","Човен може й не прийде, але бачиться мені, несеться поштовий ПОТЯГ крізь тунель!"
"THAK003ST","Small-Thistle","Mail train? Yay! Surely, it bears to me a letter from my dear mother who abandoned me at this school for girls so long ago!","Поштовий потяг? Ура! Певна, він несе звістку від моєї матері, що так давно покинула мене в школі для дівчат!"
"THAK004ST","Small-Thistle","A dragon? Ahhhh!","Дракон? А-а-а-а!"
"THAK005HT","Hound-Actor","Ha ha ha! 'Tis a dragon indeed. You have been fooled and burned.","Ха-ха-ха! Він самий. Тебе обдурили й спалили."
"THAK006FT","Big-Thistle","Outstanding!","Дивовижно!"
"THAK007ST","Small-Thistle","Oh, mail boat, mail boat, come and make my heart float!",""
"THAK008FT","Big-Thistle","Won't someone kill this bleating goat?",""
"THAK009HT","Hound-Actor","Let's throw this sad sack in the moat!",""
"THAK010HT","Hound-Actor","HA HA HA!","ХА-ХА-ХА!"
"THAL000FT","Big-Thistle","Pray tell me, my shady manager and rumored lover, must I truly ship my only daughter Gloria off to Hagatha Home School for Girls?","Скажи мені на милість, мій сумнівний менеджере і, за чутками, коханець, чи варто мені відправляти мою єдину доньку Ґлорію в школу для дівчат Гаґати?"
"THAL001HT","Hound-Actor","Yes, and immediately, before she ruins our career. I mean your career.","Так, і негайно, поки вона не зруйнувала нашу кар'єру. Тобто, твою кар'єру."
"THAL002ST","Small-Thistle","No! Never shall I go!","Ні! Я нікуди не піду!"
"THAL003FT","Big-Thistle","Worry not, baby daughter, for I every day shall write to you.","Вгамуй своє серце, донечко. Я писатиму тобі щодня."
"THAL004HT","Hound-Actor","Yes. And I shall mail the letters myself. Personally. Bwah ha!","Саме так. А я ці листи відправлятиму. Особисто. Пха-ха!"
"THAL005ST","Small-Thistle","Good bye!","Я в дорогу!"
"THAL006FT","Big-Thistle","Good journey!","Щасливої дороги!"
"THAL007HT","Hound-Actor","Good riddance!","Полотном дорога!"
"THAM000SF","Pink-Flower","Mother, Mother, tell me true of the dad I never knew.","Мамо, мамо, розкажи мені про тата, якого ніколи я не знала."
"THAM001FF","Orange-Flower","He was brave in thought and deed. Can't you hear his mighty steed?","Являв собою хороброго бійця. Хіба не чуєш стукіт копит його коня?"
"THAM002SF","Pink-Flower","Wooooow.","Йо-о-о-ой."
"THAN002FT","Big-Thistle","Yeah, just ride on by Sir Deadbeat Dad. Don't hang around to help raise your poor daughter.","Та, скачи повз, сер Батько-босяк. Не зупиняйся, щоб виростити свою донечку."
"THAN003ST","Small-Thistle","Jerk.","Козел."
"THAO000SF","Pink-Flower","Daddy?","Тату?"
"THAP000ST","Small-Thistle","My father has nobly smoten the beast to his own death! He is a hero!","Мій батько благородно віддав своє життя в бою зі звіром! Він — герой!"
"THAP001FT","Big-Thistle","Yay, and for the record, not a bad kisser.","Ага. До речі, цілувався він теж непогано."
"THAQ000SF","Pink-Flower","It was more exciting the first time.",""
"THAQ001FF","Orange-Flower","It always is, honey.",""
"THAR000SF","Pink-Flower","Gasp!","(зойкає)"
"THAR001FF","Orange-Flower","Yes, though you would never think, the thing that killed him was the drink.","Думала, що героїчно бився, а на ділі просто спився."
"THAS000SF","Pink-Flower","Ah-ha ha ha ha ha ha ha ha!","Аха-ха-ха-ха-ха-ха-ха-ха!"
"THAS001FF","Orange-Flower","Ah-ha ha ha ha ha ha ha ha!","Аха-ха-ха-ха-ха-ха-ха-ха!"
"THAS002SF","Pink-Flower","Idiot.","Ідіот."
"THAT000SF","Pink-Flower","I say, I believe I do see the mail boat approaching!","Бачиться мені, наближається поштовий човен!"
"THAT001SF","Pink-Flower","I SAID, I BELIEVE I DO see the MAIL BOAT APPROACHING!","КАЖУ, БАЧИТЬСЯ МЕНІ, наближається ПОШТОВИЙ ЧОВЕН!"
"THAT002SF","Pink-Flower","Uh, I wonder what is taking the mail boat so long to get here, after I clearly declared that I have seen it approaching?","Е-е, де ж цей поштовий човен так затримався? Я ж чітко сказала, що бачу, як він наближається."
"THAT003HF","Yellow-Actor","We can't find the wheels for the boat!","Ми не можемо знайти колеса для човна!"
"THAT004FF","Orange-Flower","We're SUPPOSED to have water for the boat to float on.","Нам потрібна ВОДА, а не колеса."
"THAT005SF","Pink-Flower","I swear I can't work like this. ","Я більше не можу так працювати."
"THAT006FF","Orange-Flower","Seriously. I'm calling my agent.","І не кажи. Зателефоную своєму агенту."
"THAU002ST","Small-Thistle","Hm, I wonder if the captain of the boat wants to get beat up, and maybe that's why he's taking so long to bring it on stage?","Гм, схоже, капітану човна давно не набивали пику. Інакше я не можу пояснити, чому він досі не на сцені."
"THAU003HT","Hound-Actor","Somebody come help me drag this thing!","Допоможіть хтось перетягнути його сюди!"
"THAU004FT","Big-Thistle","Drag?? No way.","Тягнути?? Ні за що."
"THAU005ST","Small-Thistle","Oh look. The mail boat sank and everybody died. The end!","Коротше, поштовий човен затонув і всі здохли. Кінець!"
"THAV000SF","Pink-Flower","Ah, 'twas never a vessel more beautiful and resplendified.","Ах, мої вічі ще ніколи не вздрівали більш ладного судна."
"THAV001HF","Yellow-Actor","Are you Miss Gloria Von Gouton?","Ви — міс Ґлорія фон Ґутен?"
"THAV002SF","Pink-Flower","Yes!","Так!"
"THAV003HF","Yellow-Actor","Well, then these bags and bags of lavender-scented fan mail must be for your beautiful self!","Тоді ці гори сумок з листами від шанувальників, просочені ароматом лаванди, адресовані саме вам!"
"THAV004SF","Pink-Flower","Yay!","Ура!"
"THAW001HT","Hound-Actor","Sorry, no mail for you, ugly girl.","Обломися, нема для тебе листів, страшило."
"THAW002ST","Small-Thistle","Waaaa!","А-а-а-а!"
"THAW003FT","Big-Thistle","Ha ha! In your face, fatty.","Ха-ха! Як він тебе, товстухо."
"THAX000HF","Yellow-Actor","I'll just step off onto the shore here and say my next line...","Зараз зійду на берег і скажу свою наступну фразу..."
"THAX001HF","Yellow-Actor","Waah!","А-а-ах!"
"THAX002FF","Orange-Flower","You okay down there?","Ти в порядку там?"
"THAY000HT","Hound-Actor","Okay, let me just step onto the shore that I'm sure must be here by now...","Що ж, зараз я зійду на берег, який тут точно є..."
"THAY002FT","Big-Thistle","Way to blow you lines, moron.","Так запороти сцену треба ще вміти. Ідіот."
"THAZ000SF","Pink-Flower","Sigh, when will my mother ever come take me home from this horrible school for girls?","(зітхає) Коли ж моя мати забере мене додому з цієї жахливої школи для дівчат?"
"THAZ001FF","Orange-Flower","Do not worry, for I believe I see them floating here now in a magical balloon.","Не хвилюйся. Якщо очі мене не обманюють, вони летять на магічній повітряній кулі."
"THAZ002HF","Yellow-Actor","Hey! Pssst!","Гей! Пс-с-с!"
"THAZ003FF","Orange-Flower","What?","Що?"
"THAZ004HF","Yellow-Actor","There's no magic cloud in this set.","Магічної хмари нема в цих декораціях."
"THAZ005FF","Orange-Flower","Rats. Well, let's just run around happily and maybe no one will notice.","От щурня. Ну, тоді просто жваво побігаємо, може ніхто й не помітить."
"THAZ006HF","Yellow-Actor","There's no magic cloud on this one either.","Тут магічної хмари теж нема."
"THAZ007FF","Orange-Flower","Man!","Та щоб його!"
"THAZ008SF","Pink-Flower","How embarrassing.","Який сором."
"THAZ009SF","Pink-Flower","Sigh, when will my mother--","(зітхає) Коли ж моя мати..."
"THAZ010HF","Yellow-Actor","Guys, don't bother. No magic cloud.","Народе, забийте. Нема тут магічної хмари."
"THAZ011FF","Orange-Flower","This play is a mess. I think Becky's lost it.","Безлад, а не п'єса. Бекі вже не витягує."
"THAZ012SF","Pink-Flower","You know, it's the fans who really suffer when this happens.","А страждають від цього перш за все фанати."
"THAZ013FF","Orange-Flower","Hey, you got a Magic Cloud ready up there?","Гей, у вас там є магічна хмара?"
"THAZ014HF","Yellow-Actor","Uh... don't see one.","Е-е... щось не бачу."
"THAZ015FF","Orange-Flower","Oh man. Well keep dancing, keep dancing!","Чорт забирай. Ну нічого, танцюймо, танцюймо!"
"THBA000ST","Small-Thistle","Oh, sigh.","Ох. (зітхає)"
"THBA001FT","Big-Thistle","Whatever is wrong, little girl?","Що вже не так, дівчинко?"
"THBA002ST","Small-Thistle","Well, my family has left me alone in a bad, bad place for many years, and I don't know if they will ever come back for me.","Ну, моя сім'я лишила мене в жахливому місці на багато років, і я не знаю, чи повернуться вони колись за мною."
"THBA003FT","Big-Thistle","Ah, don't worry. I'm sure they'll come for you and you'll never have to think of that bad place again, ever.","А, не парся. Певен, вони скоро прийдуть за тобою й ти зможеш забути про те місце, як про страшний сон."
"THBA004ST","Small-Thistle","Hey, you're right! I think I see them now!","Гей, а ти правий! Здається, я їх бачу!"
"THBA007HT","Hound-Actor","Hello, my dear beloved daughter. We have come back for you. Please come with us and be happy and never think of this terrible, terrible place again!","Вітаю, моя люба донечко. Ми повернулися за тобою. Будь ласка, іди з нами та більше ніколи не згадуй про це кошмарне та нестямне місце!"
"THBA008HT","Hound-Actor","THE END.","КІНЕЦЬ."
"THBC000FT","Big-Thistle","Hey, cue the magical balloon, moron!","Гей, опускай чарівну кульку, довбню!"
"THBC001HT","Hound-Actor","Hey, there's no magical balloon on this set, but that won't stop me from jumping down there and kicking your ass so watch it!","Гей, нема в цих декораціях магічної кулі. Але я все одно можу зістрибнути вниз і надерти тобі дупу. Дивись мені!"
"THBC002FT","Big-Thistle","Grrr.","Гр-р-р."
"THBC004FT","Big-Thistle","Hold on, girly...","Завжди, дівко..."
"THBC005FT","Big-Thistle","Hey, you got the magical cloud ready up there, loser?","Гей, приготував там магічну хмару, невдахо?"
"THBC006HT","Hound-Actor","There's no magic cloud on this set, you old bag.","Нема в цих декораціях магічної хмари, старухо."
"THBC007FT","Big-Thistle","Oooh!","О-о-ох!"
"THBG000FF","Orange-Flower","Ha ha!","Ха-ха!"
"THBG003SF","Pink-Flower","I never get tired of doing the maypole!",""
"THBG004SF","Pink-Flower","The maypole sure does make me happy.",""
"THBG005HF","Yellow-Actor","Hey, who's happy?",""
"THBG006SF","Pink-Flower","ME!",""
"THBG007FF","Orange-Flower","MEEE!",""
"THBG008SF","Pink-Flower","We're so lucky!",""
"THBG009HF","Yellow-Actor","I love May!",""
"THBG010FF","Orange-Flower","I love poles!",""
"THBG011FF","Orange-Flower","Man, I am going to puke if I have to go around this stupid thing one more time.",""
"THBG012SF","Pink-Flower","I hear that! And it's wrapped already! Why are we still walking?",""
"THBG013HF","Yellow-Actor","Shhh! Happy!",""
"THBG014FF","Orange-Flower","Yeah, yeah.",""
"THBG015SF","Pink-Flower","Sigh. So lovely.",""
"THBG016FF","Orange-Flower","Yes.",""
"THBG017SF","Pink-Flower","I'm so lucky.",""
"THBG018SF","Pink-Flower","My house is sooo beautiful mother.",""
"THBG019SF","Pink-Flower","Isn't it?",""
"THBG020SF","Pink-Flower","And you're not jealous, right?",""
"THBG021SF","Pink-Flower","Because I am so famous?",""
"THBG022SF","Pink-Flower","And you're not so much?",""
"THBG023SF","Pink-Flower","I mean, you used to be.",""
"THBG024SF","Pink-Flower","Until I came along of course.",""
"THBG025SF","Pink-Flower","You're the best mother ever. ",""
"THBG026FF","Orange-Flower","Drastic, I tell you!",""
"THBG027FF","Orange-Flower","It's going to be horrible.",""
"THBG028FF","Orange-Flower","This thing I'm going to do.",""
"THBG029FF","Orange-Flower","To myself. And you.",""
"THBG030FF","Orange-Flower","I'm not kidding!",""
"THBG031FF","Orange-Flower","You think I am kidding, but I am not.",""
"THBG032FF","Orange-Flower","Soon you will be the sorry one!",""
"THBG033FF","Orange-Flower","Sorry you ran off to Paris.",""
"THBG034FF","Orange-Flower","This will hurt you more than it will hurt me. ",""
"THBG035FF","Orange-Flower","And it's going to hurt me a lot.",""
"THBG036FF","Orange-Flower","Unless I land on my head of course. Then I might not feel anything.",""
"THBG037FF","Orange-Flower","Okay, you're running out of time to come back, selfish daughter.",""
"THBG038FF","Orange-Flower","You don't have forever!",""
"THBG039FF","Orange-Flower","I'll do it this terrible thing!",""
"THBG040FF","Orange-Flower","I promise!",""
"THBG041FF","Orange-Flower","Like, any second now.",""
"THBH003FT","Big-Thistle","Ho ho!",""
"THBH006ST","Small-Thistle","Boo hoo!",""
"THBH007ST","Small-Thistle","I want to go home!",""
"THBH008ST","Small-Thistle","I hate it here.",""
"THBH009FT","Big-Thistle","Well, here hates you too!",""
"THBH010ST","Small-Thistle","Hagatha home is horrible!",""
"THBH011ST","Small-Thistle","Woe is me!",""
"THBH012ST","Small-Thistle","I miss my mother!",""
"THBH013ST","Small-Thistle","Oh... lament.",""
"THBH014ST","Small-Thistle","Woe enrobes my soul.",""
"THBH015ST","Small-Thistle","My spirit is ensconced in sorrow.",""
"THBH016ST","Small-Thistle","I think I see a sail! Oh, wait... that's a shark fin.",""
"THBH017ST","Small-Thistle","Sigh.",""
"THBH018ST","Small-Thistle","Why won't she write me? My mother I mean?",""
"THBH019ST","Small-Thistle","Her shady and disreputable agent said he'd deliver the letters personally.",""
"THBH020ST","Small-Thistle","I'm sure he wants her to get letters from her own child. Even though having that child out of wedlock caused a scandal that almost ruined her career and robbed him of his meal ticket!",""
"THBH021ST","Small-Thistle","Siiiiiigh.",""
"THBH022ST","Small-Thistle","Man, that mail train trick was mean.",""
"THBH023ST","Small-Thistle","Oh, COME ON boat!",""
"THBH024FT","Big-Thistle","Oh, my baby's gone.",""
"THBH025HT","Hound-Actor","Ha ha! I mean, yes. We will miss her.",""
"THBH026FT","Big-Thistle","My baby.",""
"THBH027HT","Hound-Actor","Yes.  Bwah ha ha!",""
"THBH028FT","Big-Thistle","Oh, poor baby Gloria!",""
"THBH029HT","Hound-Actor","Yes.  (snicker.)",""
"THBH030FT","Big-Thistle","Whenever will I see her again?",""
"THBH031HT","Hound-Actor","NEVER! HA HA!  I mean, soon.",""
"THBH032FT","Big-Thistle","Oh my poor, poor daughter.",""
"THBH033HT","Hound-Actor","(Snicker, snicker!)",""
"THBK000HT","Hound-Actor","Yon Dragon is a mystical force of the theater. Only the theater itself can affect it!",""
"THBK001FT","Big-Thistle","Duh.",""
"THBL000RA","Raz","Hey, there's the hot air balloon I need to get to the catwalks. ","Гей, ось і повітряна куля, яка допоможе піднятися мені на підмостки."
"THBL001RA","Raz","Now if I could just get them to do a play that brings it down here, I could ride it up to the catwalks and take care of that Phantom!","Якщо я поставлю п'єсу, в якій вона за сценарієм опускається, я зможу застрибнути в неї, дістатися підмостків та подбати про Примару!"
