"Identifier","Context","Source string","Translation"
"CAQZ034FO","Ford","If I wasn't the one who'd have to clean it up, I'd mash ya into a puddle of goo.",""
"CAQZ035MI","Milla","Enough with the rough stuff, darling.","Не треба бути таким грубим, серденько."
"CAQZ036SA","Sasha","Yes, ouch.","Так, ай."
"CAAD001EL","Elka","I saw Nils peeking into a hole in the girls' cabin.","Я бачила як Нільс зазирав у хатинки дівчат."
"CAAD002DO","Dogen","I'm hiding!","Туди значить не ховаємось!"
"CAAD003EL","Elka","And I thought, ""Oh Nils, when will you peek into the hole in my heart?""","І подумала: «Ох, Нільсе, коли ж ти зазирнеш у діру в моєму серці?»"
"CAAD004EL","Elka","Because you'd just see yourself staring back.","Бо ти побачиш у ній своє відбиття."
"CAAD005DO","Dogen","Uh huh. What?","Ага. Що?"
"CAAD006EL","Elka","I mean, he'd see my new boyfriend James staring back. And he'd be furious at Nils.","Тобто, він побачить у ній мого нового хлопця Джеймса. І він дивитиметься на Нільса з люттю."
"CAAD007DO","Dogen","Who's Nils?","Хто такий Нільс?"
"CAAD008EL","Elka","Exactly. And, anyway, there wouldn't even be a hole, because James fills my heart 'til sometimes I think it's gonna explode.","Так він і подумає. Але насправді там не буде ніякої діри, бо Джеймс заповнює моє серце так, що мені іноді здається, воно вибухне."
"CAAD009DO","Dogen","One time, I made someone's head explode.","Одного разу я зробив так, що в декого вибухнула голова."
"CAAD010EL","Elka","Okay, maybe there's still a little hole.","Ну добре, невеличка дірка ще є."
"CAAD011DO","Dogen","Actually, it happened four times.","А хоча, це було не один раз, а чотири."
"CAAD012EL","Elka","But James and I have each other now, and Nils is just gonna have to deal with it.","Але тепер ми з Джеймсом разом, і Нільсу доведеться змиритися з цим."
"CAAD013DO","Dogen","Now they make me wear this special hat so I don't have any more accidents.","Після того мене змусили вдягнути цей капелюх, щоб таке більше не повторювалось."
"CAAD014EL","Elka","Are you even listening to me Dogen?","Ти мене взагалі слухаєш, Доґене?"
"CAAD015DO","Dogen","I hope so.","Не знаю."
"CAAG001EF","Elton","What?","Що?"
"CAAG002EF","Elton","What's that?","Що кажете?"
"CAAG003EF","Elton","I can barely hear you.","Вас погано чутно."
"CAAG004EF","Elton","But... that doesn't make any sense...","Але... це ж не має сенсу..."
"CAAG005EF","Elton","What are you talking about?","Ви про що?"
"CAAG006EF","Elton","That's crazy.","Та не може бути."
"CAAG007EF","Elton","No fish is that big.","Риби не бувають настільки великими."
"CAAG008EF","Elton","No regular fish anyway.","Принаймні звичайні риби."
"CAAG009EF","Elton","Hey, did it have enormous, glowing eyes by any chance?","У неї часом не було величезних жовтих очей?"
"CAAG010EF","Elton","And did it have a prehensile lure that it uses to attract and snare its prey?","А чи було в неї вудилище з приманкою, яким вона ловить свою здобич?"
"CAAG011EF","Elton","How about flipper claws? Did it have any flipper claws?","А як щодо кігтів на плавниках? Вони були в неї?"
"CAAG013EF","Elton","Yes...","Так..."
"CAAG014EF","Elton","Yes, I know it's murky down there.","Так, я знаю, що там мутно."
"CAAG015EF","Elton","Uh, I know.","Е-е, я знаю."
"CAAG016EF","Elton","I'm just asking...","Я просто спитав..."
"CAAG017EF","Elton","I'm just trying to find out...","Хочу дізнатися..."
"CAAG018EF","Elton","Look who is this?","Бачиш когось там?"
"CAAG019EF","Elton","I'm trying to talk to that first guy.","Я хочу поговорити з першим."
"CAAG020EF","Elton","Where'd that other guy go?","А куди інший поплив?"
"CAAG021EF","Elton","Ghost town? There's no ghost town around here.","Місто-привид? Нема тут ніякого міста-привида."
"CAAG022EF","Elton","What are you guys talking about?","Ви про що?"
"CAAG023EF","Elton","Hey, shut up. She's not my girlfriend!","Гей, цить. Вона не моя дівчина!"
"CAAG024EF","Elton","No, we're just good friends.","Ні, ми просто близькі друзі."
"CAAG025EF","Elton","I mean if something were to happen later... oh, you know... whatever.","Не виключаю, що в майбутньому щось зміниться... а хоча... забийте."
"CAAG026EF","Elton","Shut up! You fish are gross!","Замовкніть! Огидні рибини!"
"CAAG027EF","Elton","That's not even technically accurate because humans don't, ""spawn.""","З біологічної точки зору, це неправильно, бо люди не відкладають ікру."
"CAAG028EF","Elton","Ick.","Фу."
"CAAG029EF","Elton","Can we get back to that weird monster fish please?","Може повернемося вже до того дивного рибочудовиська?"
"CAAG030EF","Elton","Uh huh.","Ага."
"CAAG031EF","Elton","Hmmm.","Гм-м-м."
"CAAG032EF","Elton","I see.","Ось як."
"CAAG033EF","Elton","Whoa.","Йой."
"CAAG034EF","Elton","Really?","Справді?"
"CAAG035EF","Elton","You're kidding me.","Та ви жартуєте."
"CAAG036EF","Elton","Tell me everything.","Розказуйте."
"CAAG037EF","Elton","What else?","І ще що?"
"CAAG038EF","Elton","Man.","Нічого собі."
"CAAG039EF","Elton","Holy mackerel! Oh, sorry. Not you.","Свята скумбрія! Ой, це я не про вас."
"CAAH040EF","Elton","Shhhh! I'm trying to hear them talk!","Тс-с-с! Я слухаю, що вони кажуть!"
"CAAQ001RA","Raz","Hey are you psychic fishing? I've read about that...","Гей, це що, телепатична рибалка? Я читав про таке..."
"CAAQ002EF","Elton","Oh, I could never fish. That would be terrible!","Ой, я б ніколи не погодився рибалити. Це жахливо!"
"CAAQ003EF","Elton","Regular people can be mean to fish, I guess.","Інші люди грубо поводяться з рибами."
"CAAQ004EF","Elton","But I can't.","Але не я."
"CAAQ005EF","Elton","I can hear everything the little guys are thinking!","Я чую кожну думоньку цих маленьких створінь!"
"CAAQ006RA","Raz","Fish think? About what?","Риби думають? І про що ж?"
"CAAQ007EF","Elton","Well, normally, not much. But today they're all kinda freaked.","Зазвичай вони не дуже активні, але сьогодні прямо шаленіють."
"CAAQ008EF","Elton","They're scared of somethin' in the lake.","Вони бояться чогось на глибині озера."
"CAAQ009RA","Raz","Me too, now that I know it's full of freaked-out, thinking fish.","Тепер я теж, бо знаю, що там повно шалених риб, які до того ж вміють думати."
"CAAQ010EF","Elton","There's something big and scary out there, Raz.","В озері знаходиться щось велике та лячне, Разе."
"CAAQ011EF","Elton","I wonder... could the old legends be true?","Невже... старі легенди були правдивими?"
"CABA057VE","Vernon","Okay. I'm gonna close my eyes, right? And then I'm gonna start to count to a hundred. Ok? And then you guys hide. Everybody got it?","Отже. Спочатку я заплющую очі, так? А потім починаю рахувати до ста. Чуєте? А ви йдете ховатися. Усі зрозуміли?"
"CABA058EL","Elka","It's hide-and-seek, Vernon, not hide-and-calculus. We've all got it.","Це хованки, а не вища математика, Верноне. Звісно зрозуміли."
"CABA059DO","Dogen","I got it. You start counting and then I go hide in that bush.","Ага. Ти починаєш рахувати, а я йду ховатися в отой кущ."
"CABA060VE","Vernon","Great! One...","Ну й добре! Один..."
"CABA061EL","Elka","Milka, you're a genius. Come on, Dogen.","Мілко, ти генійка. Ну ж бо, Доґене."
"CABA062VE","Vernon","Hold on! This reminds me of a story. It's about counting. Hello?","Слухайте, це нагадало мені одну історію. Вона про рахування. Агов?"
"CABA063VE","Vernon","Man, you guys are good.","А ви прямо-таки профі."
"CABC001LI","Lili","Look at those two. Who'd even want a stupid friendship bracelet?","Поглянь на цих дуреп. Кому взагалі потрібні ці тупі браслети дружби?"
"CABC002RA","Raz","I don't know. I wouldn't mind one.","Ну не знаю. Я б не відмовився."
"CABC003LI","Lili","Yeah, well... that's... stupid!","Ну, що ж... це... тупо!"
"CABI023RA","Raz","Hey Maloof.  Um, you want some help getting that off your head?","Гей, Малуфе. Е-е, допомогти тобі зняти... це з голови?"
"CABI024MF","Maloof","If I take it off, Bobby might just put something worse on it. Like a dirtier pair of underpants or an animal with teeth.","Якщо зніму їх, Боббі накине на мене щось навіть гірше. Ще більш брудну білизну чи якусь зубасту тварину."
"CABI025MF","Maloof","I'm just gonna wait here until camp's over and my pop comes back to pick me up.","Буду сидіти тут і чекати, поки тато забере мене з табору."
"CABI026RA","Raz","Come on, things can't be that bad.  So you've got a jockstrap on your--","Та ну, не може ж бути все так погано. У тебе всього лиш прив'язана..."
"CABI027MH","Mikhail","Fish tied to head. Very clever. Bear investigates, gets wrestled! Will wait in case bear wins.","Риба до голови. Креативно. Ведмідь побачить, полізе гризтися! Почекаю, раптом він переможе."
"CABI028MF","Maloof","If any bears show up, feel free to cut right in. Anyway, it is that bad.  First Bobby and Benny locked me in the girls' shower, then they wouldn't let me out of the toilet, now they won't let me in any of the toilets. And in between, there was a lot of punching.","Якщо ведмідь припреться, він увесь твій. Але так, усе дійсно погано. Спочатку Боббі й Бенні замкнули мене в дівочому душі, потім вони мене не випускали з туалету, а згодом навпаки не впускали. І між всіма подіями не обходилося без побиття."
"CABI029BZ","Bobby","No, then we locked you in the GPC.","Взагалі-то, потім ми замкнули тебе в ГПК."
"CABI030MH","Mikhail","Maloof forfeits place in bear wrestling line. As repayment for courtesy, bullying now forbidden. All bullies acknowledge, please.","Я займу місце Малуфа на рингу. У якості відплати за ввічливість, цькування тепер заборонене. Усі хулігани почули мене?"
"CABI031BZ","Bobby","Get bent, commie. I'm gonna take your--","Звали, комуняко. Бо я тебе зараз..."
"CABI032MH","Mikhail","Call next move ""Deadly Nelson.""  When screaming starts, eyeball may pop out of bully head. Standing back suggested.","Наступний прийом я прозвав «смертельним Нельсоном». Коли здобич закричить, очі повилітають з орбіт. Раджу вам тримати відстань."
"CABI033BZ","Bobby","Okay! I won't touch him. Jeez.","Та добре! Не чіпатиму я його. Боже."
"CABJ034CF","Crystal","Hey, it's the king of the obstacle course!","Гей, та це ж король смуги перешкод!"
"CABJ035CM","Clem","Hey, Raz! You're awesome! You must be a Psychonaut by now!","Здоров, неймовірний Разе! Ти, напевно, вже психонавт!"
"CABJ036CF","Crystal","Yeah! Or even a Double Psychonaut!","Ага! Або навіть подвійний психонавт!"
"CABJ037RA","Raz","Ha! Oh no. Not yet. But soon!","Ха! Та ні. Поки що ні. Але скоро!"
"CABJ038RA","Raz","Wow. Those two are so nice!","Ого. Які вони добрі!"
"CABK039RA","Raz","Hey, what are you guys doing up here?","Гей, а чим ви тут займаєтеся?"
"CABK040CF","Crystal","Uh...","Е-е..."
"CABK041CM","Clem","Writing cheers!","Складаємо кричалки!"
"CABK042CF","Crystal","Oh yeah! Writing cheers! Wanna hear one?","О, так! Складаємо кричалки! Хочеш послухати?"
"CABK043RA","Raz","Uh, okay!","Е-е, давайте!"
"CABK044RA","Raz","I would but I'm late for something somewhere.","Я б із радістю, але мені треба йти."
"CABK045CM","Clem","Probably some super important psychic adventure huh?","В якусь надважливу суперпсихічну пригоду, так?"
"CABK046CF","Crystal","Go get 'em Raz!","Покажи їм, Разе!"
"CABK047CM","Clem","You're the boss!","Ти тут бос!"
"CABK048CF","Crystal","The SUPER boss!","СУПЕРБОС!"
"CABK049CM","Clem","Ready? Okay!","Готова? Погнали!"
"CABK050CM","Clem","When I grow up...","Коли я підросту..."
"CABK051CF","Crystal","Hey what you gonna be?","Ким ти хочеш стати?"
"CABK052CM","Clem","I'm gonna be the best, just like my main homey.","Кимось надзвичайним, подібним до друзяки."
"CABK053CF","Crystal","And when you say homey, whose horn might you be tootin'?","І хто ж оцей друзяка, про якого заливаєш?"
"CABK054CM","Clem","The mind-reading psycho-thrilla!","Сенсаційний екстрасенс!"
"CABK055CF","Crystal","Oh you must mean Razputin!","Ти про Разпутіна співаєш!"
"CABK056CM","Clem","Yeah! Woo! Go Raz! Woo-hoo!","Так! Ура! Уперед, Разе! Ву-ху!"
"CABK200CF","Crystal","Yeah Raz! WOO-HOO!","Так, Разе! ВУ-ХУ!"
"CABL057RA","Raz","How 'bout another cheer?","Може ще одну кричалку?"
"CABL058CF","Crystal","Okay! You start Clem!","Добре! Починай ти, Клеме!"
"CABL059CM","Clem","You know Raz is the coolest.","Разпутін — хлопець сильний."
"CABL060CF","Crystal","The master psychic duelist!","Ворогів зводить в могилу!"
"CABL061CM","Clem","Bad guys try to snuff him!","Поганці спокій не дають!"
"CABL062CF","Crystal","So he beats 'em like a puffin!","Але все це якась муть!"
"CABL063CM","Clem","YEAH RAZ! WOO-HOO!","УРА, РАЗЕ! ВУ-ХУ!"
"CABL064CF","Crystal","Oh god. That's so bad. I'm sorry. Puffin? What was I thinking??","Боже. Який сором. Яка в біса «муть»? Чим я думала??"
"CABL065CM","Clem","Hey, hey, Crystal. It's okay!","Гей, ну ж бо, Крістал. Усе добре!"
"CABL066CF","Crystal","No, I'm so stupid! So stupid! Waaa!","Ні, я тупа! Така тупа! А-а-а-а!"
"CABL067CM","Clem","I think that's all the cheers for now, okay Raz?","Думаю, на цьому з кричалками поки все, ладно, Разе?"
"CABL068RA","Raz","Yeah, hey, sorry.","Так. Шкода, що так вийшло."
"CABM069RA","Raz","I don't think I want any more cheers.","Думаю, мені вже достатньо кричалок."
"CABN001PH","Phoebe","Hey, why are you stopping?","Гей, нащо ти зупинився?"
"CABN002QU","Quentin","Oh, I thought you stopped.","Ой, я думав це ти зупинилась."
"CABN003PH","Phoebe","No, no, no, no let's go!","Ні-ні-ні-ні. Продовжуємо!"
"CABO004PH","Phoebe","Sorry, sorry, sorry. My bad.","Ой-йой, вибач. Моя вина."
"CABO005QU","Quentin","Not to worry, my bro. Let's just pick it up from the part where I do that thing.","Не парся, подруго. Продовжимо з місця, де я підключаюся."
"CABP006QU","Quentin","Do over.","Давай спочатку."
"CABP007PH","Phoebe","Two, three, four!","Два, три, чотири!"
"CABQ008QU","Quentin","Hey, Phoebe. Can I ask you a question?","Гей, Фібі. Можна в тебе дещо спитати?"
"CABQ009PH","Phoebe","What?","Що?"
"CABQ010QU","Quentin","Have you ever had a weird nightmare about a bathtub?","У тебе колись був нічний жах про ванну?"
"CABQ011PH","Phoebe","Is this a joke set up?","Це ти жарт готуєш?"
"CABQ012QU","Quentin","Uh... never mind. Forget I said anything.","Е-е... неважливо. Забудь."
"CABQ013PH","Phoebe","Good, cuz if you tell one more drummer joke I'll plant this stick in your eye.","Добре, бо якщо буде ще хоч один барабанний жарт, я тобі тикну паличкою в око."
"CABR014QU","Quentin","Yeah, baby!","Так, крихітко!"
"CABR015PH","Phoebe","Ung!","Уф!"
"CABR016QU","Quentin","Ask not for who the cowbell ROCKS.","Не питай, по кому дзвонить дзвін."
"CABR017PH","Phoebe","The cowbell rocks for thee!","Він дзвонить по тобі!"
"CABS018PH","Phoebe","Wait. Oh. Wait, wait, wait. Stop.","Стривай. Ой. Зажди, зажди. Стій."
"CABS019QU","Quentin","Oh, man. Is it me? Am I off again?","Що там таке? Знову я збився?"
"CABS020PH","Phoebe","No. Foot cramp. Ow. Hold on.","Ні. Ногу звело. Ай. Чекай."
"CABS021PH","Phoebe","Uhh, okay, let's go.","Е-е, гаразд, як скажеш."
"CABT022QU","Quentin","You know what?","Знаєш що?"
"CABT023PH","Phoebe","You hated that part?","Тобі не сподобалась ця частина?"
"CABT024QU","Quentin","Hmm, it's like you're reading my mind.","Гм-м, ти що, читаєш мої думки?"
"CABT025QU","Quentin","Hey, you're not are you… you're not supposed to--","Гей, я тобі не дозволяв... ти не посмієш..."
"CABT026PH","Phoebe","Relax! There's nothing in there I don't already know.","Розслабся! Нічого нового я з тих думок не дізналась."
"CABU027QU","Quentin","Whoa. That was good.","Ого. Добре вийшло."
"CABU028PH","Phoebe","It's like we're the best band ever.","Ми що, найкращий гурт у світі?"
"CABU029QU","Quentin","I think it's actually quite likely. I feel bad for other bands.","Мабуть, так і є. Шкода інші гурти, в них нема шансів."
"CABU030PH","Phoebe","I know! We're hot! Let's do that again!","Скажи! Ми у вогні! Давай ще раз!"
"CABV031QU","Quentin","Hey, how can you tell there's a drummer at the door?","Загадка. Як зрозуміти, що у дверей стоїть барабанщик?"
"CABV032PH","Phoebe","I dunno. How?","Не знаю. Як?"
"CABV033QU","Quentin","The knocking speeds up.","Стукіт пришвидшується."
"CABV034PH","Phoebe","Oh shut up. I did that on purpose. It's a jazz thing, duh.","Ой, замовкни. Я навмисно так роблю. Це прийом з джазу."
"CABV035QU","Quentin","Uh-huh.","Ага."
"CABW036PH","Phoebe","Hmm. No, that's still wrong.","Гм-м. Ні, знову не те."
"CABW037QU","Quentin","Okay, let's do it like we did before lunch.","Добре. Спробуємо так, як ми робили перед обідом."
"CABW038PH","Phoebe","K.","Окей."
"CABX039QU","Quentin","Okay, that was the worst ever.","Що ж, це була найгірша спроба."
"CABX040PH","Phoebe","God, why do we suck so bad?","Боже, чому ж ми такі дубові?"
"CABX041QU","Quentin","Hm.","Гм."
"CABX042QU","Quentin","Well wait. Maybe we're really GOOD, but we're playing in a genre of music that hasn't been invented yet, so it just sounds wrong.","Слухай. Може насправді ми ДУЖЕ класні, але в жанрі музики, який ще не винайшли. Тому воно й звучить неправильно."
"CABX043PH","Phoebe","Whoa. We're so ahead of our time.","Ого. То ми прям випередили свій час."
"CABX044QU","Quentin","Yeah...","Так..."
"CABX045PH","Phoebe","All right then!","Ну тоді гаразд!"
"CABY046PH","Phoebe","Aahhhhhh! I suck!","А-а-а-а-а! Я відстій!"
"CABY048PH","Phoebe","I messed up.","Знову облажалася."
"CABY049QU","Quentin","No, no, it sounded good, it sounded... true, you know?","Ні, ні, звучало добре, звучало... живо, знаєш?"
"CABY050PH","Phoebe","Don't patronize me, Hedgemouse.","Не читай мені нотації, Геджмаусе."
"CABY051QU","Quentin","You gotta get back on that horse, Phoebe.","Упавши з коня, завжди можна сісти на нього знову, Фібі."
"CABY052QU","Quentin","You get back on that horse and hit it, and kick it, and bash it, and ring its bell!","Залазиш на нього, даєш ляпаса, стусана, б'єш головою, і дзвениш у дзвіночок!"
"CABY053PH","Phoebe","That's not how you treat horses!","Не треба так поводитися з конями!"
"CABY054QU","Quentin","Well which are you? A drummer? Or a horse lover?","А ти хто взагалі? Барабанщиця? Чи любителька коней?"
"CABY055PH","Phoebe","Forget it! Let's play again! Anything beats talking to you!","Забудь! Давай уже грати! Розмовляти з тобою собі дорожче!"
"CABZ056PH","Phoebe","Hey, Q? Uh, that last part?","Гей, Квене? Е-е, те, що зараз було..."
"CABZ057QU","Quentin","Yeah?","Ну?"
"CABZ058PH","Phoebe","Well, the thing is, see... my dog can scratch better than that.","Як би так сказати... мій собака і то краще грає."
"CABZ059QU","Quentin","Okay, first of all, the last time I heard that joke, I fell off my grandma's solar-powered dinosaur, and broke my metric buggy whip.","Що ж, по-перше, коли я востаннє чув цей жарт, я впав із бабусиного динозавра на сонячних батареях, і зламав свій метровий прапорець."
"CABZ060QU","Quentin","Second of all, you know my dog died this winter so it's not nice of you to make fun of it.","По-друге, ти ж знаєш, що мій собака помер цієї зими, тому не дуже красиво з твого боку жартувати про це."
"CABZ061PH","Phoebe","I said MY dog.","Я казала МІЙ собака."
"CABZ062QU","Quentin","Oh, so your dog's better than my dog?","О, то ти вважаєш, що твій собака кращий за мого?"
"CABZ063PH","Phoebe","No, I--what?","Ні, я... що?"
"CABZ064QU","Quentin","That's it! I quit the band!","Ну все! Я йду з гурту!"
"CABZ065PH","Phoebe","What!?!?","Що?!?!"
"CABZ066QU","Quentin","Come on. Let's play ""band fight."" Just for a bit?","Ну ж бо. У кожному гурті мають бути конфлікти. Підіграєш?"
"CABZ067PH","Phoebe","Oh, not that again. No!","Ой, тільки не знову. Ні!"
"CACA068QU","Quentin","Hey, do you think Kitty likes me?","Гей, як гадаєш, Кітті любить мене?"
"CACA069PH","Phoebe","Quentin, EVERBODY likes you. Can we just play?","Квентіне, ВСІ люблять тебе. Давай уже грати."
"CACA070QU","Quentin","No, I mean LIKES me, likes me. In the way that you like... burning stuff.","Ні, я маю на увазі прям ЛЮБИТЬ-ЛЮБИТЬ мене. Так, як ти любиш... спалювати речі."
"CACA071PH","Phoebe","Hey, that's an unhealthy compulsion. I can't help myself with that!","У мене вже нездоровий потяг. Нічого не можу із собою вдіяти!"
"CACA072QU","Quentin","Yeah, that's what I mean. Do you think she has an unhealthy compulsion about me?","Я про це і кажу. Думаєш, у неї є нездоровий потяг до... мене?"
"CACA073PH","Phoebe","No. Can we play?","Ні. Продовжимо грати?"
"CACA074QU","Quentin","Okay, well think about it. I'm going to ask you again later.","Гаразд, повернемося до цього пізніше. Я ще спитаю тебе."
"CACB075QU","Quentin","Well, I think we nailed it. Wanna lay off for the day?","Що ж, я думаю ми добре впоралися. Може на сьогодні все?"
"CACB076PH","Phoebe","Sure... if you think it's ready to play in front of people.","Звісно... якщо по твоєму ми готові грати перед людьми."
"CACB077PH","Phoebe","Like, uh… Kitty, for example?","Наприклад... перед Кітті?"
"CACB078QU","Quentin","Okay, one more time!","Я передумав. Давай ще раз!"
"CACC079PH","Phoebe","Okay, wait, wait, wait. I have to ask now because this has been bugging me for a while.","Ану чекай, чекай. Хочу спитати, що мені вже давно наболіло."
"CACC080QU","Quentin","Shoot, bro.","Уперед, подруго."
"CACC081PH","Phoebe","Kitty? Really Quentin?","Кітті? Серйозно, Квентіне?"
"CACC082QU","Quentin","Yeah.","Ага."
"CACC083PH","Phoebe","Kitty Bubai?","Кітті Бубай?"
"CACC085PH","Phoebe","I mean, she's cool and all, but I didn't think that was your type.","Ну типу, вона крута й все таке, але не думала, що вона у твоєму смаку."
"CACC086QU","Quentin","Well, I mean, I guess I feel ya on that one? But I can't explain it.","Ну, я розумію, про що ти. Але сам не можу пояснити."
"CACC087QU","Quentin","It's like she has some sort of spell over me.","Вона мене ніби зачаклувала."
"CACC088PH","Phoebe","Uh-oh.","Ой-йой."
"CACD089PH","Phoebe","Hey! I like that!","Гей! Непогано ти!"
"CACD090QU","Quentin","Dang. That was an accident.","Це я випадково, до речі."
"CACD091PH","Phoebe","Oh.","Ох."
"CACD092QU","Quentin","Hang on. Let me see if I can do it again.","Зараз, може я зможу повторити."
"CACE093QU","Quentin","Wait, are you off key?","Ти що, не попадаєш у ноти?"
"CACE094PH","Phoebe","Quentin, they're drums.","Квентіне, це ж барабани."
"CACE095QU","Quentin","Hm. Maybe it's me then. How do you tune these things?","Гм. Може в мене щось не так. Як тут взагалі щось налаштовувати?"
"CACF097QU","Quentin","Dude, that was so dope what you did just then.","Ну ти даєш, як ти взагалі це зробила?"
"CACF098PH","Phoebe","Don't stop! I'm on a roll!","Не зупиняйся! Граємо поки йде!"
"CACG099PH","Phoebe","DRUM SOLO!!!","БАРАБАННЕ СОЛО!!!"
"CACG100QU","Quentin","Yeah! You go girl!","О так! Покажи їм, дівчино!"
"CACH101PH","Phoebe","Take it, Hedgemouse!","Ось тобі, Геджмаусе!"
"CACH102QU","Quentin","Heh!","Хе!"
"CACH103PH","Phoebe","Woooo-hoooo!","Ву-у-у-у-ху-у-у-у!"
"CACI104QU","Quentin","Oh, you know what would be good?","Знаєш, що можна спробувати?"
"CACI106QU","Quentin","Like if we stopped right there--","Можна зробити паузу..."
"CACI107PH","Phoebe","Like we just did?","Як ми щойно зробили?"
"CACI108QU","Quentin","Yeah, but if right when we stopped I went, ""Woo-hoo!""","Так, але якби прям перед паузою я закричав «Ву-ху!»"
"CACI109QU","Quentin","Like that.","Отак."
"CACI110QU","Quentin","Woo-hoo!","Ву-ху!"
"CACI111QU","Quentin","You know like Woo-hoo!","Чуєш? Ву-ху!"
"CACI112PH","Phoebe","Quentin...","Квентіне..."
"CACI113QU","Quentin","Alright! Alright! Hey, you're the boss.","Добре! Добре! Ти в нас тут головна."
"CACI114PH","Phoebe","Quentin, come on.","Квентіне, припини."
"CACI115QU","Quentin","You're the boss!","Ти тут бос!"
"CACI116PH","Phoebe","I'm just saying that--","Я лише казала, що..."
"CACI117QU","Quentin","LET'S DO IT YOUR WAY BOSS LADY THAT'S FINE!","ХАЙ БУДЕ ПО ТВОЄМУ, ЛЕДІ БОС, ЯК СКАЖЕТЕ!"
"CACJ118RA","Raz","Hey, you guys are good.","Гей, у вас круто виходить."
"CACJ119QU","Quentin","Thanks, man. Hey, do you have a lighter? Cuz if you lit it and held it up right now, that would be rad.","Дякую, чуваче. Слух, а в тебе є запальничка? Якби ти запалив і підняв її, було б атмосферно."
"CACJ120PH","Phoebe","And completely insensitive to me and my issues.","А також це було б неповагою до моїх проблем з вогнем."
"CACJ121QU","Quentin","Oh, right! Right! Uh, never mind. I forgot about the whole ""fire bad"" thing for a moment.","Ой, точняк! Точно! Е-е, не зважай. Я забув про всю цю історію з «вогонь — це погано»."
"CACK122RA","Raz","Drum solo! Wooo!","Вимагаю барабанне соло! Ву-у!"
"CACK123QU","Quentin","You heard the man.","Ти все чула. Приступай."
"CACL124RA","Raz","Hey, what's the name of the band?","Гей, а як називається гурт?"
"CACL125PH","Phoebe","The Firestarters!","Вогнепали!"
"CACL126QU","Quentin","The Levitators.","Левітатори."
"CACL127QU","Quentin","Let's not fight in front of the fans, okay?","Може не будемо гризтися перед фанатами?"
"CACL128PH","Phoebe","Let's not.","Може."
"CACM129QU","Quentin","Kitty... oh kitty...","Кітті... ох, Кітті..."
"CACM130QU","Quentin","Girl...","Крихітко..."
"CACM131QU","Quentin","Oooohhh-ooohohhhhooo.","О-о-о-ох-о-о-ох-х-хо-о-о."
"CACM132QU","Quentin","Kitty!","Кітті!"
"CACM133QU","Quentin","Kittay!","Кіттінько!"
"CACM134QU","Quentin","Kitty you so fine, girl.","Ти така файна, Кітті моя."
"CACM135QU","Quentin","Yeah yeah yeah!","Так, так, так!"
"CACM136PH","Phoebe","Switch it up, Quentin. Come on.","Зміни вже платівку, Квентіне. Скільки можна."
"CACM137QU","Quentin","Ms. Bubai. Buuu-uuuu-uuuu-baaaiiiii!","Міс Бубай. Бу-у-у-у-у-у-у-у-уба-а-а-ай!"
"CACM138PH","Phoebe","That's not even a song, dude.","Це навіть на пісню не схоже, чуваче."
"CACM139PH","Phoebe","That's like a weird slowjam.","Просто якийсь повільний бубніж."
"CACM140QU","Quentin","How about this?","Тоді як тобі таке?"
"CACN141QU","Quentin","In the city.","У цьому місті."
"CACN142QU","Quentin","She's so pretty.","Вона єдина."
"CACN143QU","Quentin","It's a pity.","Така вродлива."
"CACN144QU","Quentin","This little ditty.","Маленька діва."
"CACN145QU","Quentin","My Itty Bitty.","У всьому світі."
"CACN146QU","Quentin","Kitty, Kitty!","Для мене тільки Кітті!"
"CACN147QU","Quentin","My perfect fitty!","Дарую квіти!"
"CACN148QU","Quentin","Makes me all giddy!","Мене магнітить!"
"CACN149QU","Quentin","My oven mitty!","Вона — еліта!"
"CACN150QU","Quentin","I'll never quitty.","Сучасна Афродіта."
"CACN151QU","Quentin","So very witty!","Яка краса!"
"CACN152QU","Quentin","She got no zitty!","Мов ангел у небесах!"
"CACN153QU","Quentin","Soon, we'll go stitty!","Вона скоро буде моя!"
"CAMM026RA","Raz","That looks like fun.","Виглядає весело."
"CAMM027CH","Chloe","It's work. I'm testing a low-orbit spaceplane design.","Я працюю. Випробовую конструкцію космічного літака для низької орбіти."
"CAMN028RA","Raz","How's the testing going?","Як проходять тести?"
"CAMN029CH","Chloe","Not now, Raz.","Не зараз, Разе."
"CAMV001RA","Raz","Hey, did you hear that Coach?","Гей, чули, агенте Олеандр?"
"CAMV002RA","Raz","I'm gonna get advanced training from Sasha Nein himself!","Я проходитиму додаткові тренування від самого Саші Найна!"
"CAMV003CO","Coach","Hey, hey! You stay away from that egghead, you hear me?","Гей, гей! Краще тримайся подалі від того розумаки, чуєш?"
"CAMV004RA","Raz","Egghead? Permission to speak freely, sir.","Розумаки? Дозвольте сказати, сер."
"CAMV005CO","Coach","Denied. Listen, Private, those scientific jokers, they don't know what it really means to be a Psychonaut. It's about being in the field, not cooped up in some underground lab all day!","Відставити. Слухай, рядовий, ці наукові блазні не тямлять, як бути справжнім психонавтом. Ми маємо працювати в польових умовах, а не маринуватися в підземній лабораторії!"
"CAMV006RA","Raz","It's underground? Ah ha!","То вона під землею? Ага!"
