"Identifier","Context","Source string","Translation"
"BBZE010TO","System","Swing on bar with left {Joystick}","Гойдайтеся по трубі за допомогою лівого {Joystick}"
"BBZE011TO","System","Use LEFT {Joystick} to shimmy across ledge.","Використовуйте {Joystick}, щоб лізти по уступу."
"BBZE012TO","System","Use {Joystick} with {Abutton} to switch rails.","Відводьте {Joystick} і натискайте {Abutton}, щоб змінювати рейки."
"BBZE013TO","System","Press {XButton} to punch Coach.","Натисніть {XButton}, щоб ударити тренера."
"BBZF000TO","System","Jump and punch to activate button.","Jump and punch to activate button."
"BBZE015TO","System","Target Course complete! Time :","Курс збиття цілей завершено! Час:"
"BBZE016TO","System","seconds.","секунд(-и)."
"BBZF001TO","System","To SAVE your progress, press {StartButton} to open your JOURNAL, and on the first page, select SAVE.","Щоб ЗБЕРЕГТИ ваш прогрес, відкрийте журнал, натиснувши {StartButton}, і виберіть ЗБЕРЕГТИ на першій сторінці."
"BBZF002TO","System","Jump on tightrope to mount.","Jump on tightrope to mount."
"BBZF003TO","System","Press {AButton} to bounce on tightrope.","Press {AButton} to bounce on tightrope."
"BBZF004TO","System","Press {BButton} to hang by your hands.","Press {BButton} to hang by your hands."
"BBZF005TO","System","Press {AButton} while hanging to pull up.","Press {AButton} while hanging to pull up."
"BBZF006TO","System","Swing or shimmy with LEFT {Joystick}","Swing or shimmy with LEFT {Joystick}"
"BBZF007TO","System","Press {AButton} while swinging to dismount.","Press {AButton} while swinging to dismount."
"BBZF008TO","System","Click the RIGHT {Joystick} to enter first-person camera mode. Then move the RIGHT {Joystick} to look around.","Click the RIGHT {Joystick} to enter first-person camera mode. Then move the RIGHT {Joystick} to look around."
"BBZF009TO","System","Use PSI BLAST to shut down the valve.","Use PSI BLAST to shut down the valve."
"BBQZ004DO","Dogen","Owwwwww.","Owwwwww."
"BBWX002RA","Raz","Aaaaaaah-oof!","А-а-а-а-а-а... уф!"
"BBQZ009VE","Vernon","Oof!","Уф!"
"BBZE017TO","System","Jump and punch to play again for prizes!","Ударте в стрибку, щоб грати знову для додаткових призів!"
"BBZA000TO","System","Follow me. I'll help you through the mines.","За мною. Я проведу тебе через мінне поле."
"BBZE018TO","System","points","очок(-ки)"
"BBZE019TO","System","point","очко"
"BBAP002BZ","Bobby","End of the line, sucka!","Кінцева зупинка, сопляку!"
"BBAP004BZ","Bobby","Heh heh heh heh!","Heh heh heh heh!"
"BBAP008RA","Raz","Eh, eh-eh. Eh, eh, eheh!","Eh, eh-eh. Eh, eh, eheh!"
"BBZE020TO","System","Target Course","Курс збиття мішеней"
"BBZE021TO","System","Points needed:","Потрібно очок:"
"BBZE022TO","System","Time given:","Часу дано:"
"BBZE023TO","System","seconds","секунд"
"BBZE024TO","System","You will be penalized 1 point for hitting friendly targets!","З вас буде знято 1 очко за збиття дружніх цілей!"
"BBZZ000TO","System","WAR","ВІЙНА"
"BBZZ001TO","System","MILITARY","АРМІЯ"
"BBZZ002TO","System","JOIN NOW","JOIN NOW"
"BBZZ003TO","System","I WISH I WERE A MAN","I WISH I WERE A MAN"
"BBZZ004TO","System","I WANT YOU","I WANT YOU"
"BBZZ005TO","System","Classified Route","Classified Route"
