"Identifier","Context","Source string","Translation"
"MMAB039GM","G-Man","This rolling pin is a tool I use to make pies.","This rolling pin is a tool I use to make pies."
"MMAB040GM","G-Man","Pies are delicious.","Pies are delicious."
"MMAB041GM","G-Man","Over time, my husband will desire me less sexually, but he will always enjoy my pies.","Over time, my husband will desire me less sexually, but he will always enjoy my pies."
"MMAB042GM","G-Man","It is important not to use too much pressure when rolling out a pie crust.","It is important not to use too much pressure when rolling out a pie crust."
"MMAB043GM","G-Man","When my husband drinks excessively, I may threaten him with this rolling pin, though we still love each other very much.","When my husband drinks excessively, I may threaten him with this rolling pin, though we still love each other very much."
"MMAB044GM","G-Man","I am famous for my pie-making abilities.","I am famous for my pie-making abilities."
"MMAB045GM","G-Man","Children and adults both like to eat pies.","Children and adults both like to eat pies."
"MMAB046GM","G-Man","Pies come in many flavors.","Pies come in many flavors."
"MMAB047GM","G-Man","Cherry is a flavor of pie.","Cherry is a flavor of pie."
"MMAB048GM","G-Man","Apple pies are very popular.","Apple pies are very popular."
"MMAB049GM","G-Man","Though I do not receive a paycheck, I consider my homemaking to be my occupation.","Though I do not receive a paycheck, I consider my homemaking to be my occupation."
"MMAB050GM","G-Man","Rhubarb is a controversial pie variety.","Rhubarb is a controversial pie variety."
"MMAB051GM","G-Man","For the last several years, I have relied on prescription medication to make it through the days.","For the last several years, I have relied on prescription medication to make it through the days."
"MMAB052GM","G-Man","Pie crusts should be rolled outward, from the center.","Pie crusts should be rolled outward, from the center."
"MMAB053GM","G-Man","We work in the sewer.","We work in the sewer."
"MMAB054GM","G-Man","The sewer carries human waste.","The sewer carries human waste."
"MMAB055GM","G-Man","The sewer is very important, and we are responsible for its upkeep.","The sewer is very important, and we are responsible for its upkeep."
"MMAB056GM","G-Man","I am a waste management technician.","I am a waste management technician."
"MMAB057GM","G-Man","I need to prevent blockages, and this device is one of my tools.","I need to prevent blockages, and this device is one of my tools."
"MMAB058GM","G-Man","Sewers are full of rats.","Sewers are full of rats."
"MMAB059GM","G-Man","The most pleasant sewers can be found in Paris, France.","The most pleasant sewers can be found in Paris, France."
"MMAB060GM","G-Man","This job is unsavory, but it must be performed by someone.","This job is unsavory, but it must be performed by someone."
"MMAB061GM","G-Man","Due to illegal disposal of hazardous materials, sewer water is often highly radioactive.","Due to illegal disposal of hazardous materials, sewer water is often highly radioactive."
"MMAB062GM","G-Man","There are no documented cases of alligators found alive in sewers.","There are no documented cases of alligators found alive in sewers."
"MMAB063GM","G-Man","Though I often smell of excrement, I deserve your respect because I provide a valuable service.","Though I often smell of excrement, I deserve your respect because I provide a valuable service."
"MMAB064GM","G-Man","Feces.","Feces."
"MMAB065GM","G-Man","I am fixing the telephone lines.","I am fixing the telephone lines."
"MMAB066GM","G-Man","This is my job, to work on the phone lines.","This is my job, to work on the phone lines."
"MMAB067GM","G-Man","I have a special phone.","I have a special phone."
"MMAB068GM","G-Man","Hello?","Hello?"
"MMAB069GM","G-Man","Testing, testing. One, two, three.","Testing, testing. One, two, three."
"MMAB070GM","G-Man","Can you hear me?","Can you hear me?"
"MMAB071GM","G-Man","Is there anyone on the line?","Is there anyone on the line?"
"MMAB072GM","G-Man","Operator?","Operator?"
"MMAB073GM","G-Man","I can listen to any phone conversation that I want, but do not because of my sense of professional responsibility. ","I can listen to any phone conversation that I want, but do not because of my sense of professional responsibility. "
"MMAB074GM","G-Man","Someday, the popularity of mobile phones will make my job obsolete.","Someday, the popularity of mobile phones will make my job obsolete."
"MMAB075GM","G-Man","I can climb telephone poles.","I can climb telephone poles."
"MMAB076GM","G-Man","I am an assassin.","I am an assassin."
"MMAB077GM","G-Man","My gun is clean.","My gun is clean."
"MMAB078GM","G-Man","I am in charge of assassinating important figures.","I am in charge of assassinating important figures."
"MMAB079GM","G-Man","I am found on rooftops, in clock towers and book depositories.","I am found on rooftops, in clock towers and book depositories."
"MMAB080GM","G-Man","I do not kill out of passion, but for money.","I do not kill out of passion, but for money."
"MMAB081GM","G-Man","This is my gun.","This is my gun."
"MMAB082GM","G-Man","Sometimes I work for the government.","Sometimes I work for the government."
"MMAB083GM","G-Man","I like to shoot people.","I like to shoot people."
"MMAB084GM","G-Man","My motivations are clear only to myself.","My motivations are clear only to myself."
"MMAB085GM","G-Man","Adjustments need to be made when firing in the wind.","Adjustments need to be made when firing in the wind."
"MMAB086GM","G-Man","I am watering.","I am watering."
"MMAB087GM","G-Man","Water is important.","Water is important."
"MMAB088GM","G-Man","Without water, these plants would die.","Without water, these plants would die."
"MMAB089GM","G-Man","This is my watering can. I use it on the plants to water them.","This is my watering can. I use it on the plants to water them."
"MMAB090GM","G-Man","Plants need to have water poured on them because they  have no hands to hold glasses of water.","Plants need to have water poured on them because they  have no hands to hold glasses of water."
"MMAB091GM","G-Man","I enjoy watering.","I enjoy watering."
"MMAB092GM","G-Man","It is a good day for watering plants.","It is a good day for watering plants."
"MMAD000GM","G-Man","Hello fellow road crew worker! Welcome to the road crew.","Hello fellow road crew worker! Welcome to the road crew."
"MMAD001GM","G-Man","Ah, I see that you are grieving. I will give you your space.","Ah, I see that you are grieving. I will give you your space."
"MMAD002GM","G-Man","I am glad you are here, to help me trim these hedges.","I am glad you are here, to help me trim these hedges."
"MMAD003GM","G-Man","Hello! Welcome to my house. Please stay and make pie. My stories are about to come on.","Hello! Welcome to my house. Please stay and make pie. My stories are about to come on."
"MMAD004GM","G-Man","Hello sewer worker. I think I met you at the union meeting.","Hello sewer worker. I think I met you at the union meeting."
"MMAD005GM","G-Man","Come work on the phone lines with us.","Come work on the phone lines with us."
"MMAD006GM","G-Man","Watch out, fellow assassin. There seems to be someone shooting at us from that tower.","Watch out, fellow assassin. There seems to be someone shooting at us from that tower."
"MMAD007GM","G-Man","That is a fine watering can. May I ask how much you paid for it?","That is a fine watering can. May I ask how much you paid for it?"
"MMAE000GM","G-Man","Stop.  Road crew workers only beyond the yellow line.","Stop.  Road crew workers only beyond the yellow line."
"MMAE001RA","Raz","You guys are road crew workers?","You guys are road crew workers?"
"MMAE002GM","G-Man","Yes. We work on the road with these red signs.","Yes. We work on the road with these red signs."
"MMAE003RA","Raz","I see. Well, do you guys know where the Milkman is?","I see. Well, do you guys know where the Milkman is?"
"MMAE004GM","G-Man","Why do you ask that question?","Why do you ask that question?"
"MMAE005GM","G-Man","Are you the Milkman?","Are you the Milkman?"
"MMAE006RA","Raz","Do I look like a milkman to you?","Do I look like a milkman to you?"
"MMAE007GM","G-Man","That information is restricted to the road crew.","That information is restricted to the road crew."
"MMAE008GM","G-Man","Please move along.","Please move along."
"MMAF000GM","G-Man","Stop! This is a restricted area!","Stop! This is a restricted area!"
"MMAF001GM","G-Man","Initiating arrest sequence!","Initiating arrest sequence!"
"MMAF002GM","G-Man","You are not on the road crew!","You are not on the road crew!"
"MMAF003GM","G-Man","You have no flowers!","You have no flowers!"
"MMAF004GM","G-Man","The hedge area is only for those who trim hedges.","The hedge area is only for those who trim hedges."
"MMAF005GM","G-Man","Get out of my house!","Get out of my house!"
"MMAF006GM","G-Man","Sewer workers only!","Sewer workers only!"
"MMAF007GM","G-Man","Only phone company employees may approach the pole!","Only phone company employees may approach the pole!"
"MMAF008GM","G-Man","Assassins and their invited guests only!","Assassins and their invited guests only!"
"MMAF009GM","G-Man","You can't fool us! You have no water!","You can't fool us! You have no water!"
"MMAF010GM","G-Man","Come with us.","Come with us."
"MMAF011GM","G-Man","Who are you?","Who are you?"
"MMAF012GM","G-Man","Who do you work for?","Who do you work for?"
"MMAF013GM","G-Man","Why are you here?","Why are you here?"
"MMAF014GM","G-Man","Why are you looking for the Milkman?","Why are you looking for the Milkman?"
"MMAF015GM","G-Man","What is the purpose of the goggles?","What is the purpose of the goggles?"
"MMAF016GM","G-Man","Who is the Milkman?","Who is the Milkman?"
"MMAF017GM","G-Man","How old are you?","How old are you?"
"MMAF018GM","G-Man","Where were you born?","Where were you born?"
"MMAF019GM","G-Man","What's your favorite color?","What's your favorite color?"
"MMAF020GM","G-Man","What is the Milkman's location?","What is the Milkman's location?"
"MMAF021GM","G-Man","What is the mission of the Milkman?","What is the mission of the Milkman?"
"MMAF022GM","G-Man","What is your relation to Cooper?","What is your relation to Cooper?"
"MMAF023GM","G-Man","What was in Cooper's fridge?","What was in Cooper's fridge?"
"MMAF024GM","G-Man","Are you, or have you ever been, a member of the Rainbow Squirts?","Are you, or have you ever been, a member of the Rainbow Squirts?"
"MMAF025GM","G-Man","Do you serve the Milkman?","Do you serve the Milkman?"
"MMAF026GM","G-Man","How many fingers am I holding up?","How many fingers am I holding up?"
"MMAF027GM","G-Man","How long have you been working for the Dairy industry?","How long have you been working for the Dairy industry?"
"MMAF028GM","G-Man","Why are you wearing gloves?","Why are you wearing gloves?"
"MMAF029GM","G-Man","How much are they paying you?","How much are they paying you?"
"MMAF030GM","G-Man","Did you burn down the department store?","Did you burn down the department store?"
"MMAF031GM","G-Man","What's in the milk?","What's in the milk?"
"MMAF032GM","G-Man","Who do you think you're fooling?","Who do you think you're fooling?"
"MMAF033GM","G-Man","We know who's paying you.","We know who's paying you."
"MMAF034GM","G-Man","Do you look down on sewer workers?","Do you look down on sewer workers?"
"MMAF035GM","G-Man","Are you aware you're being followed?","Are you aware you're being followed?"
"MMAF036GM","G-Man","What's the Milkman like? Is he nice in person?","What's the Milkman like? Is he nice in person?"
"MMAF037GM","G-Man","Why did you burn that bush?","Why did you burn that bush?"
"MMAF038GM","G-Man","Why did you punch that little girl?","Why did you punch that little girl?"
"MMAF039GM","G-Man","How did you move that trash can?","How did you move that trash can?"
"MMAF040GM","G-Man","Where did you get the red sign?","Where did you get the red sign?"
"MMAF041GM","G-Man","What did the Rainbow Squirt tell you?","What did the Rainbow Squirt tell you?"
"MMAF042GM","G-Man","What happened inside that house?","What happened inside that house?"
"MMAF043GM","G-Man","Are you addicted to getting arrested?","Are you addicted to getting arrested?"
"MMAF044GM","G-Man","Why did you want to get in the sewers?","Why did you want to get in the sewers?"
"MMAG000RS","Rainbow-Squirt","Hello, sir. I am a Rainbow Squirt. Would you like to buy a box of my delicious Rainbow Treats?","Hello, sir. I am a Rainbow Squirt. Would you like to buy a box of my delicious Rainbow Treats?"
"MMAG001RA","Raz","I would buy some cookies... but I don't have any... MILK.","I would buy some cookies... but I don't have any... MILK."
"MMAG002RA","Raz","Do you have any idea where I could buy some... MILK? For my... COOKIES?","Do you have any idea where I could buy some... MILK? For my... COOKIES?"
"MMAG003RS","Rainbow-Squirt","Ahh! Creepy man!","Ahh! Creepy man!"
"MMAG004RA","Raz","Excuse me, but I'm looking for the Milkman.","Excuse me, but I'm looking for the Milkman."
"MMAG005RS","Rainbow-Squirt","Stop talking to me! You're going to get me in trouble!","Stop talking to me! You're going to get me in trouble!"
"MMAG006RS","Rainbow-Squirt","(whisper whisper)","(whisper whisper)"
"MMAG009RS","Rainbow-Squirt","Coming!","Coming!"
"MMAG010RS","Rainbow-Squirt","Be right there!","Be right there!"
"MMAG011RS","Rainbow-Squirt","Just a minute!","Just a minute!"
"MMAG012RS","Rainbow-Squirt","Gosh, I sure hope someone is there this time.","Gosh, I sure hope someone is there this time."
"MMAG013RS","Rainbow-Squirt","It better not be that creepy guy again.","It better not be that creepy guy again."
"MMAG014RS","Rainbow-Squirt","Whoooooo is it?","Whoooooo is it?"
"MMAG015RS","Rainbow-Squirt","Sorry, no solicitors!","Sorry, no solicitors!"
"MMAG016RS","Rainbow-Squirt","My mother isn't home. I'm not allowed to let in strangers.","My mother isn't home. I'm not allowed to let in strangers."
"MMAG017RS","Rainbow-Squirt","Rainbow Squirts only.","Rainbow Squirts only."
"MMAG018RS","Rainbow-Squirt","My mom is in the shower and says you can't come in.","My mom is in the shower and says you can't come in."
"MMAG019RS","Rainbow-Squirt","No boys allowed.","No boys allowed."
"MMAG020RS","Rainbow-Squirt","We're out of cookies! Come again later!","We're out of cookies! Come again later!"
"MMAG021RS","Rainbow-Squirt","Beat it! Please.","Beat it! Please."
"MMAG022RS","Rainbow-Squirt","Stop bothering us or I'll call the police!","Stop bothering us or I'll call the police!"
"MMAG024RS","Rainbow-Squirt","Anyone out there?","Anyone out there?"
"MMAG025RS","Rainbow-Squirt","Hellooooooo?","Hellooooooo?"
"MMAG026RS","Rainbow-Squirt","Huh.","Huh."
"MMAH000GM","G-Man","What were you doing in the cemetery?","What were you doing in the cemetery?"
"MMAH001GM","G-Man","Are you a grieving widow?","Are you a grieving widow?"
"MMAH002GM","G-Man","Where are your flowers?","Where are your flowers?"
"MMAH003GM","G-Man","What did you find in the mausoleum?","What did you find in the mausoleum?"
"MMAH004GM","G-Man","Did you take anything?","Did you take anything?"
"MMAH006BO","Boyd","That book you found was dynamite! Blows the whole thing wide open. ","That book you found was dynamite! Blows the whole thing wide open. "
"MMAH007RA","Raz","It does?","It does?"
"MMAH008BO","Boyd","Yes! I knew it! I was completely wrong about everything! But now I've got it! ","Yes! I knew it! I was completely wrong about everything! But now I've got it! "
"MMAH009BO","Boyd","That book came from the Book Depository.","That book came from the Book Depository."
"MMAH010BO","Boyd","They must want to make us think that's where they want us to go, because they think we'll think we know they know we know, so we won't go! ","They must want to make us think that's where they want us to go, because they think we'll think we know they know we know, so we won't go! "
"MMAH011RA","Raz","So I shouldn't go to the Book Depository?","So I shouldn't go to the Book Depository?"
"MMAH012BO","Boyd","Of course you're going to the Book Depository! Take the sewers. Watch out for watchers. And radioactives. And perpetrators! Some of those sewer workers are involved, I think.","Of course you're going to the Book Depository! Take the sewers. Watch out for watchers. And radioactives. And perpetrators! Some of those sewer workers are involved, I think."
"MMAH013BO","Boyd","You'll need one of these...","You'll need one of these..."
"MMAH014RA","Raz","Now we're talking!","Now we're talking!"
"MMAH015BO","Boyd","It's fake. It will help you fit in around the other assassins.","It's fake. It will help you fit in around the other assassins."
"MMAH016RA","Raz","Assassins? Wait a second--","Assassins? Wait a second--"
"MMAH017BO","Boyd","Beware the cows. Not all milk is enriched. ","Beware the cows. Not all milk is enriched. "
"MMAI000GM","G-Man","They got Freddy! Poor Freddy. He was such a good secret agent.","They got Freddy! Poor Freddy. He was such a good secret agent."
"MMAI001GM","G-Man","I mean, assassin. Who is shooting at us?","I mean, assassin. Who is shooting at us?"
"MMAJ000RA","Raz","I am on the road crew. This is my stop sign.","I am on the road crew. This is my stop sign."
"MMAJ001RA","Raz","I am a grieving widow.","I am a grieving widow."
"MMAJ002RA","Raz","I like to trim hedges.","I like to trim hedges."
"MMAJ004RA","Raz","I work in the sewers.","I work in the sewers."
"MMAJ005RA","Raz","I am a skilled phone repairer.","I am a skilled phone repairer."
"MMAJ006RA","Raz","It's fake. I'm worried the other assassins are going to make fun of me.","It's fake. I'm worried the other assassins are going to make fun of me."
"MMAJ007RA","Raz","I'm watering!","I'm watering!"
"MMAK000BO","Boyd","Ah! I'm telling you! I don't know where the Milkman is!","Ah! I'm telling you! I don't know where the Milkman is!"
"MMAK001BO","Boyd","Ah! They've come for me! They are taking me away!","Ah! They've come for me! They are taking me away!"
"MMAK002BO","Boyd","Wait a minute. I think there might not be a conspiracy after all. It's possible I am suffering from paranoid delusions, linked to an entity I call ""the Milkman"" who is, in actuality...","Wait a minute. I think there might not be a conspiracy after all. It's possible I am suffering from paranoid delusions, linked to an entity I call ""the Milkman"" who is, in actuality..."
"MMAK003BO","Boyd","...the mummified remains of Abraham Lincoln!","...the mummified remains of Abraham Lincoln!"
"MMAK004BO","Boyd","Oh, no! It's happening again!","Oh, no! It's happening again!"
"MMAK005BO","Boyd","Spontaneous combustion! From the government LSD tests!","Spontaneous combustion! From the government LSD tests!"
"MMAK006BO","Boyd","Whew!","Whew!"
"MMAK007RA","Raz","Are these a clue?","Are these a clue?"
"MMAK008BO","Boyd","Flowers to put on the grave of the truth, for those who mourn the loss of democracy!","Flowers to put on the grave of the truth, for those who mourn the loss of democracy!"
"MMAK009RA","Raz","Hey, phone's for you.","Hey, phone's for you."
"MMAK010BO","Boyd","Ahh! Get that away from me! I never talk on the phone. That's how they get your location!","Ahh! Get that away from me! I never talk on the phone. That's how they get your location!"
"MMAK011RA","Raz","Look at this plunger I found in the basement of the post office.","Look at this plunger I found in the basement of the post office."
"MMAK012BO","Boyd","Gah! That's the exact model they used to kill the ambassador with in '63!","Gah! That's the exact model they used to kill the ambassador with in '63!"
"MMAK013RA","Raz","STOP being crazy and tell me where the Milkman is.","STOP being crazy and tell me where the Milkman is."
"MMAK014BO","Boyd","You think I'm crazy? What if I'm the only one who's sane?","You think I'm crazy? What if I'm the only one who's sane?"
"MMAK015RA","Raz","Is this yours?","Is this yours?"
"MMAK016BO","Boyd","No. I don't trust pies.","No. I don't trust pies."
"MMAK017RA","Raz","Do you have a real one of these? Like the kind that shoots bullets?","Do you have a real one of these? Like the kind that shoots bullets?"
"MMAK018BO","Boyd","Give a loaded gun to a 10 year old? Do I look crazy to you?","Give a loaded gun to a 10 year old? Do I look crazy to you?"
"MMAK019RA","Raz","Hey, take off your hat and I'll give your bangs a little touch up with these.","Hey, take off your hat and I'll give your bangs a little touch up with these."
"MMAK020BO","Boyd","Ha ha. Nice attempt to get my hat. Anyway, I took the microfilm out of there days ago.","Ha ha. Nice attempt to get my hat. Anyway, I took the microfilm out of there days ago."
"MMAK021RA","Raz","Look what I found.","Look what I found."
"MMAK022BO","Boyd","Shh! It may be bugged!","Shh! It may be bugged!"
"MMAK023BO","Boyd","Ah! Get it off me! Black death!","Ah! Get it off me! Black death!"
"MMAL000RA","Raz","Hey, are you following me?","Hey, are you following me?"
"MMAL001RA","Raz","I don't want to throw that away!","I don't want to throw that away!"
"MMAL002RA","Raz","I don't want to mail that. I don't want to mail anything in this creepy mailbox.","I don't want to mail that. I don't want to mail anything in this creepy mailbox."
"MMAL003GM","G-Man","Why don't you come in here and do that, tough guy?","Why don't you come in here and do that, tough guy?"
"MMAL004RA","Raz","Hey, I'm just going to walk through okay?","Hey, I'm just going to walk through okay?"
"MMAL005GM","G-Man","Sorry, we widows are busy grieving in here.","Sorry, we widows are busy grieving in here."
"MMAL006GM","G-Man","Please stay back. There is a severe electrocution danger.","Please stay back. There is a severe electrocution danger."
"MMAL007GM","G-Man","The sewers are not safe for civilians. And... they smell very bad.","The sewers are not safe for civilians. And... they smell very bad."
"MMAL008GM","G-Man","Sorry. Road Crew only.","Sorry. Road Crew only."
"MMAL009GM","G-Man","This is my home, not Grand Central Station. Get out!","This is my home, not Grand Central Station. Get out!"
"MMAL010GM","G-Man","Ha ha. Do you not realize that we are deadly assassins? Are you not afraid?","Ha ha. Do you not realize that we are deadly assassins? Are you not afraid?"
"MMAL011GM","G-Man","I cannot let someone near my hedges who has not been properly trained in the use of the trimmers.","I cannot let someone near my hedges who has not been properly trained in the use of the trimmers."
"MMAL012GM","G-Man","Unless you have water for my plants, then we have no use for you in here.","Unless you have water for my plants, then we have no use for you in here."
"MMAL013GM","G-Man","Ohhhhh... ohhhh... whoa, whoa... ohhh.","Ohhhhh... ohhhh... whoa, whoa... ohhh."
"MMAL014GM","G-Man","Why am I in a grave yard? Am I dead?","Why am I in a grave yard? Am I dead?"
"MMAL015GM","G-Man","Who is this? Why did you call me?","Who is this? Why did you call me?"
"MMAL016GM","G-Man","What am I doing in this smelly sewer? Disgusting!","What am I doing in this smelly sewer? Disgusting!"
"MMAL017GM","G-Man","What am I doing out here with this strange paddle in my hand?","What am I doing out here with this strange paddle in my hand?"
"MMAL018GM","G-Man","What's this? I hate pie!","What's this? I hate pie!"
"MMAL019GM","G-Man","Oh my god. Why do I have a gun in my hand? I hope I didn't kill again.","Oh my god. Why do I have a gun in my hand? I hope I didn't kill again."
"MMAL020GM","G-Man","Why am I trimming hedges? I pay a gardener good money to do this for me.","Why am I trimming hedges? I pay a gardener good money to do this for me."
"MMAL021GM","G-Man","Okay I have to think. Do this watering can and I have a history?","Okay I have to think. Do this watering can and I have a history?"
"MMAL022GM","G-Man","I should be out trying to find the Milkman!","I should be out trying to find the Milkman!"
"MMAL023GM","G-Man","Oh yeah. That's right. Disguise. Ahem.","Oh yeah. That's right. Disguise. Ahem."
"MMAL024GM","G-Man","Please. Sir. We have infrared vision.","Please. Sir. We have infrared vision."
"MMAL025GM","G-Man","I am on fire. I am uncomfortable. Initiating countermeasures.","I am on fire. I am uncomfortable. Initiating countermeasures."
"MMAL026GM","G-Man","Ahhhh!","Ahhhh!"
"MMAL027GM","G-Man","I am sorry for your loss.","I am sorry for your loss."
"MMAL028GM","G-Man","I am your sister in grief.","I am your sister in grief."
"MMAL029GM","G-Man","Yes. You should be over there, working on the phone lines.","Yes. You should be over there, working on the phone lines."
"MMAL030GM","G-Man","Glad to have you here on the job.","Glad to have you here on the job."
"MMAL031GM","G-Man","Gross. What a terrible job that must be. I would never let you date my daughter.","Gross. What a terrible job that must be. I would never let you date my daughter."
"MMAL032GM","G-Man","As do I. We must stick together against those who would judge us.","As do I. We must stick together against those who would judge us."
"MMAL033GM","G-Man","We have no use for road work here.","We have no use for road work here."
"MMAL034GM","G-Man","Yes, we are all on the road crew. Our backs are killing us.","Yes, we are all on the road crew. Our backs are killing us."
"MMAL035GM","G-Man","I hope it is rhubarb pie because that is my favorite.","I hope it is rhubarb pie because that is my favorite."
"MMAL036GM","G-Man","I like all pies except for rhubarb. Do you know that rhubarb is poisonous in large quantities?","I like all pies except for rhubarb. Do you know that rhubarb is poisonous in large quantities?"
"MMAL037GM","G-Man","I hope you are not trying to steal my husband, tramp.","I hope you are not trying to steal my husband, tramp."
"MMAL038GM","G-Man","You are a cold-blooded killer. But it takes all kinds to make a world.","You are a cold-blooded killer. But it takes all kinds to make a world."
"MMAL039GM","G-Man","Shhh! Don't broadcast that fact. They look real.","Shhh! Don't broadcast that fact. They look real."
"MMAL040GM","G-Man","Why don't you go do that, then? Somewhere else.","Why don't you go do that, then? Somewhere else."
"MMAL041GM","G-Man","It is a good day for that activity you mention. Please join me.","It is a good day for that activity you mention. Please join me."
"MMAL042GM","G-Man","That is a fine vocation. You should practice it near some flowers.","That is a fine vocation. You should practice it near some flowers."
"MMAL043GM","G-Man","Me too! Perhaps we can swap watering tips.","Me too! Perhaps we can swap watering tips."
"MMAL044GM","G-Man","Please do not do that.","Please do not do that."
"MMAL045GM","G-Man","Who is the Crow?","Who is the Crow?"
"MMAL046GM","G-Man","Who does the Crow work for?","Who does the Crow work for?"
"MMAL047GM","G-Man","What is the mission of the Crow?","What is the mission of the Crow?"
"MMAM000RS","Rainbow-Squirt","Ow! I'm only trying to make money for our organization, sir!","Ow! I'm only trying to make money for our organization, sir!"
"MMAM001RS","Rainbow-Squirt","Let me down or I'll scream for the police!","Let me down or I'll scream for the police!"
"MMAM002RS","Rainbow-Squirt","Ohhhhh Ohhhhhhhh... Ohhhhhh","Ohhhhh Ohhhhhhhh... Ohhhhhh"
"MMAM003RS","Rainbow-Squirt","Ahhhh! I'm on fire! Owwwwwww!","Ahhhh! I'm on fire! Owwwwwww!"
"MMAM004RS","Rainbow-Squirt","That's nice... creep.","That's nice... creep."
"MMAM005RS","Rainbow-Squirt","Hee hee hee!","Hee hee hee!"
"MMAM006RS","Rainbow-Squirt","Creep.","Creep."
"MMAN000RA","Raz","The vines are too thick! They won't break.","The vines are too thick! They won't break."
"MMAN001RA","Raz","Hm. This must be the Milkman's grave.","Hm. This must be the Milkman's grave."
"MMAN002RA","Raz","...But it's completely overgrown with vines.  How am I going to get in there?","...But it's completely overgrown with vines.  How am I going to get in there?"
"MMAN003RA","Raz","Can't get a good grip.","Can't get a good grip."
"MMAN004RA","Raz","Well, at least they're confused.","Well, at least they're confused."
"MMAN005RA","Raz","Yes! Burn!","Yes! Burn!"
"MMAN006RA","Raz","Man, I hope no one notices all this fire.","Man, I hope no one notices all this fire."
"MMAO000RA","Raz","Who's in there?","Who's in there?"
"MMAO001RA","Raz","Burrrrn!","Burrrrn!"
"MMAO004RA","Raz","Gah!","Gah!"
"MMAO005RA","Raz","Hey, come out of there. I have some flowers for you.","Hey, come out of there. I have some flowers for you."
"MMAO006RA","Raz","Excuse me, you in the car. Phone's for you. Why don't you come out and get it?","Excuse me, you in the car. Phone's for you. Why don't you come out and get it?"
"MMAO007RA","Raz","Hey, you in the car. Free plunger. Gotta come out to get it.","Hey, you in the car. Free plunger. Gotta come out to get it."
"MMAO008RA","Raz","Hey, you in the car! Stop! And exit the vehicle please.","Hey, you in the car! Stop! And exit the vehicle please."
"MMAO009RA","Raz","Alright, come out of the car right now or I will roll this all over your hood.","Alright, come out of the car right now or I will roll this all over your hood."
"MMAO010RA","Raz","Okay, come out of the car right now or I'll shoot!","Okay, come out of the car right now or I'll shoot!"
"MMAO011RA","Raz","I'm going to take these hedge clippers and scratch the heck out of that car if you don't show your faces right now.","I'm going to take these hedge clippers and scratch the heck out of that car if you don't show your faces right now."
"MMAO012RA","Raz","Hey, looks like you're overheating. Why don't you come out so I can give you this water for your engine?","Hey, looks like you're overheating. Why don't you come out so I can give you this water for your engine?"
"MMAO013RA","Raz","Hey, can I come in and look around? I want to see the view from your helicopter!","Hey, can I come in and look around? I want to see the view from your helicopter!"
"MMAO014RA","Raz","Whoops.","Whoops."
"MMAO015RA","Raz","I'm not close enough to use Clairvoyance. I need to get up higher!","I'm not close enough to use Clairvoyance. I need to get up higher!"
"MMAO016RA","Raz","Stop, helicopter! Land and let me in! I want to see the view from up there please!","Stop, helicopter! Land and let me in! I want to see the view from up there please!"
"MMAO017RA","Raz","Hey, you in the helicopter! I've got a--oh they don't care.","Hey, you in the helicopter! I've got a--oh they don't care."
"MMAO018RA","Raz","I have a feeling that didn't mean much to them.","I have a feeling that didn't mean much to them."
"MMAO019RA","Raz","Ha! I've hacked it! This will work for sure!","Ha! I've hacked it! This will work for sure!"
"MMAO020RA","Raz","Rats.","Rats."
"MMAO021RA","Raz","Ah ha! That should fry the circuitry and allow me--","Ah ha! That should fry the circuitry and allow me--"
"MMAO022RA","Raz","I could use that, but I should probably just use my finger.","I could use that, but I should probably just use my finger."
"MMAO023RA","Raz","Well, if that didn't work then I am completely out of ideas.","Well, if that didn't work then I am completely out of ideas."
"MMAP000DM","Den-Mother","Hi-ya!","Hi-ya!"
"MMAP002DM","Den-Mother","Hy-yup!","Hy-yup!"
"MMAP003DM","Den-Mother","God's Eye!","God's Eye!"
"MMAP004DM","Den-Mother","I made this myself!","I made this myself!"
"MMAP005DM","Den-Mother","Deadly Rainbow Crafts!","Deadly Rainbow Crafts!"
"MMAP006DM","Den-Mother","Have some cookies!","Have some cookies!"
"MMAP007DM","Den-Mother","Treats for you!","Treats for you!"
"MMAP008DM","Den-Mother","This box is free!","This box is free!"
"MMAP009DM","Den-Mother","Ha!","Ha!"
"MMAP010DM","Den-Mother","No milk for you!","No milk for you!"
"MMAP011DM","Den-Mother","Die!","Die!"
"MMAP012DM","Den-Mother","HA HA HA!","HA HA HA!"
"MMAP013DM","Den-Mother","BWAH HA HA HA!","BWAH HA HA HA!"
"MMAP014DM","Den-Mother","Ah ha ha ha!","Ah ha ha ha!"
"MMAP015DM","Den-Mother","Enough! It's time for me to pluck out your eyes!","Enough! It's time for me to pluck out your eyes!"
"MMAP016RA","Raz","Ha! You can't. THAT is the purpose of the goggles!","Ha! You can't. THAT is the purpose of the goggles!"
"MMAP017DM","Den-Mother","Fine. Then I'll do this.","Fine. Then I'll do this."
"MMAP018DM","Den-Mother","Hope you can see in the dark.","Hope you can see in the dark."
"MMAP019DM","Den-Mother","Because I can! HA HA HA HA!","Because I can! HA HA HA HA!"
"MMAP020DM","Den-Mother","Over here!","Over here!"
"MMAP021DM","Den-Mother","I can see you!","I can see you!"
"MMAP022DM","Den-Mother","Ah!","Ah!"
"MMAP023DM","Den-Mother","Ooh!","Ooh!"
"MMAP024DM","Den-Mother","Gak!","Gak!"
