"Identifier","Context","Source string","Translation"
"BVST024SB","St.Bernard","Now that takes me back. Poker night with the guys... Man, I miss those dogs.",""
"BVST025SB","St.Bernard","Oh, right. Well, I do know about these four lost queens...",""
"BVST026SB","St.Bernard","But that's all. Can't do much with four queens, can ya?",""
"BVST027SB","St.Bernard","Forget about it! They're guarded by some pretty nasty characters. Not to mention El Odio.",""
"BVST028SB","St.Bernard","You're better off just hanging out here and turning your head just a teensy bit to the left.",""
"BVST029SB","St.Bernard","Oh, trust me. You'll hate him even more as time goes by. When he first trapped me in this alley, I thought he was only mildly annoying.",""
"BVST030SB","St.Bernard","I'm a prisoner of that stupid bull!",""
"BVST031SB","St.Bernard","I don't wanna get gored, so I hide out in the alley, like a...",""
"BVST032SB","St.Bernard","...like a low-down dog!",""
"BVST033SB","St.Bernard","Yeah but I'm a SAINT BERNARD, man!",""
"BVST034SB","St.Bernard","I should be up in the highlands, above the tree line!",""
"BVST035SB","St.Bernard","Keg of brandy around my friggin' neck! Seeing the world!",""
"BVST036SB","St.Bernard","And finding more things to paint than this junk.",""
"BVST037SB","St.Bernard","Which is all for sale by the way.",""
"BVST038SB","St.Bernard","Well, see ya. Keep off the street now.",""
"BVST039SB","St.Bernard","Ahem.",""
"BVST040SB","St.Bernard","Ah, the guitar. Mysterious and musical and...",""
"BVST041SB","St.Bernard","...blue. Look at it there, with it's…",""
"BVST042SB","St.Bernard","With it's strings. Uh…",""
"BVST043SB","St.Bernard","Nothing woos the ladies quite like a guitar, am I right?",""
"BVST044SB","St.Bernard","(Am I? I really can't remember. Been in this alley a long time.)",""
"BVST045SB","St.Bernard","Anyway, how about it? Eh? Guitar? Yeah?",""
"BVST046SB","St.Bernard","I'll make ya a special deal.",""
"BVST047SB","St.Bernard","Yes, yes. Uhh, the rose...",""
"BVST048SB","St.Bernard","Timeless symbol of the... of the... flower...",""
"BVST049SB","St.Bernard","...of love...",""
"BVST050SB","St.Bernard","Um... romance, and uh...",""
"BVST051SB","St.Bernard","This one's real cheap.",""
"BVST052SB","St.Bernard","Oh, that's a good'un.",""
"BVST053SB","St.Bernard","Yep.",""
"BVST054SB","St.Bernard","Got a lot of... undertones.",""
"BVST055SB","St.Bernard","I painted this one with my left hand, not sure if you can tell.",""
"BVST056SB","St.Bernard","Pretty sure that's gonna go up in value pretty soon.",""
"BVST057SB","St.Bernard","Put this one in your front hall, maybe with a...",""
"BVST058SB","St.Bernard","...like a little bowl of dried... you know... leaves, what have you.",""
"BVST059SB","St.Bernard","Looks real nice. Seen it at my aunt's house.",""
"BVST061SB","St.Bernard","Hey, what else can I get ya?",""
"BVST062SB","St.Bernard","You can't have too much art, can ya?",""
"BVST063SB","St.Bernard","Hold on. Let me get my salesman thing going here...",""
"BVST064SB","St.Bernard","Darn. I was hoping for a lady.",""
"BVST065SB","St.Bernard","Been a long time since I've painted a nice, fat lady.",""
"BVST066SB","St.Bernard","Oh well! Hold that pose!",""
"BVTI000TI","Tiger","Wake up, little man, time to go nighty night.",""
"BVTI000RA","Raz","I AM awake.",""
"BVTI001TI","Tiger","Good, because it is bedtime for you, snack-size.",""
"BVTI001RA","Raz","What're you talking about?",""
"BVTI002TI","Tiger","You will fight me for my card, yes?",""
"BVTI002RA","Raz","Well, I AM looking for some cards.",""
"BVTI003TI","Tiger","Then, small fry, I am afraid the Sandman is going to have to bend way over to reach you because you are so awfully itty-bitty and then--",""
"BVTI003RA","Raz","All right, I get it.  Just shut up and let's go.",""
"BVTI007TI","Tiger","Then I will shut up, but only so I can enjoy the microscopic spectacle of your attempts to make me shut up.",""
"BVTR000TI","Tiger","I am going to tear you tiny limb from tiny limb.",""
"BVTR001TI","Tiger","As you can see, I have not yet shut up.",""
"BVTR002TI","Tiger","It looks like you will be the one who will be doing the shutting up.",""
"BVTR003TI","Tiger","Sh-Shut up.",""
"BVWP000RA","Raz","Alright! The Queen of Clubs! Now I have to give this to Edgar!",""
"BVWP001RA","Raz","Okay, I got the Queen of Hearts. Edgar will want this.",""
"BVWP002RA","Raz","The Queen of Diamonds is all mine! Uh... until I give it to Edgar.",""
"BVWP003RA","Raz","Hmmm. The Queen of Spades. I should get rid of this card quickly. It seems like bad luck.",""
"BVWP004RA","Raz","All right. That's all four cards. Once I give the last one to Edgar he should be able to fix his tower.",""
"BVWP005RA","Raz","Ha! Sleep tight, kitty.",""
"BVWP006RA","Raz","Man, I can STILL smell that guy!",""
"BVWP007RA","Raz","No more ""ca-caws"" out of you, fatty.",""
"BVWP008RA","Raz","I beat you just like I did in high school, loser!",""
"BVWP009RA","Raz","Wait... who am I?",""
"BVWP010RA","Raz","Aaaaaaaaa-hfff!",""
"BVWS000RA","Raz","Red roses. Works every time.",""
"BVWS001RA","Raz","Excuse me ma'am, but could I hide out in there with you? This bull is coming down the street...",""
"BVWS002RA","Raz","Help! Let me in!",""
"BVWS003RA","Raz","Please, ma'am. Do not be afraid. Do I look dangerous to you?",""
"BVWS004RA","Raz","Hmmm. Maybe if I could charm the lady behind those shutters somehow.",""
"BVWT003SB","St.Bernard","Oh, now you're lucky I got a gentle disposition.",""
"BVWT006SB","St.Bernard","Arf!",""
"BVWT007SB","St.Bernard","Yow!",""
"BVWT009CL","Collie","Tsk! Everyone's a critic!",""
"BVWT011CL","Collie","Ooof!",""
"BVWT015DA","Dalmatian","Owf, I deserve much worse than that for painting this stuff.",""
"BVWT022RA","Raz","Snap out of it!",""
"BVWT023BD","Bulldog","That doesn't help!",""
"BVWT025MA","Matador","Ooh. Good thing you cannot reach my face. Then I'd be mad.",""
"BVWT027ED","Edgar","Ahhh! Have you fallen in league with that infernal Bull?",""
"BVWT029RA","Raz","That's strange.",""
"BVWT030RA","Raz","I'm starting to feel like I'm back in high school.",""
"BVWT031RA","Raz","Which is weird, because I'm only ten.",""
"BVWT033RA","Raz","Ca-caw.",""
"BVWT035RA","Raz","Soon they'll be ""Dragon"" your ass outta here! Ha ha.",""
"BVWT036RA","Raz","Hey, are you awake? Did you hear that?",""
"BVWU002CB","Cobra","Where'd you go, Smeglee?",""
"BVWU003DR","Dragon","Ohh-hoh-hoh... you can run, coward, but you cannot hide!",""
"BVWU004TI","Tiger","You are so tiny, I cannot even see you anymore.",""
"BVWU006EA","Eagle","Ca-caw?",""
"BVWV008BD","Bulldog","Man, I can't take anymore. Why don't you confuse something else?",""
"BVWV010BD","Bulldog","I think I built up a resistance to these things. Why don't you try it on the bull.",""
"BVWW002MA","Matador","I do not have time for this nonsense.",""
"BVWW003MA","Matador","You know what would look good in that frame? My reflection in a mirror.",""
"BVWW004MA","Matador","Are you going somewhere? Never mind, I don't care.",""
"BVWW005MA","Matador","You're an eight year old boy, so, regretfully, I must decline.",""
"BVWW006MA","Matador","I can get those from my pet any time I want.",""
"BVWW007MA","Matador","A crow feather? What are you thinking?",""
"BVWW008ED","Edgar","Please stop wasting my time.",""
"BVWW009ED","Edgar","The last thing I need is more art. Bring me those queens!",""
"BVWW010ED","Edgar","A playing card! No wait, what is that? Never mind, just bring me the queens!",""
"BVWW011ED","Edgar","Ah, the rose. Symbol of desire. Such as my desire for more queens. Stop wasting time!",""
"BVWW012ED","Edgar","Stop bothering me with? What is that anyway?",""
"BVWW013ED","Edgar","I'm interested in one thing: Queens.",""
"BVWW014SB","St.Bernard","What made you think I'd be interested in this?",""
"BVWW015SB","St.Bernard","Sorry, buddy, all sales are final.",""
"BVWW016SB","St.Bernard","Sorry, I don't deal in found art.",""
"BVWW017SB","St.Bernard","Touching, but I'm not interested.",""
"BVWW018CL","Collie","Ah, that's exquisitely not interesting to me.",""
"BVWW019CL","Collie","Luggage? I'm afraid we're all trapped here, my dear young optimist.",""
"BVWW020CL","Collie","I am a mammal, so you're close. But perhaps you should save that for someone of your own species.",""
"BVWW021CL","Collie","Sniff each others bums and eat our own sick, yes of course, but not all of us are interested in poker.",""
"BVWW022CL","Collie","What a curious thing! Though, oddly, I'm not curious about it in the least.",""
"BVWW023CL","Collie","If you find the bird that belongs to that feather, be a good lad and just stuff it right into my mouth.",""
"BVWW024DA","Dalmatian","Look, I'm not interested in your junk.",""
"BVWW025DA","Dalmatian","This ain't the Bad Art Mutual Appreciation Society. Get out of here with that awful thing.",""
"BVWW026DA","Dalmatian","That would be a striking comment on man's eternal struggle against luggage. If man had an eternal struggle against luggage.",""
"BVWW027DA","Dalmatian","You do realize I'm a boy dog, right? I'm just askin'.",""
"BVWW028BD","Bulldog","What am I supposed to do with that, man?",""
"BVWW029BD","Bulldog","I dispense the art, man. I don't receive it.",""
"BVWW030BD","Bulldog","Oh... ah... if you really loved me, you'd give me some raw hamburger.",""
"BVWW031RA","Raz","I think he's in no condition to do anything with this stuff.",""
"BVWW032CB","Cobra","Bribes aren't gonna make me hurt you any less, Smeglee.",""
"BVWW033CB","Cobra","Nice picture. Now put it away or people are gonna have to x-ray your colon to look at it.",""
"BVWW034CB","Cobra","When they bag you up, I'm sure the paramedics'll appreciate that you brought your own toe tag.",""
"BVWW035CB","Cobra","Oh, yeah, sweetheart. You're really dead now.",""
"BVWW036DR","Dragon","Is this some kind of trick?",""
"BVWW037DR","Dragon","Did you paint this? Let's find out if it's more valuable when you're dead.",""
"BVWW038DR","Dragon","I see you're going on a trip. Destination: FEAR!",""
"BVWW039DR","Dragon","Ah, the sweet smell of FE--wait a minute, are you trying to give me a flower?",""
"BVWW040EA","Eagle","Ca-caw",""
"BVWW041TI","Tiger","Show and tell is over, little man, now it's NAPTIME!",""
"BVWW042TI","Tiger","AHHH! Your foul art is more painful than your teensy fists!",""
"BVWW043TI","Tiger","Good thing you packed a bag, because I am going to punch you into next week. Haha-haha. Time out! I cracked myself up.",""
"BVWW044RA","Raz","Hey, you? thing. Check this out? Not interested, eh?",""
"BVWW045RA","Raz","I don't even know what this thing is, much less if it likes art.",""
"BVWW046RA","Raz","It's a mystery what this thing is, but it's a bigger mystery why I'm trying to make it fall in love with me.",""
"BVWW047RA","Raz","Anybody in there need some art? Hello?",""
"BVWW048RA","Raz","Luggage inspector! Open up! Hello?",""
"BVWW049RA","Raz","Did someone here order a single playing card? Because that's what it says right here on my sheet. Open up!",""
"BVWW050RA","Raz","Anybody here interested in a magical rubber sack?",""
"BVWW051RA","Raz","Feather man! Fresh from birds. Get a feather for the grandkids! C'mon, open the window...",""
"BVWW052RA","Raz","I think I have to get something out of this, not stuff something into it.",""
"BVWX002RA","Raz","Aaaaaaah-oof!",""
"BVWX003SB","St.Bernard","Oh my god! Are you all right?",""
"BVWX004SB","St.Bernard","Poor little guy!",""
"BVWX006SB","St.Bernard","Hmmm... little nick on the frame...",""
"BVWX007RA","Raz","Ohhhhh--ohhh.",""
"BVWX009SB","St.Bernard","...maybe I can cover that up with a price tag or something...",""
"BVWX011RA","Raz","Hey, how do you get out of this alley?",""
"BVWX012SB","St.Bernard","We're trapped in here, son. Art is our only escape.",""
"BVWX013RA","Raz","Is that like a metaphor? Or do you mean that if I take one of these paintings I can use it to get out of here?",""
"BVWX014SB","St.Bernard","If you TAKE one of these paintings I'll bite you on the leg.",""
"BVWX015SB","St.Bernard","If you BUY one, it could help you get out of here.",""
"BVWX017SB","St.Bernard","They're magic!",""
"BVWX019SB","St.Bernard","Here's one of my newest acquisitions.",""
"BVWX020SB","St.Bernard","Perfect condition.",""
"BVWX021SB","St.Bernard","It's the kind of piece that really makes a room seem larger, you know?",""
"BVWX022SB","St.Bernard","Yep.",""
"BVWX024SB","St.Bernard","Okay, okay. YES there is a small nick on the frame. Okay?",""
"BVWX025SB","St.Bernard","It's an antique!",""
"BVWX026SB","St.Bernard","What do you want from me?",""
"BVWX027SB","St.Bernard","Art isn't about perfection, you know!",""
"BVWX028SB","St.Bernard","I marked it down already!",""
"BVWX029SB","St.Bernard","At that price, you really need to let yourself be charmed by its flaws.",""
"BVWX031RA","Raz","I don't think I can swing these downtown gallery prices.",""
"BVWX032SB","St.Bernard","Okay, I know you don't believe that these are magical paintings, so I'm gonna GIVE you one free. As a sample.",""
"BVWX033SB","St.Bernard","Hang it up on that hook over there and you'll see.",""
"BVWX034SB","St.Bernard","Then come back and buy the rest, because they all do something special.",""
"BVWX036RA","Raz","Nice! Now I can get Edgar's cards!",""
"BVWX037SB","St.Bernard","To find the cards, go in the OPPOSITE DIRECTION of the bull, but I warn you-",""
"BVWX038SB","St.Bernard","El Odio is a force of nature. You can't stop him. You can't hurt him.",""
"BVWX039SB","St.Bernard","Only in the bullfighting ring can he die, and then only by the sword of the Matador.",""
"BVWX040RA","Raz","Okay, I'll STEER clear of him. Heh heh.",""
"BVWX042SB","St.Bernard","Oh, you interested in that one? Great!",""
"BVWX044CL","Collie","I see you have taken a fancy to one of my favorite works.",""
"BVWX046DA","Dalmatian","Careful! Don't touch it! Ooo... you might catch a disease!",""
"BVTI008RA","Raz","Shut Up",""
"BVTI009RA","Raz","No, you shut up",""
"BVTR004TI","Tiger","No, you shut up.",""
"BVWW053RA","Raz","Hey Bull! Do you want a… hey!",""
"BVDA033RA","Raz","Cause you gotta hold your breath during those.",""
"BVED006ED","Edgar","With this card, I can almost reach her.  You must hurry back with the last queen!",""
"BVMP000MA","Matador","Here's a better one: you go get that billboard painted, and I'll reward you handsomely.",""
"BVMP001MA","Matador","Which is how I do everything.",""
"BVMP002MA","Matador","As an advance, I'll give you one of my secret weapons.  Use it if anyone gets stubborn.",""
"BVMO005RA","Raz","You know, my bulldog friend could still paint a beer gut on that poster out there--",""
"BVMO006MA","Matador","Alright! Here! Take this! But I warn you, I won't be able to sign it.",""
"BVAA000RA","Raz","Looks like a hook. If I only had a painting I could hang it up there.",""
"BVAA001RA","Raz","Hm. Now which one of my black velvet paintings would work here?",""
"BVWT000RA","Raz","Hey, I don't want this painting anymore.",""
"BVDA011DA","Dalmatian","Oh, okay.",""
"BVAC000RA","Raz","Hey, I just think its great that you took that ass-kicking I handed to you, and turned that defeat into something positive. Like gardening.",""
"BVAD000RA","Raz","You should really go out there and stop that bull.",""
"BVAD001MA","Matador","El Odio and I will fight some day, in the ring! And he will die!",""
"BVAD002MA","Matador","But not until we have a good media buzz first! So...",""
"BVAD003MA","Matador","Get out there and make that lazy dog paint my billboard!",""
"BVAE000CB","Cobra","Ha! Feel that!",""
"BVAE001CB","Cobra","Cuz I didn't! You can't hurt me at all!",""
"BVAE002CB","Cobra","Because the Coach taught me how to concentrate on not feeling the pain.",""
"BVAE003CB","Cobra","Not like you, Schmeglee!",""
"BVAE004CB","Cobra","You feel everything!",""
"BVAE005CB","Cobra","Like when your girlfriend Lana dumped you for that cheerleader guy.",""
"BVAE006CB","Cobra","You felt that so bad, you blew the state semi finals!",""
"BVAE007CB","Cobra","You let all us wrestlers down!",""
"BVAE008CB","Cobra","That's why we hate you!",""
"BVAE009CB","Cobra","You got confused, Teglee! You let your guard down!",""
"BVAE010CB","Cobra","And then you got torn apart, like this!",""
"BVAE011CB","Cobra","I can't feel a thing! ",""
"BVAE012CB","Cobra","You'll never break my concentration.",""
"BVAE013CB","Cobra","MY head will never get all clouded up and confused like yours!",""
"BVAE014CB","Cobra","I'm telling you, it's impossible!",""
"BVAE015CB","Cobra","The Coach says if you stay focused, you can't be beat.",""
"BVAE016CB","Cobra","Give it up Schmeglee.",""
"BVAE017CB","Cobra","Feel that?",""
"BVAE018CB","Cobra","How 'bout that?",""
"BVAE019CB","Cobra","How's that feel?",""
"BVAE020CB","Cobra","Aw does that hurt?",""
"BVAE021CB","Cobra","Does that hurt little Edgar?",""
"BVAE022CB","Cobra","Does that hurt 'ums feelings?",""
"BVAF000RA","Raz","Here you go, Edgar. The last card.",""
"BVAF001ED","Edgar","Thank you. You said you would get them and you did.",""
"BVAF002ED","Edgar","Not everyone is as true to their word, you know.",""
"BVAF003RA","Raz","Well, now you can finish your tower.",""
"BVAF004ED","Edgar","Yes, now this can all end, once and for all.",""
"BVAG000MA","Matador","El Odio is a fierce, magical creature. He can only be harmed by the traditional bullfighting weapons.",""
"BVAG001RA","Raz","Oh no. I can't believe I stuck four of those barbed poles in his back!",""
"BVAG002MA","Matador","They're called ""Banderillas!""",""
"BVAG003RA","Raz","I gotta get those out of there and protect Edgar. If something happens to him while I'm in his mind, I'll get the boot!",""
"BVAG004MA","Matador","Silly boy. I do not think I am a bull. Do you?",""
"BVAG005MA","Matador","These magic weapons cannot hurt me.",""
"BVAG006MA","Matador","Ohhhoo ohhh…",""
"BVAG007MA","Matador","I am the mighty EL ODIO!",""
"BVAG008MA","Matador","I have all the power OF THE BULL!",""
"BVAG009RA","Raz","Hm... And all the weaknesses I'll bet...",""
"BVAG010MA","Matador","Look out!",""
"BVAG011MA","Matador","Here comes El Odio!",""
"BVAG012MA","Matador","Ahhhhhh!",""
"BVAG013MA","Matador","Ow! ",""
"BVAG014MA","Matador","El Odio is hit!",""
"BVAG015MA","Matador","El Odio doesn't like that!",""
"BVAG016MA","Matador","Right in El Odio's butt!",""
"BVAG017MA","Matador","El Odio... is... DYING.",""
"BVAI000RA","Raz","Hnnn! ",""
"BVAI001RA","Raz","I can't pick those up by hand. I think TK is the thing.",""
"BVAK000RA","Raz","Hey, great to see you guys all together!",""
"BVAK001ED","Edgar","Shhh! ",""
"BVAK002ED","Edgar","Not now, Razputin. There is a lot of money on the table.",""
"BVAK003RA","Raz","Oh, okay, I was just gonna hang out for a bit. Is that bull--",""
"BVAK004ED","Edgar","Long gone, my friend. The place is yours. If you'll excuse me…",""
"BVAK005RA","Raz","Okay. Hey, great hand. Good thing we found all those queens, eh?",""
"BVAK006ED","Edgar","Ahhhh!",""
"BVAC001CB","Cobra","(grunt)",""
"BVAC004RA","Raz","Hey, you're into girly things like gardening--how do you like my art?",""
"BVAC005RA","Raz","Hey, I stole this rose from your garden. That cool?",""
"BVAC006CB","Cobra","Grrrrr!",""
"BVZA001TO","System","I saw another dog selling art up the street. Are you guys a chain?",""
"BVZA002TO","System","Could you tell me again about your dog friends?",""
"BVZA003TO","System","Hey, can you fight bulls? I have a bull problem",""
"BVZA004TO","System","Who CAN do it? Who can fight El Odio?",""
"BVZA005TO","System","WHAT? What happened between Dingo and Edgar?",""
"BVZA006TO","System","Tell me that story about Dingo and Lampita again!",""
"BVZA007TO","System","I think that Dingo sounds like a jerk.",""
"BVZA008TO","System","Must be tough.",""
"BVZA009TO","System","Gotta go.",""
"BVZA010TO","System","Can I ask you a question?",""
"BVZA011TO","System","Hi. I want to buy a painting.",""
"BVZA012TO","System","Edgar Teglee sent me. You know, the famous painter? How about a discount?",""
"BVZA013TO","System","Yeah, I want some art.",""
"BVZA014TO","System","No, I want to talk Edgar. Has he always had a problem with wrestlers?",""
"BVZA015TO","System","Has Edgar always had a problem with wrestlers?",""
"BVZA016TO","System","Why did he choke? Did they get him in one of those pile driver things?",""
"BVZA017TO","System","How sad. Especially since it all happened to him again with Dingo and Lampita.",""
"BVZA018TO","System","So tell me that again? Edgar was a bad wrestler?",""
"BVZA019TO","System","See ya.",""
"BVZA020TO","System","Can I buy some more art?",""
"BVZA021TO","System","Hey, can I buy some art?",""
"BVZA022TO","System","Hey, have you seen any REALLY BIG playing cards around here?",""
"BVZA023TO","System","I think I hate that bull a lot.",""
"BVZA024TO","System","Hi. Could you please paint me a big gun please?",""
"BVZA025TO","System","Uh-huh. So, the cards? You know where they are?",""
"BVZA026TO","System","Those are exactly the cards I need! Where are they?",""
"BVZA027TO","System","Where did you say those cards were again?",""
"BVZA028TO","System","What do you mean trapped? Are you a prisoner of art just like Edgar?",""
"BVZE000TO","System","Not enough {Arrowhead}",""
"BVZF000TO","System","Press {YButton} to pick up feather.",""
"BVZF001TO","System","Press {YButton} to talk to the Matador.",""
"BVZF002TO","System","The Painter",""
"BVZF003TO","System","Press {LeftFlipper} to lock focus.",""
"BVZF004TO","System","Press {YButton} to lower the fire escape.",""
"BVZF005TO","System","Press {YButton} to take the painting down.",""
"BVZG000TO","System","Remember, the Eagle cannot hunt what the Eagle cannot see.",""
"BVZG001TO","System","Wanna hang a painting?  Face the hook and press {YButton} to activate.",""
"BVZG002TO","System","Put the painting in your knapsack for later use, press {BButton}",""
"BVZG003TO","System","To select this item later, press {DPadDown}, select the item, then press {AButton}",""
"BVZG004TO","System","Telekinesis can reach objects that are just beyond reach.  Press {BlackButton} to activate it.",""
"BVZG005TO","System","Lock on to any enemy by holding {LeftFlipper}.  While locked, dodge attacks by pressing jump {AButton} and a direction.",""
"BVZG006TO","System","The shield power can protect you against the most devilish attacks.",""
"BVZA030TO","System","Why don't you guys just make a run for it?",""
"BVZA031TO","System","Hey, how's business? Can I buy some art?",""
"BVZA032TO","System","Why won't they ask Dingo to help? Is he expensive?",""
"BVZA033TO","System","COME ON! Tell me! What's the big scandal???",""
"BVZA034TO","System","Whoa. That's a great story. You should do a painting about it.",""
"BVZA035TO","System","No, really. I'd like some art.",""
"BVZA036TO","System","You're going to turn away a paying customer?",""
"BVZA037TO","System","Pfft, you don't give discounts? Or pffft, you don't think he's famous?",""
"BVZA038TO","System","Hey, there's no shame in hiding from wrestlers. They're trouble. Especially the wild animal type.",""
"BVZA039TO","System","No. I just meant wrestlers can be tough. I didn't mean you.",""
"BVZA040TO","System","Yes. I would like to wrestle. Let's go.",""
"BVZA041TO","System","Okay, I'm off.",""
"BVZA042TO","System","Okay, promise you won't take this the wrong way, but you ARE a dog.",""
"BVZB000TO","System","Guitar Painting",""
"BVZB001TO","System","Rose",""
"BVZF006TO","System","Press {YButton} to hang painting.",""
"BVZF007TO","System","CONFUSION GRENADE acquired!",""
"BVZF008TO","System","You can cloud the minds of others using the power of CONFUSION. But if you use it too much, you will need to pick up more CONFUSION GRENADES to energize the confusing aspect of your mind. {ConfusionAmmo}",""
"BVZF009TO","System","{AButton} Try again
{BButton} Try Later",""
"BVZA044TO","System","Why don't you guys just make a run for it.",""
"BVZA045TO","System","Hey, can you fight bulls? I have a bull problem.",""
"BVZA046TO","System","Okay, I bought some art. Now give me the dirt on Dingo.",""
"BVZB002TO","System","Window Painting",""
"BVZB003TO","System","Confusion",""
"BVZB004TO","System","Vine Painting",""
"BVZE001TO","System","Matador's Apartment",""
"BVIN014RA","Raz","Yes, uh--ummph!!",""
"BVZB005TO","System","Rose Painting",""
"BVZB006TO","System","Archway Painting",""
"BVWS005RA","Raz","Hey, wanna dance?",""
"BVZF010TO","System","Press {YButton} to raise the fire escape.",""
"BVZZ000TO","System","ONE WAY",""
"BVZZ001TO","System","YOU LOSE",""
"BVZZ002TO","System","YOU WIN",""
"BVZZ003TO","System","YOUR AD HERE",""
"BVZZ004TO","System","COBRA BITES!",""
"BVZZ005TO","System","DRAGON ROCKS",""
"BVZZ006TO","System","EAGLE #1",""
"BVZZ007TO","System","KILL TIGER KILL",""
"BVZZ008TO","System","WE WANT BLOOD",""
"BVZZ009TO","System","KILL",""
