identifier,labels,context,source,translation
CAMY027CO,CAMY,Coach,Do I look like a floater to you?,
CAMY028CO,CAMY,Coach,Vodello gives the Levitation drills out on the docks.,
CAMY029CO,CAMY,Coach,"Now, DISMISSED!",
CAMZ030RA,CAMZ,Raz,Coach! You'll never believe the stuff I've been doing!,
CAMZ031CO,CAMZ,Coach,Ahhh!,
CAMZ032CO,CAMZ,Coach,"Listen, Private!",
CAMZ033CO,CAMZ,Coach,I am at a VERY CRITICAL point in my lesson plan.,
CAMZ034CO,CAMZ,Coach,"I've almost got it all put together. I can't be taken off-mission right now, UNDERSTAND?",
CAMZ035RA,CAMZ,Raz,"Yes, Sir.",
CAMZ036CO,CAMZ,Coach,I promise that I'll come for you when I'm ready to really unlock your brain's full potential!,
CAMZ037CO,CAMZ,Coach,"Now, for the last time, you are DISMISSED, Private!",
CANA038CO,CANA,Coach,(...mumble),
CANA043CO,CANA,Coach,Charge!,
CANA044CO,CANA,Coach,...C rations...,
CANA045CO,CANA,Coach,Short? Who you calling short?...,
CANA046CO,CANA,Coach,Aw... little bunnies,
CANA047CO,CANA,Coach,Not with my troop!,
CANA048CO,CANA,Coach,Get up soldier! Walk it off!,
CANA049CO,CANA,Coach,Got to find... the eggs,
CANA050CO,CANA,Coach,Careful with the eggs,
CANA051CO,CANA,Coach,Go Easter bunny,
CANA052CO,CANA,Coach,Be careful on the way home,
CANA053CO,CANA,Coach,"Don't drop the eggs, under the water",
CANA054CO,CANA,Coach,Give the eggs to you know who,
CANA055CO,CANA,Coach,Can't decorate a cracked egg!,
CANA056CO,CANA,Coach,Good bunny,
CANA057CO,CANA,Coach,When we,
CANA058CO,CANA,Coach,Put those eggs in their holders,
CANA059CO,CANA,Coach,Then they'll see. They'll all see,
CANA060CO,CANA,Coach,See how pretty my eggs are.,
CANA061CO,CANA,Coach,Little baby bunny. Run little bunny! Run!,
CANA062CO,CANA,Coach,...Papa! No!,
CANA063CO,CANA,Coach,...Noooooo,
CANA064CO,CANA,Coach,Ohhhh Papa,
CANA065CO,CANA,Coach,"Ohhh, Mr. Bunny!",
CANA066CO,CANA,Coach,When my eggs break,
CANA067CO,CANA,Coach,They'll spread all over the world,
CANA068CO,CANA,Coach,Sunny side up,
CANA069CO,CANA,Coach,Haha,
CANA070CO,CANA,Coach,Heh-heh,
CANA071CO,CANA,Coach,hmmm,
CAPL001RA,CAPL,Raz,"Hey, Elka!",
CAPN004EL,CAPN,Elka,Why don't you and your little goggles go poke around in someone else's private business?,
CAPP001RA,CAPP,Raz,"Hey, you guys sound great!",
CAPP002JT,CAPP,J.T.,"Ha-huh, much obliged, pardner.",
CAQQ010NI,CAQQ,Nils,"Oh, YEAH.",
CAQQ011NI,CAQQ,Nils,This is going to be sweet.,
CAQQ012NI,CAQQ,Nils,"Man, I can see EVERYTHING.",
CAQR013RA,CAQR,Raz,"You know, a nutcracker might be faster.",
CAQR014NI,CAQR,Nils,"Tonight, when this baby is full of fine ladies, I'm going to see EVERYTHING.",
CAQR015RA,CAQR,Raz,How are you going to fill that nut with ladies?,
CAQR016NI,CAQR,Nils,"No, dude. The girls' cabin. I've got a man on the inside.",
CAQR017RA,CAQR,Raz,I get it! You're using Clairvoyance! You grabbed one of the squirrel's nuts and now you're using Clairvoyance on it to form a mental link and see what the squirrel sees!,
CAQR018NI,CAQR,Nils,"Um, could you say ""acorns"" instead of ""nuts"" if you repeat that to anybody else?",
CAQR019RA,CAQR,Raz,Teach me how to do that!,
CAQR020NI,CAQR,Nils,"Hey, I paid a LITTLE bit of attention in class, but not THAT much.",
CAQR021NI,CAQR,Nils,"What you need is an expert in Clairvoyance, where I am merely an expert in the ladies.",
CAQS022RA,CAQS,Raz,Come on! Teach me Clairvoyance.,
CAQS023NI,CAQS,Nils,Go find an expert! I have no idea how I'm doing this.,
CAQS024NI,CAQS,Nils,Now beat it. You're breaking my focus.,
CAAE016EL,CAAE,Elka,"Do you want to hear something that James--you know, my new boyfriend James--something funny he said?",
CAAE017NI,CAAE,Nils,No.,
CAAE018EL,CAAE,Elka,He said--,
CAAE019NI,CAAE,Nils,"I said, ""no.""",
CAAE020EL,CAAE,Elka,"Oh. Anyway, we were talking to Lili and she's all het up about a monster she thinks she saw in the woods.",
CAAE021NI,CAAE,Nils,Het up?,
CAAE022EL,CAAE,Elka,"It's Wild West for ""excited.""",
CAAE023EL,CAAE,Elka,"James and I spend so much time together, I guess I'm starting to sound like him.",
CAAE024NI,CAAE,Nils,"Funny, I talked to Lili last night and she didn't mention anything about a monster.",
CAAE025EL,CAAE,Elka,Nothing?,
CAAE026NI,CAAE,Nils,"Well, she mostly said ""mmm mmm mmm"" because we were letting our mouths do the talking, if you know what I mean.",
CAAE027EL,CAAE,Elka,I sure don't. What do you mean?,
CAAE028NI,CAAE,Nils,I mean we were making out because we're involved. Romantically.,
CAAE029EL,CAAE,Elka,WHAT? YOU--Wait--She doesn't like you that way.,
CAAE030EL,CAAE,Elka,"In fact, that's just one of the many ways she doesn't like you.",
CAAE031EL,CAAE,Elka,"In fact, she doesn't like you, period.",
CAAE032EL,CAAE,Elka,"You're lying about this whole thing, aren't you?",
CAAE033NI,CAAE,Nils,No way. Lili's my new girlfriend.,
CAAE034NI,CAAE,Nils,"Don't ask her though, because it's a secret.  Because... well, the ""because"" is a secret too.",
CAAE035EL,CAAE,Elka,"Oh Nils. I know it hurts, but I have a new boy in my life.",
CAAE036EL,CAAE,Elka,"A new cowboy. And he's not just a new cowboy, he's a cowman.",
CAAE037NI,CAAE,Nils,I think you have me confused with you.,
CAAE038NI,CAAE,Nils,I'm so moved on I wrapped around and now I'm back.,
CAAE039EL,CAAE,Elka,Whatever you say.,
CAAE040NI,CAAE,Nils,There's plenty of women where you came from. And other places.,
CAAE041EL,CAAE,Elka,Good.,
CAAR012RA,CAAR,Raz,"Hey Elton, have you heard anything else about that thing in the lake?",
CAAR013EF,CAAR,Elton,Huh? Oh. Not really. The fish are kinda goin' crazy about Bobby and Benny over there torturing anything that swims too close.,
CAAR014EF,CAAR,Elton,"Ohhh, somebody should do something.",
CAAR015MP,CAAR,Milka,Yeah!,
CAAR016RA,CAAR,Raz,"Well, I suppose I could go talk to them...",
CAAS017RA,CAAS,Raz,What are the chances that--if I ask nicely--you two will stop messing with those poor fish?,
CAAS018BZ,CAAS,Bobby,"About as good as the chance that if you say one more freakin' word to me about fish, the fire department's gonna have to Jaws of Life my fist outta your mouth!",
CAAS019RA,CAAS,Raz,"So wait, does that mean you will?",
CAAS020BZ,CAAS,Bobby,I will punch you. That's what that means.,
CAAS021MP,CAAS,Milka,I am the Hideous Hulking Lungfish of Lake Oblongata! I can breathe air and love to eat the brains of little boys.,
CAAS022BN,CAAS,Benny,AHHHH!,
CACO001VE,CACO,Vernon,Hey guys!,
CACO002KI,CACO,Kitty,Did you hear something Franke?,
CACO003FA,CACO,Franke,Nope.,
CACO004VE,CACO,Vernon,"Guys, hey! Hey! It's Vernon. I'm right next to you. Hey!",
CACO006FA,CACO,Franke,"What is it, Vernon?",
CACO007VE,CACO,Vernon,"Have you guys seen Dogen or Elka or Milka? We were playing hide-and-seek and--it's actually a funny story... I said, ""I'll count to a hundred."" and then--",
CACO008KI,CACO,Kitty,Stop! We saw them. We saw all of them. Just like five seconds ago.,
CACO009FA,CACO,Franke,"They were headed towards that place, the one that's so far away.",
CACO010VE,CACO,Vernon,The beach?,
CACO011KI,CACO,Kitty,"No, that's too close...",
CACO012KI,CACO,Kitty,The woods! The really far woods.,
CACO013VE,CACO,Vernon,Thanks!,
CABH020EF,CABH,Elton,That was rad!,
CABH022EF,CABH,Elton,"You're pretty rad, too.",
CAMO030RA,CAMO,Raz,What're you doing?,
CAMO031CH,CAMO,Chloe,"To contact anything beyond your planet's moon, we need a bigger antenna.",
CAMP032RA,CAMP,Raz,Can I help?,
CAMP033CH,CAMP,Chloe,Affirmative. Step aside and do not touch anything. And stop talking.,
CAMR002RA,CAMR,Raz,Did you find that bear?,
CAMR003MH,CAMR,Mikhail,Nyet. Soon. Woods not big enough for me and summer camp and giant bear.,
CAMS004RA,CAMS,Raz,"I saw something in the woods, too. I don't think it's a bear, Mikhail.",
CAMS005MH,CAMS,Mikhail,Agreed. Could be ape escaped from zoo or bigfoot. Same result: wrestled into submission.,
CAMT006RA,CAMT,Raz,I think it's some kind of a walking fish thing.,
CAMT007MH,CAMT,Mikhail,Fish? Is this joke? It is funny.,
CAMU008RA,CAMU,Raz,"I'm serious, Mikhail. I think that bear is a fish.",
CAMU009MH,CAMU,Mikhail,Okay. Joke is over.,
CAMU010RA,CAMU,Raz,"Hey, Mikhail, what's up?",
CAMU011MH,CAMU,Mikhail,Nothing. Busy now.,
CAPU011RA,CAPU,Raz,Great shot!,
CAPU012JT,CAPU,J.T.,"Well, pardner, it weren't ""great."" But t'weren't bad, neither.",
CAPV013RA,CAPV,Raz,"Wow, that's awesome!",
CAPV014JT,CAPV,J.T.,"Stand back, greenhorn, or yer gonna git a nasty hotfoot.",
CAAJ001BN,CAAJ,Benny,RRRRR! Lemme go!,
CAAJ002MH,CAAJ,Mikhail,What to do with small bully assistant?,
CAAJ003MF,CAAJ,Maloof,"Jeez, I don't know. Could you put him in that ""Deadly Nelson"" you were talking about?",
CAAJ004MH,CAAJ,Mikhail,"Could. On such tiny opponent, all blood might drain out earholes.",
CAAJ005BN,CAAJ,Benny,AHHHHH!,
CAAJ006MF,CAAJ,Maloof,"Shut up, Benny!",
CAAJ007MH,CAAJ,Mikhail,"On other hand, blood from constricted trunk could rush to tongue.",
CAAJ008MF,CAAJ,Maloof,And?,
CAAJ009MH,CAAJ,Mikhail,"Tongue swells, pops. Most blood drains back down throat.",
CAAJ010MF,CAAJ,Maloof,Interesting.,
CAAJ011MH,CAAJ,Mikhail,Less mess that way. Mouth stuffed with giant tongue can't scream--so quieter.,
CAAJ013MF,CAAJ,Maloof,"Shut up, Benny.",
CAAJ014MF,CAAJ,Maloof,You have something less drastic?,
CAAJ015MH,CAAJ,Mikhail,Could use Half Deadly Nelson.,
CAAJ016MF,CAAJ,Maloof,What's that?,
CAAJ017MH,CAAJ,Mikhail,Like Deadly Nelson but less dying.,
CAAJ018MF,CAAJ,Maloof,How much less?,
CAAJ019MH,CAAJ,Mikhail,Half.,
CAAJ020MF,CAAJ,Maloof,What happens the other half of the time?,
CAAJ021MH,CAAJ,Mikhail,"Opponent lives, spends rest of short life praying for death.",
CAAJ022BN,CAAJ,Benny,HEY! Can you hear me down there? Maloof?,
CAAJ024BN,CAAJ,Benny,"Seriously, Maloof, I apologize. Call off your goon and I'll never bother you again. Ever.",
CAAJ025MF,CAAJ,Maloof,"The thing is, Benny, you're never gonna bother me again either way.",
CAAJ026MF,CAAJ,Maloof,So you're gonna have to offer something a lot better than that.,
CAAJ027BN,CAAJ,Benny,Like what?,
CAAJ028MF,CAAJ,Maloof,"Any ideas, Mikhail?",
CAAJ029MH,CAAJ,Mikhail,"Know anything about giant, hairless bear?",
CAAJ030BN,CAAJ,Benny,No...,
CAAJ031MH,CAAJ,Mikhail,Out of ideas. Preparing Nelson.,
CAAJ032BN,CAAJ,Benny,"Well wait! Wait! Uh, maybe--uh, yeah, m--maybe I did see something like that. Give me a minute to think.",
CAAJ033MF,CAAJ,Maloof,"You ready to talk, Benny?",
CAAJ034BN,CAAJ,Benny,Hold on. It'll come to me.,
CAAK035MF,CAAK,Maloof,"Hey, Raz. You mind coming back later? We're taking care of a little business.",
CAAO001VE,CAAO,Vernon,Did you ladies know one of the bloodiest battles of the Civil War was fought on the shore of this very lake?,
CAAO002VE,CAAO,Vernon,"Yup, it's true.",
CAAO003VE,CAAO,Vernon,It happened back when this place was still an Indian summer camp and burial ground.,
CAAO004VE,CAAO,Vernon,A group of Union soldiers got separated from their regiment.,
CAAO005VE,CAAO,Vernon,Night was falling and they were cold and scared... Of Dracula! BOO! Huh-hahaha!,
CAAO006VE,CAAO,Vernon,"Uhm, I'm kidding. They were just terrified of getting shot.",
CAAO007VE,CAAO,Vernon,Though I'm sure any of them with any sense were afraid of Dracula too.,
CAAO008VE,CAAO,Vernon,They stumbled across an old building--you can still see it on the far side of the lake.,
CAAO009VE,CAAO,Vernon,So they decided to spend the night there.,
CAAO010VE,CAAO,Vernon,Little did they know it was...,
CAAO011VE,CAAO,Vernon,An abandoned Indian insane asylum built on a caveman burial ground!,
CAAO012VE,CAAO,Vernon,Little did they also know that a cursed fish lived in the asylum.,
CAAO013VE,CAAO,Vernon,And that he was an escaped lunatic.,
CAAO014VE,CAAO,Vernon,But from a different asylum.,
CAAO015VE,CAAO,Vernon,"So even though he was actually living in an asylum, he was still counted as escaped.",
CAAO016VE,CAAO,Vernon,And what was his curse you ask?,
CAAO017VE,CAAO,Vernon,Where his gills should have been...,
CAAO018VE,CAAO,Vernon,He. Had. Hooks!,
CAAO019VE,CAAO,Vernon,"Yup, and where one of the hooks should have been...",
CAAO020VE,CAAO,Vernon,He. Had. A. Lung! Yup... a lung!,
CAAO021VE,CAAO,Vernon,And instead of being about fourteen inches long.,
CAAO022VE,CAAO,Vernon,He. Was. Ten. Feet. Tall.,
CAAO023VE,CAAO,Vernon,But that wasn't the scariest thing.,
CAAO024VE,CAAO,Vernon,The scariest thing...,
CAAO025VE,CAAO,Vernon,The absolute scariest thing...,
CAAO026VE,CAAO,Vernon,And the thing that still makes the old timers' blood turn to ice and vice versa...,
CAAO027VE,CAAO,Vernon,Is the part I said first about how he had hooks for gills.,
CAAO028VE,CAAO,Vernon,Oh Brrrrrr.,
CAAO029VE,CAAO,Vernon,"Uh, anybody need a hug?",
CAAO030VE,CAAO,Vernon,Anybody?,
CAAO031VE,CAAO,Vernon,No?,
CAAO032VE,CAAO,Vernon,"Okay, then. Anybody mind if I tell that story again?",
CAAO033VE,CAAO,Vernon,Speak up now if you don't want to hear it again.,
CAAO034VE,CAAO,Vernon,Here we go...,
CAAP035VE,CAAP,Vernon,"Not now, Raz, I'm in the middle of a story.",
CABB001FA,CABB,Franke,TeeeVeee.,
CABB002KI,CABB,Kitty,Hackey saaaaaack...,
CABB003VE,CABB,Vernon,"Yesss, hackey saaaack.",
CABB004RA,CABB,Raz,Oh no! They're all brainless!,
CABB005VE,CABB,Vernon,Hi Raz!,
CABB006RA,CABB,Raz,Vernon! You're okay!,
CABB007VE,CABB,Vernon,"Yeah, we're great. Me and my pals Kitty and Franke are just hanging out tellin' stories and watchin' the boob tube.",
CABB008KI,CABB,Kitty,TeeeVeeeee.,
CABB009RA,CABB,Raz,"Vernon, look at them. They're zombies.",
CABB010VE,CABB,Vernon,It did seem kind of weird when they let me get this close to them.,
CABB011VE,CABB,Vernon,And then they didn't mind when I talked all through the show.,
CABB012VE,CABB,Vernon,Kitty even agreed to go on a date with me more or less--we're gonna play hackey sack!,
CABB013RA,CABB,Raz,Keep an eye on them Vernon.,
CABB014RA,CABB,Raz,I'm gonna go figure out what's causing this!,
CABB015VE,CABB,Vernon,"Roger that, Raz.",
CABE001EL,CABE,Elka,"I don't care how long you two have been ""pardners."" James is my boyfriend now. Do you know what that means?",
CABE002CP,CABE,Chops,"Uh, well, he wears his good parade chaps a lot more.",
CABE003EL,CABE,Elka,"Yes, he's less filthy. That's part of it.",
CABE004EL,CABE,Elka,But the biggest change is that he can't possibly waste as much time as he used to hanging out with his loser friends.,
CABE005CP,CABE,Chops,I don't like you.,
CABE006EL,CABE,Elka,And I don't like you. So that covers everything we have in common.,
CABE007EL,CABE,Elka,Now for the differences: I'm going to be with James all the time from now on.,
CABE008EL,CABE,Elka,You're going to have to stay as far away from us as possible or I'm going to make your life more miserable than I imagine it already is.,
CABF009LI,CABF,Lili,"I can't quite make it out, but something... something coming out of those speakers reminds me of my nightmare.",
CABF200RA,CABF,Raz,What are you listening to?,
CABG010NI,CABG,Nils,"You know Chloe, for a chick whose face I can't see because she's always wearing a helmet, you're pretty cute.",
CABG011CH,CABG,Chloe,"I'm not human, earth primate.",
CABG012NI,CABG,Nils,"But you are the girl model of whatever it is you are, right?",
CABG013CH,CABG,Chloe,Affirmative.,
CABG014NI,CABG,Nils,"At this point, that's totally close enough.",
CABG015BZ,CABG,Bobby,"Man, what smells like butt? Oh, hey Nils.  How 'bout you and your butt and its odor take a hike before I puke?",
CABG016NI,CABG,Nils,But...,
CABG017BZ,CABG,Bobby,It'd be a real shame if you had to leave your butt here because it was anchored to my foot. NOW BEAT IT!,
CABG018BZ,CABG,Bobby,"Hi Chloe.  How's it... I mean... You know, what's up and stuff?",
CABG019CH,CABG,Chloe,"Bobby, we need to work on you a little.",
CAMF001CF,CAMF,Crystal,So this is it.,
CAMF002CM,CAMF,Clem,Yep.,
CAMF003CF,CAMF,Crystal,I'm so happy Clem.,
CAMF004CM,CAMF,Clem,"Me too, Crystal.",
CAMF005CF,CAMF,Crystal,It's going to be great isn't it?,
CAMF006CM,CAMF,Clem,Super great.,
CAMF007CF,CAMF,Crystal,"We're going to be so powerful, aren't we?",
CAMF008CM,CAMF,Clem,More powerful than you can imagine.,
CAMF009CF,CAMF,Crystal,Sigh. I can't wait.,
CAMF010CF,CAMF,Crystal,"The sunset's beautiful, isn't it?",
CAMF011CM,CAMF,Clem,It will be more beautiful afterwards.,
CAMF012CF,CAMF,Crystal,When we've done what we're going to do.,
CAMF013CM,CAMF,Clem,Yes. When we've finished the project.,
CAMF014CF,CAMF,Crystal,"The people down there look like ants, don't they?",
CAMF015CM,CAMF,Clem,"They are ants, Crystal. Cruel, cruel little ants.",
CAMF016CF,CAMF,Crystal,"Oh, Clem. It's not their fault.",
CAMF017CM,CAMF,Clem,"Still, they're gonna be sorry.",
CAMF018CF,CAMF,Crystal,"Yes, that's true. They will all be sorry.",
CAMF019CF,CAMF,Crystal,Hey is that Nils down there with Chloe?,
CAMF020CM,CAMF,Clem,Whoa. That's weird.,
CAMF021CF,CAMF,Crystal,"Oh, man. I've got to tell Elka.",
CAMF022CM,CAMF,Clem,What's the point?,
CAMF023CF,CAMF,Crystal,"I guess soon there won't be much point to any of this, will there?",
CAMF024CM,CAMF,Clem,Not when we've finished...,
CAMF025CF,CAMF,Crystal,The project.,
CAMF026CM,CAMF,Clem,Yes.,
CAMF027CF,CAMF,Crystal,You hear about Elton and Milka?,
CAMF028CM,CAMF,Clem,"No, what?",
CAMF029CF,CAMF,Crystal,Totally a couple now.,
CAMF030CM,CAMF,Clem,No way. I thought Elton loved Lili?,
CAMF031CF,CAMF,Crystal,"Shyeah, well, and I thought Milka loved Quentin.",
CAMF032CM,CAMF,Clem,"Well, I guess if peoples' love was something you could trust, we wouldn't be here now, would we?",
CAMF033CF,CAMF,Crystal,"Good point as always, Clem.",
CAMF034CM,CAMF,Clem,"Well, are you ready?",
CAMF035CF,CAMF,Crystal,Just one more minute.,
CAMF036CF,CAMF,Crystal,Let's just watch the sun until it sets.,
CAMF037CM,CAMF,Clem,All right. Let's let people have one last sunset before things change forever.,
CAMF038CF,CAMF,Crystal,...forever...,
CAMG039RA,CAMG,Raz,Hey did I hear you guy's writing another cheer?,
CAMG040CF,CAMG,Crystal,Um...,
CAMG041CM,CAMG,Clem,Yessiree.,
CAMG043CM,CAMG,Clem,It's a SECRET cheer!,
CAMG044CF,CAMG,Crystal,Yeah! Super secret!,
CAMG045CM,CAMG,Clem,"But soon, you'll hear it!",
CAMG046CF,CAMG,Crystal,It will be on everybody's lips!,
CAMG047CM,CAMG,Clem,It'll be the talk of the town!,
CAMG048RA,CAMG,Raz,"Hm. Uh, okay. I guess I'll just wait for it's big debut.",
CAMG049CM,CAMG,Clem,Yes. The big debut. It's going to be great!,
CAMG050CF,CAMG,Crystal,THE GREATEST EVER!!!,
CAMG051CM,CAMG,Clem,See you later.,
CAMG052CF,CAMG,Crystal,Bye!,
CAMH053RA,CAMH,Raz,Hey is that new secret cheer done yet?,
CAMH055CM,CAMH,Clem,Sundown. We're going to debut it at sundown.,
CAMH056CF,CAMH,Crystal,"Yeah, don't worry. You'll hear about it!",
CAPW015RA,CAPW,Raz,"What's going on, JT?",
CAPW016JT,CAPW,J.T.,"Gosh darnit, flannel mouth, I'm tryin' to hear what them two's sayin'.",
CAAB002FO,CAAB,Ford,Enjoy!,
CAAC003FO,CAAC,Ford,"Yeah, yeah, see ya later",
CAAF042EL,CAAF,Elka,"Hey nosy, how 'bout pulling your big beak out of our private business?",
CAAF043EL,CAAF,Elka,"Hey, butt out!",
CAAL036MH,CAAL,Mikhail,"Can't lurk forever, bear",
CAJI001FO,CAJI,Ford,"Mmm. An eager one. Eager to learn, I wonder? Or just eager to play?",
CAJI002RA,CAJI,Raz,"Sir, I am here to learn, sir!",
CAJI003FO,CAJI,Ford,You're here to train hard?  Hmmm?,
CAJI004RA,CAJI,Raz,Yes sir!,
CAJI005FO,CAJI,Ford,Develop a skill?,
CAJI007FO,CAJI,Ford,To become part of a noble team?,
CAJI008RA,CAJI,Raz,Yes--,
CAJI009FO,CAJI,Ford,"Yes, to become...",
CAJI010RA,CAJI,Raz,Yes!,
CAJI011FO,CAJI,Ford,...a janitor!,
CAJI012RA,CAJI,Raz,No. What? I'm here to be a Psychonaut!,
CAJI013FO,CAJI,Ford,"Oh, fft!",
CAJI014FO,CAJI,Ford,"Oh, the brainy jubjub goes on upstairs.",
CAJI017FO,CAJI,Ford,"Down here it's pushin' brooms, not bendin' spoons!",
CAJI018FO,CAJI,Ford,Heh heh.,
CAJI019RA,CAJI,Raz,"Hey, Mr. Cruller, do you know where Sasha's Nein's lab is?",
CAJI020FO,CAJI,Ford,What? Huh? Secret underground lab? I don't have a secret underground lab! That's hobgoberish!,
CAJI021FO,CAJI,Ford,Now beat it! Git!,
CAJI022FO,CAJI,Ford,Stop staring at my mops!,
CAMD001RA,CAMD,Raz,Agent Vodello! I have been ordered to report here for Levitation training!,
CAMD003RA,CAMD,Raz,"I've already done the Coach's obstacle course, and Sasha showed me how to shoot!",
CAMD005RA,CAMD,Raz,Agent Nein said you were the most powerful levitator the Psychonauts had.,
CAMD009RA,CAMD,Raz,It's gotta be today! My parents come tomorrow!,
CAMD015RA,CAMD,Raz,"Well you know, I only work with the best teachers.",
CAMQ001RA,CAMQ,Raz,"Jeez, what's going on?",
CANB072RA,CANB,Raz,This way to Lake Oblongata.,
CANB073RA,CANB,Raz,It says the Main Lodge is this way.,
CANB074RA,CANB,Raz,"Basic Braining Today, 0600 hours, Coach Oleander's Classroom.",
CANB075RA,CANB,Raz,Geodesic Psycho-Isolation Chamber. Stay out!,
CANB076RA,CANB,Raz,It looks like it points to the campfire area.,
CANC001RA,CANC,Raz,What're you guys doing?,
CANC002BZ,CANC,Bobby,"Beat it, new kid.",
CAND003RA,CAND,Raz,What's that round thing up on the dock?,
CAND004BZ,CAND,Bobby,"That thing? Oh, man, lemme tell you about that thing. That thing is... none of your stinkin' business.",
CANE005RA,CANE,Raz,Mind if I scoot by?,
CANE006BZ,CANE,Bobby,Not if you don't mind my fist scooting into your neck.,
CANF007RA,CANF,Raz,Do you know where I'm supposed to be?,
CANF008BZ,CANF,Bobby,"If you bother us again, you're gonna be on a helicopter getting life-flighted to the hospital.",
CANG009RA,CANG,Raz,I don't think you guys are so tough.,
CANG010BZ,CANG,Bobby,"Why don't you try me, Goggle-girl?",
CAOA001RA,CAOA,Raz,"Hey, Mr. Cruller. Can I take out a canoe?",
CAOA002FO,CAOA,Ford,Mr. Who?,
CAOA003FO,CAOA,Ford,"You WILL call me Admiral, son. And, no, you can't charter a vessel.",
CAOA004FO,CAOA,Ford,Not without an Oarsman's Badge!,
CAOB005RA,CAOB,Raz,"Excuse me, Admiral?",
CAOB006FO,CAOB,Ford,Eh?,
CAOB007RA,CAOB,Raz,Where can I get an Oarsman's Badge? I'd really like to take out a canoe.,
CAOB008FO,CAOB,Ford,Gotta get it from one of the official camp counselors. I can't have just anybody in my fleet.,
CAOC009RA,CAOC,Raz,"Check it out, Admiral! I'm an Oarsman, First Class!",
CAOC010FO,CAOC,Ford,"Hey, it looks like all those weeks in the canoe simulator really paid off!",
CAOC011RA,CAOC,Raz,"Uh, yessir, Admiral, sir!",
CAOC012FO,CAOC,Ford,"Well, let's get you afloat!",
CAOD013RA,CAOD,Raz,"Uh, Admiral, where's that canoe again?",
CAOD014FO,CAOD,Ford,"Can't find the ship, eh? Well, well, you're not off to a promising start, Seaman.",
CAOD015FO,CAOD,Ford,"It's right outside. You can't miss it. Well, most people couldn't miss it.",
CAOU003RA,CAOU,Raz,"Excuse me, Mr. Ranger, but I'm looking for Sasha Nein's lab?",
CAOU004FO,CAOU,Ford,"Well, now even if I knew where it was, and if it were down here, and even if you were very, very close to it right now, you shouldn't be poking around here!",
CAOU005FO,CAOU,Ford,This forest is off limits!,
CAOU006FO,CAOU,Ford,Now git!,
CAOV007RA,CAOV,Raz,"Excuse me, Mr. Ranger, but I'm looking for Milla Vodello's Levitation class?",
CAOV008FO,CAOV,Ford,"She teaches out on the docks, in the sunshine, where young kids should be spending their summers! Not here in the forests!",
CAOV009FO,CAOV,Ford,"Which, have I mentioned, are off limits?",
CAOW011RA,CAOW,Raz,"Hey, I can levitate. Want to see my merit badge?",
CAOW012FO,CAOW,Ford,"Uh, that's great! You can just float up on out of this forest then!",
CAOW013FO,CAOW,Ford,Because the forest? It's off limits!,
CAPA002FO,CAPA,Ford,I-I told ya! Get up that big tree over yonder and get into Coach Oleander's class so he can start tormenting ya!,
CAPB003RA,CAPB,Raz,"So, you don't know where Sasha's lab is?",
CAPB004FO,CAPB,Ford,"I told ya, I ain't got no secret lab!",
CAPB005FO,CAPB,Ford,"Oh, that German fella?",
CAPB006FO,CAPB,Ford,Oh he's dug in under the GPC over there.,
CAPC007RA,CAPC,Raz,...I'm learning some advanced techniques from Sasha Nein right now.,
CAPC008FO,CAPC,Ford,You ever clean out a jailhouse bathroom with nothing but a pair of underwear and three bottles of diet lemonade?,
CAPC009RA,CAPC,Raz,Yes.,
CAPC010RA,CAPC,Raz,Maybe.,
CAPC011RA,CAPC,Raz,No.,
CAPC012FO,CAPC,Ford,That's a REAL advanced technique.,
CAPC013FO,CAPC,Ford,You let me know when you're done with your little zippy-zappy head games and we'll get ya to some extreme mopping. Okay?,
CAPD014RA,CAPD,Raz,"Hey, wanna see me shoot something?",
CAPD015FO,CAPD,Ford,Ya wanna see me wring your neck like a mop?,
CAPD017FO,CAPD,Ford,"Ah, dang.",
CAPE018RA,CAPE,Raz,...I'm learning Levitation!,
CAPE019FO,CAPE,Ford,"Now, you go take a canoe out to that pretty lady in the lake, if you wanna start flying around like a crazy person.",
CAPE020FO,CAPE,Ford,The only thing I use bubbles for here is moppin'!,
CAPF021RA,CAPF,Raz,"Hey, Mr. Cruller! I'm a trained Levitator now!",
CAPF022RA,CAPF,Raz,"You have to admit, that would come in handy to clean those high up type places.",
CAPF023FO,CAPF,Ford,Ahh-Ffft! I could go up to the store in the main lodge and buy a Cobweb Duster that would do the same thing.,
CAPF024FO,CAPF,Ford,Levitation!,
CAPG025RA,CAPG,Raz,Mr. Cruller?,
CAPG026FO,CAPG,Ford,"Ah, so you're finally ready to begin your janitor training! Hmmm?",
CAPG027RA,CAPG,Raz,"Um, almost, but as a practice for that...",
CAPO003RA,CAPO,Raz,Where did you--,
CAPO004FO,CAPO,Ford,Under the GPC! Maybe it's your ears I should be moppin'!,
CAPO005RA,CAPO,Raz,I'm learning some advanced techniques from Sasha Nein right now.,
CAPO006FO,CAPO,Ford,You let me know when you're done with the little zippy-zappy head games and we'll get to some extra mopping. Okay?,
CAPO007RA,CAPO,Raz,"Hey, wanna watch me shoot something?",
CAPO008FO,CAPO,Ford,You wanna see me wring your neck like a mop?,
CAPO009RA,CAPO,Raz,"Hey, after I learn Levitation, I could maybe help you get up to higher places to clean.",
