identifier,labels,context,source,translation
BVMP011MA,BVMP,Matador,"Hmmm ...  so instead of challenging the bull before a stadium packed with screaming women, you want me to fight it on the street in front of one dog and one child wearing a crude towel boy disguise. That's a terrible idea.",
BVRO005RA,BVRO,Raz,"I should find a proper hook for this painting, so it will come to life like that dog said.",
BVRO000RA,BVRO,Raz,I should give this rose to someone who'd appreciate it.,
BVRO001RA,BVRO,Raz,I'll bet there's a lonely lady out there somewhere who could use a little cheering up.,
BVRO002RA,BVRO,Raz,Maybe one of those ladies hiding behind the shutters?,
BVST010RA,BVST,Raz,"Hey, have you seen any REALLY BIG playing cards around here?",
BVST012RA,BVST,Raz,I'd like to buy some more art.,
BVST000SB,BVST,St.Bernard,"No? Uh, okay.",
BVST001SB,BVST,St.Bernard,Where'd ya go?,
BVST003SB,BVST,St.Bernard,Moving right along...,
BVST004SB,BVST,St.Bernard,"Yeah, yeah. Check 'em all out of course. I got nowhere to go.",
BVST005SB,BVST,St.Bernard,What? You don't say?,
BVST006SB,BVST,St.Bernard,Heck! Alright then!,
BVST007SB,BVST,St.Bernard,"Really? Uh, uh, sure!",
BVST008SB,BVST,St.Bernard,"Hold on. Uh, let me get my salesman thing going here...",
BVST009SB,BVST,St.Bernard,"I'd love to, but I'm all sold out!",
BVST010SB,BVST,St.Bernard,I guess my rep WAS right. This IS my year!,
BVST068SB,BVST,St.Bernard,I'm all sold out!,
BVST012SB,BVST,St.Bernard,Enjoy your new art there!,
BVST013SB,BVST,St.Bernard,"You hang that in just the right spot, I promise you it will really come to life for ya!",
BVST011SB,BVST,St.Bernard,"Oh, ok.",
BVST016SB,BVST,St.Bernard,Struck out again.,
BVST017SB,BVST,St.Bernard,Is it my painting? My salesmanship? Me?,
BVST018SB,BVST,St.Bernard,"Good, good, good.  There you go!",
BVST019SB,BVST,St.Bernard,"You want, like, a ribbon around that or something?  No?  Okay.",
BVST020SB,BVST,St.Bernard,Made a good choice there I think.,
BVST001RA,BVST,Raz,"Hey, can I buy some art?",
BVST003RA,BVST,Raz,I think I hate that bull a lot.,
BVST004RA,BVST,Raz,Hi. Could you please paint me a big gun please?,
BVST005RA,BVST,Raz,"Okay, I'm off.",
BVST006RA,BVST,Raz,"Uh-huh. So, the cards? You know where they are?",
BVST007RA,BVST,Raz,Those are exactly the cards I need! Where are they?,
BVST011RA,BVST,Raz,Where did you say those cards were again?,
BVST008RA,BVST,Raz,What do you mean trapped? Are you a prisoner of art just like Edgar?,
BVST009RA,BVST,Raz,"Okay, promise me you won't take this the wrong way, but you ARE a dog.",
BVST021SB,BVST,St.Bernard,"Oh, man. I wish.  That would solve that would solve a lot of my problems.",
BVST022SB,BVST,St.Bernard,But no this is everything I know how to paint right here.,
BVST023SB,BVST,St.Bernard,"Man, that's embarrassing...",
BVST024SB,BVST,St.Bernard,"Now that takes me back. Poker night with the guys... Man, I miss those dogs.",
BVST025SB,BVST,St.Bernard,"Oh, right. Well, I do know about these four lost queens...",
BVST026SB,BVST,St.Bernard,"But that's all. Can't do much with four queens, can ya?",
BVST027SB,BVST,St.Bernard,Forget about it! They're guarded by some pretty nasty characters. Not to mention El Odio.,
BVST028SB,BVST,St.Bernard,You're better off just hanging out here and turning your head just a teensy bit to the left.,
BVST029SB,BVST,St.Bernard,"Oh, trust me. You'll hate him even more as time goes by. When he first trapped me in this alley, I thought he was only mildly annoying.",
BVST030SB,BVST,St.Bernard,I'm a prisoner of that stupid bull!,
BVST031SB,BVST,St.Bernard,"I don't wanna get gored, so I hide out in the alley, like a...",
BVST032SB,BVST,St.Bernard,...like a low-down dog!,
BVST033SB,BVST,St.Bernard,"Yeah but I'm a SAINT BERNARD, man!",
BVST034SB,BVST,St.Bernard,"I should be up in the highlands, above the tree line!",
BVST035SB,BVST,St.Bernard,Keg of brandy around my friggin' neck! Seeing the world!,
BVST036SB,BVST,St.Bernard,And finding more things to paint than this junk.,
BVST037SB,BVST,St.Bernard,Which is all for sale by the way.,
BVST038SB,BVST,St.Bernard,"Well, see ya. Keep off the street now.",
BVST039SB,BVST,St.Bernard,Ahem.,
BVST040SB,BVST,St.Bernard,"Ah, the guitar. Mysterious and musical and...",
BVST041SB,BVST,St.Bernard,"...blue. Look at it there, with it's",
BVST042SB,BVST,St.Bernard,With it's strings. Uh,
BVST043SB,BVST,St.Bernard,"Nothing woos the ladies quite like a guitar, am I right?",
BVST044SB,BVST,St.Bernard,(Am I? I really can't remember. Been in this alley a long time.),
BVST045SB,BVST,St.Bernard,"Anyway, how about it? Eh? Guitar? Yeah?",
BVST046SB,BVST,St.Bernard,I'll make ya a special deal.,
BVST047SB,BVST,St.Bernard,"Yes, yes. Uhh, the rose...",
BVST048SB,BVST,St.Bernard,Timeless symbol of the... of the... flower...,
BVST049SB,BVST,St.Bernard,...of love...,
BVST050SB,BVST,St.Bernard,"Um... romance, and uh...",
BVST051SB,BVST,St.Bernard,This one's real cheap.,
BVST052SB,BVST,St.Bernard,"Oh, that's a good'un.",
BVST053SB,BVST,St.Bernard,Yep.,
BVST054SB,BVST,St.Bernard,Got a lot of... undertones.,
BVST055SB,BVST,St.Bernard,"I painted this one with my left hand, not sure if you can tell.",
BVST056SB,BVST,St.Bernard,Pretty sure that's gonna go up in value pretty soon.,
BVST057SB,BVST,St.Bernard,"Put this one in your front hall, maybe with a...",
BVST058SB,BVST,St.Bernard,"...like a little bowl of dried... you know... leaves, what have you.",
BVST059SB,BVST,St.Bernard,Looks real nice. Seen it at my aunt's house.,
BVST061SB,BVST,St.Bernard,"Hey, what else can I get ya?",
BVST062SB,BVST,St.Bernard,"You can't have too much art, can ya?",
BVST063SB,BVST,St.Bernard,Hold on. Let me get my salesman thing going here...,
BVST064SB,BVST,St.Bernard,Darn. I was hoping for a lady.,
BVST065SB,BVST,St.Bernard,"Been a long time since I've painted a nice, fat lady.",
BVST066SB,BVST,St.Bernard,Oh well! Hold that pose!,
BVTI000TI,BVTI,Tiger,"Wake up, little man, time to go nighty night.",
BVTI000RA,BVTI,Raz,I AM awake.,
BVTI001TI,BVTI,Tiger,"Good, because it is bedtime for you, snack-size.",
BVTI001RA,BVTI,Raz,What're you talking about?,
BVTI002TI,BVTI,Tiger,"You will fight me for my card, yes?",
BVTI002RA,BVTI,Raz,"Well, I AM looking for some cards.",
BVTI003TI,BVTI,Tiger,"Then, small fry, I am afraid the Sandman is going to have to bend way over to reach you because you are so awfully itty-bitty and then--",
BVTI003RA,BVTI,Raz,"All right, I get it.  Just shut up and let's go.",
BVTI007TI,BVTI,Tiger,"Then I will shut up, but only so I can enjoy the microscopic spectacle of your attempts to make me shut up.",
BVTR000TI,BVTR,Tiger,I am going to tear you tiny limb from tiny limb.,
BVTR001TI,BVTR,Tiger,"As you can see, I have not yet shut up.",
BVTR002TI,BVTR,Tiger,It looks like you will be the one who will be doing the shutting up.,
BVTR003TI,BVTR,Tiger,Sh-Shut up.,
BVWP000RA,BVWP,Raz,Alright! The Queen of Clubs! Now I have to give this to Edgar!,
BVWP001RA,BVWP,Raz,"Okay, I got the Queen of Hearts. Edgar will want this.",
BVWP002RA,BVWP,Raz,The Queen of Diamonds is all mine! Uh... until I give it to Edgar.,
BVWP003RA,BVWP,Raz,Hmmm. The Queen of Spades. I should get rid of this card quickly. It seems like bad luck.,
BVWP004RA,BVWP,Raz,All right. That's all four cards. Once I give the last one to Edgar he should be able to fix his tower.,
BVWP005RA,BVWP,Raz,"Ha! Sleep tight, kitty.",
BVWP006RA,BVWP,Raz,"Man, I can STILL smell that guy!",
BVWP007RA,BVWP,Raz,"No more ""ca-caws"" out of you, fatty.",
BVWP008RA,BVWP,Raz,"I beat you just like I did in high school, loser!",
BVWP009RA,BVWP,Raz,Wait... who am I?,
BVWP010RA,BVWP,Raz,Aaaaaaaaa-hfff!,
BVWS000RA,BVWS,Raz,Red roses. Works every time.,
BVWS001RA,BVWS,Raz,"Excuse me ma'am, but could I hide out in there with you? This bull is coming down the street...",
BVWS002RA,BVWS,Raz,Help! Let me in!,
BVWS003RA,BVWS,Raz,"Please, ma'am. Do not be afraid. Do I look dangerous to you?",
BVWS004RA,BVWS,Raz,Hmmm. Maybe if I could charm the lady behind those shutters somehow.,
BVWT003SB,BVWT,St.Bernard,"Oh, now you're lucky I got a gentle disposition.",
BVWT006SB,BVWT,St.Bernard,Arf!,
BVWT007SB,BVWT,St.Bernard,Yow!,
BVWT009CL,BVWT,Collie,Tsk! Everyone's a critic!,
BVWT011CL,BVWT,Collie,Ooof!,
BVWT015DA,BVWT,Dalmatian,"Owf, I deserve much worse than that for painting this stuff.",
BVWT022RA,BVWT,Raz,Snap out of it!,
BVWT023BD,BVWT,Bulldog,That doesn't help!,
BVWT025MA,BVWT,Matador,Ooh. Good thing you cannot reach my face. Then I'd be mad.,
BVWT027ED,BVWT,Edgar,Ahhh! Have you fallen in league with that infernal Bull?,
BVWT029RA,BVWT,Raz,That's strange.,
BVWT030RA,BVWT,Raz,I'm starting to feel like I'm back in high school.,
BVWT031RA,BVWT,Raz,"Which is weird, because I'm only ten.",
BVWT033RA,BVWT,Raz,Ca-caw.,
BVWT035RA,BVWT,Raz,"Soon they'll be ""Dragon"" your ass outta here! Ha ha.",
BVWT036RA,BVWT,Raz,"Hey, are you awake? Did you hear that?",
BVWU002CB,BVWU,Cobra,"Where'd you go, Smeglee?",
BVWU003DR,BVWU,Dragon,"Ohh-hoh-hoh... you can run, coward, but you cannot hide!",
BVWU004TI,BVWU,Tiger,"You are so tiny, I cannot even see you anymore.",
BVWU006EA,BVWU,Eagle,Ca-caw?,
BVWV008BD,BVWV,Bulldog,"Man, I can't take anymore. Why don't you confuse something else?",
BVWV010BD,BVWV,Bulldog,I think I built up a resistance to these things. Why don't you try it on the bull.,
BVWW002MA,BVWW,Matador,I do not have time for this nonsense.,
BVWW003MA,BVWW,Matador,You know what would look good in that frame? My reflection in a mirror.,
BVWW004MA,BVWW,Matador,"Are you going somewhere? Never mind, I don't care.",
BVWW005MA,BVWW,Matador,"You're an eight year old boy, so, regretfully, I must decline.",
BVWW006MA,BVWW,Matador,I can get those from my pet any time I want.,
BVWW007MA,BVWW,Matador,A crow feather? What are you thinking?,
BVWW008ED,BVWW,Edgar,Please stop wasting my time.,
BVWW009ED,BVWW,Edgar,The last thing I need is more art. Bring me those queens!,
BVWW010ED,BVWW,Edgar,"A playing card! No wait, what is that? Never mind, just bring me the queens!",
BVWW011ED,BVWW,Edgar,"Ah, the rose. Symbol of desire. Such as my desire for more queens. Stop wasting time!",
BVWW012ED,BVWW,Edgar,Stop bothering me with? What is that anyway?,
BVWW013ED,BVWW,Edgar,I'm interested in one thing: Queens.,
BVWW014SB,BVWW,St.Bernard,What made you think I'd be interested in this?,
BVWW015SB,BVWW,St.Bernard,"Sorry, buddy, all sales are final.",
BVWW016SB,BVWW,St.Bernard,"Sorry, I don't deal in found art.",
BVWW017SB,BVWW,St.Bernard,"Touching, but I'm not interested.",
BVWW018CL,BVWW,Collie,"Ah, that's exquisitely not interesting to me.",
BVWW019CL,BVWW,Collie,"Luggage? I'm afraid we're all trapped here, my dear young optimist.",
BVWW020CL,BVWW,Collie,"I am a mammal, so you're close. But perhaps you should save that for someone of your own species.",
BVWW021CL,BVWW,Collie,"Sniff each others bums and eat our own sick, yes of course, but not all of us are interested in poker.",
BVWW022CL,BVWW,Collie,"What a curious thing! Though, oddly, I'm not curious about it in the least.",
BVWW023CL,BVWW,Collie,"If you find the bird that belongs to that feather, be a good lad and just stuff it right into my mouth.",
BVWW024DA,BVWW,Dalmatian,"Look, I'm not interested in your junk.",
BVWW025DA,BVWW,Dalmatian,This ain't the Bad Art Mutual Appreciation Society. Get out of here with that awful thing.,
BVWW026DA,BVWW,Dalmatian,That would be a striking comment on man's eternal struggle against luggage. If man had an eternal struggle against luggage.,
BVWW027DA,BVWW,Dalmatian,"You do realize I'm a boy dog, right? I'm just askin'.",
BVWW028BD,BVWW,Bulldog,"What am I supposed to do with that, man?",
BVWW029BD,BVWW,Bulldog,"I dispense the art, man. I don't receive it.",
BVWW030BD,BVWW,Bulldog,"Oh... ah... if you really loved me, you'd give me some raw hamburger.",
BVWW031RA,BVWW,Raz,I think he's in no condition to do anything with this stuff.,
BVWW032CB,BVWW,Cobra,"Bribes aren't gonna make me hurt you any less, Smeglee.",
BVWW033CB,BVWW,Cobra,Nice picture. Now put it away or people are gonna have to x-ray your colon to look at it.,
BVWW034CB,BVWW,Cobra,"When they bag you up, I'm sure the paramedics'll appreciate that you brought your own toe tag.",
BVWW035CB,BVWW,Cobra,"Oh, yeah, sweetheart. You're really dead now.",
BVWW036DR,BVWW,Dragon,Is this some kind of trick?,
BVWW037DR,BVWW,Dragon,Did you paint this? Let's find out if it's more valuable when you're dead.,
BVWW038DR,BVWW,Dragon,I see you're going on a trip. Destination: FEAR!,
BVWW039DR,BVWW,Dragon,"Ah, the sweet smell of FE--wait a minute, are you trying to give me a flower?",
BVWW040EA,BVWW,Eagle,Ca-caw,
BVWW041TI,BVWW,Tiger,"Show and tell is over, little man, now it's NAPTIME!",
BVWW042TI,BVWW,Tiger,AHHH! Your foul art is more painful than your teensy fists!,
BVWW043TI,BVWW,Tiger,"Good thing you packed a bag, because I am going to punch you into next week. Haha-haha. Time out! I cracked myself up.",
BVWW044RA,BVWW,Raz,"Hey, you? thing. Check this out? Not interested, eh?",
BVWW045RA,BVWW,Raz,"I don't even know what this thing is, much less if it likes art.",
BVWW046RA,BVWW,Raz,"It's a mystery what this thing is, but it's a bigger mystery why I'm trying to make it fall in love with me.",
BVWW047RA,BVWW,Raz,Anybody in there need some art? Hello?,
BVWW048RA,BVWW,Raz,Luggage inspector! Open up! Hello?,
BVWW049RA,BVWW,Raz,Did someone here order a single playing card? Because that's what it says right here on my sheet. Open up!,
BVWW050RA,BVWW,Raz,Anybody here interested in a magical rubber sack?,
BVWW051RA,BVWW,Raz,"Feather man! Fresh from birds. Get a feather for the grandkids! C'mon, open the window...",
BVWW052RA,BVWW,Raz,"I think I have to get something out of this, not stuff something into it.",
BVWX002RA,BVWX,Raz,Aaaaaaah-oof!,
BVWX003SB,BVWX,St.Bernard,Oh my god! Are you all right?,
BVWX004SB,BVWX,St.Bernard,Poor little guy!,
BVWX006SB,BVWX,St.Bernard,Hmmm... little nick on the frame...,
BVWX007RA,BVWX,Raz,Ohhhhh--ohhh.,
BVWX009SB,BVWX,St.Bernard,...maybe I can cover that up with a price tag or something...,
BVWX011RA,BVWX,Raz,"Hey, how do you get out of this alley?",
BVWX012SB,BVWX,St.Bernard,"We're trapped in here, son. Art is our only escape.",
BVWX013RA,BVWX,Raz,Is that like a metaphor? Or do you mean that if I take one of these paintings I can use it to get out of here?,
BVWX014SB,BVWX,St.Bernard,If you TAKE one of these paintings I'll bite you on the leg.,
BVWX015SB,BVWX,St.Bernard,"If you BUY one, it could help you get out of here.",
BVWX017SB,BVWX,St.Bernard,They're magic!,
BVWX019SB,BVWX,St.Bernard,Here's one of my newest acquisitions.,
BVWX020SB,BVWX,St.Bernard,Perfect condition.,
BVWX021SB,BVWX,St.Bernard,"It's the kind of piece that really makes a room seem larger, you know?",
BVWX022SB,BVWX,St.Bernard,Yep.,
BVWX024SB,BVWX,St.Bernard,"Okay, okay. YES there is a small nick on the frame. Okay?",
BVWX025SB,BVWX,St.Bernard,It's an antique!,
BVWX026SB,BVWX,St.Bernard,What do you want from me?,
BVWX027SB,BVWX,St.Bernard,"Art isn't about perfection, you know!",
BVWX028SB,BVWX,St.Bernard,I marked it down already!,
BVWX029SB,BVWX,St.Bernard,"At that price, you really need to let yourself be charmed by its flaws.",
BVWX031RA,BVWX,Raz,I don't think I can swing these downtown gallery prices.,
BVWX032SB,BVWX,St.Bernard,"Okay, I know you don't believe that these are magical paintings, so I'm gonna GIVE you one free. As a sample.",
BVWX033SB,BVWX,St.Bernard,Hang it up on that hook over there and you'll see.,
BVWX034SB,BVWX,St.Bernard,"Then come back and buy the rest, because they all do something special.",
BVWX036RA,BVWX,Raz,Nice! Now I can get Edgar's cards!,
BVWX037SB,BVWX,St.Bernard,"To find the cards, go in the OPPOSITE DIRECTION of the bull, but I warn you-",
BVWX038SB,BVWX,St.Bernard,El Odio is a force of nature. You can't stop him. You can't hurt him.,
BVWX039SB,BVWX,St.Bernard,"Only in the bullfighting ring can he die, and then only by the sword of the Matador.",
BVWX040RA,BVWX,Raz,"Okay, I'll STEER clear of him. Heh heh.",
BVWX042SB,BVWX,St.Bernard,"Oh, you interested in that one? Great!",
BVWX044CL,BVWX,Collie,I see you have taken a fancy to one of my favorite works.,
BVWX046DA,BVWX,Dalmatian,Careful! Don't touch it! Ooo... you might catch a disease!,
BVTI008RA,BVTI,Raz,Shut Up,
BVTI009RA,BVTI,Raz,"No, you shut up",
BVTR004TI,BVTR,Tiger,"No, you shut up.",
BVWW053RA,BVWW,Raz,Hey Bull! Do you want a hey!,
BVDA033RA,BVDA,Raz,Cause you gotta hold your breath during those.,
BVED006ED,BVED,Edgar,"With this card, I can almost reach her.  You must hurry back with the last queen!",
BVMP000MA,BVMP,Matador,"Here's a better one: you go get that billboard painted, and I'll reward you handsomely.",
BVMP001MA,BVMP,Matador,Which is how I do everything.,
BVMP002MA,BVMP,Matador,"As an advance, I'll give you one of my secret weapons.  Use it if anyone gets stubborn.",
BVMO005RA,BVMO,Raz,"You know, my bulldog friend could still paint a beer gut on that poster out there--",
BVMO006MA,BVMO,Matador,"Alright! Here! Take this! But I warn you, I won't be able to sign it.",
BVAA000RA,BVAA,Raz,Looks like a hook. If I only had a painting I could hang it up there.,
BVAA001RA,BVAA,Raz,Hm. Now which one of my black velvet paintings would work here?,
BVWT000RA,BVWT,Raz,"Hey, I don't want this painting anymore.",
BVDA011DA,BVDA,Dalmatian,"Oh, okay.",
BVAC000RA,BVAC,Raz,"Hey, I just think its great that you took that ass-kicking I handed to you, and turned that defeat into something positive. Like gardening.",
BVAD000RA,BVAD,Raz,You should really go out there and stop that bull.,
BVAD001MA,BVAD,Matador,"El Odio and I will fight some day, in the ring! And he will die!",
BVAD002MA,BVAD,Matador,But not until we have a good media buzz first! So...,
BVAD003MA,BVAD,Matador,Get out there and make that lazy dog paint my billboard!,
BVAE000CB,BVAE,Cobra,Ha! Feel that!,
BVAE001CB,BVAE,Cobra,Cuz I didn't! You can't hurt me at all!,
BVAE002CB,BVAE,Cobra,Because the Coach taught me how to concentrate on not feeling the pain.,
BVAE003CB,BVAE,Cobra,"Not like you, Schmeglee!",
BVAE004CB,BVAE,Cobra,You feel everything!,
BVAE005CB,BVAE,Cobra,Like when your girlfriend Lana dumped you for that cheerleader guy.,
BVAE006CB,BVAE,Cobra,"You felt that so bad, you blew the state semi finals!",
BVAE007CB,BVAE,Cobra,You let all us wrestlers down!,
BVAE008CB,BVAE,Cobra,That's why we hate you!,
BVAE009CB,BVAE,Cobra,"You got confused, Teglee! You let your guard down!",
BVAE010CB,BVAE,Cobra,"And then you got torn apart, like this!",
BVAE011CB,BVAE,Cobra,I can't feel a thing! ,
BVAE012CB,BVAE,Cobra,You'll never break my concentration.,
BVAE013CB,BVAE,Cobra,MY head will never get all clouded up and confused like yours!,
BVAE014CB,BVAE,Cobra,"I'm telling you, it's impossible!",
BVAE015CB,BVAE,Cobra,"The Coach says if you stay focused, you can't be beat.",
BVAE016CB,BVAE,Cobra,Give it up Schmeglee.,
BVAE017CB,BVAE,Cobra,Feel that?,
BVAE018CB,BVAE,Cobra,How 'bout that?,
BVAE019CB,BVAE,Cobra,How's that feel?,
BVAE020CB,BVAE,Cobra,Aw does that hurt?,
BVAE021CB,BVAE,Cobra,Does that hurt little Edgar?,
BVAE022CB,BVAE,Cobra,Does that hurt 'ums feelings?,
BVAF000RA,BVAF,Raz,"Here you go, Edgar. The last card.",
BVAF001ED,BVAF,Edgar,Thank you. You said you would get them and you did.,
BVAF002ED,BVAF,Edgar,"Not everyone is as true to their word, you know.",
BVAF003RA,BVAF,Raz,"Well, now you can finish your tower.",
BVAF004ED,BVAF,Edgar,"Yes, now this can all end, once and for all.",
BVAG000MA,BVAG,Matador,"El Odio is a fierce, magical creature. He can only be harmed by the traditional bullfighting weapons.",
BVAG001RA,BVAG,Raz,Oh no. I can't believe I stuck four of those barbed poles in his back!,
BVAG002MA,BVAG,Matador,"They're called ""Banderillas!""",
BVAG003RA,BVAG,Raz,"I gotta get those out of there and protect Edgar. If something happens to him while I'm in his mind, I'll get the boot!",
BVAG004MA,BVAG,Matador,Silly boy. I do not think I am a bull. Do you?,
BVAG005MA,BVAG,Matador,These magic weapons cannot hurt me.,
BVAG006MA,BVAG,Matador,Ohhhoo ohhh,
BVAG007MA,BVAG,Matador,I am the mighty EL ODIO!,
BVAG008MA,BVAG,Matador,I have all the power OF THE BULL!,
BVAG009RA,BVAG,Raz,Hm... And all the weaknesses I'll bet...,
BVAG010MA,BVAG,Matador,Look out!,
BVAG011MA,BVAG,Matador,Here comes El Odio!,
BVAG012MA,BVAG,Matador,Ahhhhhh!,
BVAG013MA,BVAG,Matador,Ow! ,
BVAG014MA,BVAG,Matador,El Odio is hit!,
BVAG015MA,BVAG,Matador,El Odio doesn't like that!,
BVAG016MA,BVAG,Matador,Right in El Odio's butt!,
BVAG017MA,BVAG,Matador,El Odio... is... DYING.,
BVAI000RA,BVAI,Raz,Hnnn! ,
BVAI001RA,BVAI,Raz,I can't pick those up by hand. I think TK is the thing.,
BVAK000RA,BVAK,Raz,"Hey, great to see you guys all together!",
BVAK001ED,BVAK,Edgar,Shhh! ,
BVAK002ED,BVAK,Edgar,"Not now, Razputin. There is a lot of money on the table.",
BVAK003RA,BVAK,Raz,"Oh, okay, I was just gonna hang out for a bit. Is that bull--",
BVAK004ED,BVAK,Edgar,"Long gone, my friend. The place is yours. If you'll excuse me",
BVAK005RA,BVAK,Raz,"Okay. Hey, great hand. Good thing we found all those queens, eh?",
BVAK006ED,BVAK,Edgar,Ahhhh!,
BVAC001CB,BVAC,Cobra,(grunt),
BVAC004RA,BVAC,Raz,"Hey, you're into girly things like gardening--how do you like my art?",
BVAC005RA,BVAC,Raz,"Hey, I stole this rose from your garden. That cool?",
BVAC006CB,BVAC,Cobra,Grrrrr!,
BVZA001TO,BVZA,System,I saw another dog selling art up the street. Are you guys a chain?,
BVZA002TO,BVZA,System,Could you tell me again about your dog friends?,
BVZA003TO,BVZA,System,"Hey, can you fight bulls? I have a bull problem",
BVZA004TO,BVZA,System,Who CAN do it? Who can fight El Odio?,
BVZA005TO,BVZA,System,WHAT? What happened between Dingo and Edgar?,
BVZA006TO,BVZA,System,Tell me that story about Dingo and Lampita again!,
BVZA007TO,BVZA,System,I think that Dingo sounds like a jerk.,
BVZA008TO,BVZA,System,Must be tough.,
BVZA009TO,BVZA,System,Gotta go.,
BVZA010TO,BVZA,System,Can I ask you a question?,
BVZA011TO,BVZA,System,Hi. I want to buy a painting.,
BVZA012TO,BVZA,System,"Edgar Teglee sent me. You know, the famous painter? How about a discount?",
BVZA013TO,BVZA,System,"Yeah, I want some art.",
BVZA014TO,BVZA,System,"No, I want to talk Edgar. Has he always had a problem with wrestlers?",
BVZA015TO,BVZA,System,Has Edgar always had a problem with wrestlers?,
BVZA016TO,BVZA,System,Why did he choke? Did they get him in one of those pile driver things?,
BVZA017TO,BVZA,System,How sad. Especially since it all happened to him again with Dingo and Lampita.,
BVZA018TO,BVZA,System,So tell me that again? Edgar was a bad wrestler?,
BVZA019TO,BVZA,System,See ya.,
BVZA020TO,BVZA,System,Can I buy some more art?,
BVZA021TO,BVZA,System,"Hey, can I buy some art?",
BVZA022TO,BVZA,System,"Hey, have you seen any REALLY BIG playing cards around here?",
BVZA023TO,BVZA,System,I think I hate that bull a lot.,
BVZA024TO,BVZA,System,Hi. Could you please paint me a big gun please?,
BVZA025TO,BVZA,System,"Uh-huh. So, the cards? You know where they are?",
BVZA026TO,BVZA,System,Those are exactly the cards I need! Where are they?,
BVZA027TO,BVZA,System,Where did you say those cards were again?,
BVZA028TO,BVZA,System,What do you mean trapped? Are you a prisoner of art just like Edgar?,
BVZE000TO,BVZE,System,Not enough /Arrowhead/,
BVZF000TO,BVZF,System,Press /YButton/ to pick up feather.,
BVZF001TO,BVZF,System,Press /YButton/ to talk to the Matador.,
BVZF002TO,BVZF,System,The Painter,
BVZF003TO,BVZF,System,Press /LeftFlipper/ to lock focus.,
BVZF004TO,BVZF,System,Press /YButton/ to lower the fire escape.,
BVZF005TO,BVZF,System,Press /YButton/ to take the painting down.,
BVZG000TO,BVZG,System,"Remember, the Eagle cannot hunt what the Eagle cannot see.",
BVZG001TO,BVZG,System,Wanna hang a painting?  Face the hook and press /YButton/ to activate.,
BVZG002TO,BVZG,System,"Put the painting in your knapsack for later use, press /BButton/",
BVZG003TO,BVZG,System,"To select this item later, press /DPadDown/, select the item, then press /AButton/",
BVZG004TO,BVZG,System,Telekinesis can reach objects that are just beyond reach.  Press /BlackButton/ to activate it.,
BVZG005TO,BVZG,System,"Lock on to any enemy by holding /LeftFlipper/.  While locked, dodge attacks by pressing jump /AButton/ and a direction.",
BVZG006TO,BVZG,System,The shield power can protect you against the most devilish attacks.,
BVZA030TO,BVZA,System,Why don't you guys just make a run for it?,
BVZA031TO,BVZA,System,"Hey, how's business? Can I buy some art?",
BVZA032TO,BVZA,System,Why won't they ask Dingo to help? Is he expensive?,
BVZA033TO,BVZA,System,COME ON! Tell me! What's the big scandal???,
BVZA034TO,BVZA,System,Whoa. That's a great story. You should do a painting about it.,
BVZA035TO,BVZA,System,"No, really. I'd like some art.",
BVZA036TO,BVZA,System,You're going to turn away a paying customer?,
BVZA037TO,BVZA,System,"Pfft, you don't give discounts? Or pffft, you don't think he's famous?",
BVZA038TO,BVZA,System,"Hey, there's no shame in hiding from wrestlers. They're trouble. Especially the wild animal type.",
BVZA039TO,BVZA,System,No. I just meant wrestlers can be tough. I didn't mean you.,
BVZA040TO,BVZA,System,Yes. I would like to wrestle. Let's go.,
BVZA041TO,BVZA,System,"Okay, I'm off.",
BVZA042TO,BVZA,System,"Okay, promise you won't take this the wrong way, but you ARE a dog.",
BVZB000TO,BVZB,System,Guitar Painting,
BVZB001TO,BVZB,System,Rose,
BVZF006TO,BVZF,System,Press /YButton/ to hang painting.,
BVZF008TO,BVZF,System,"You can cloud the minds of others using the power of CONFUSION. But if you use it too much, you will need to pick up more CONFUSION GRENADES to energize the confusing aspect of your mind. /ConfusionAmmo/",
BVZF009TO,BVZF,System,"/AButton/ Try again
/BButton/ Try Later",
BVZA044TO,BVZA,System,Why don't you guys just make a run for it.,
BVZA045TO,BVZA,System,"Hey, can you fight bulls? I have a bull problem.",
BVZA046TO,BVZA,System,"Okay, I bought some art. Now give me the dirt on Dingo.",
BVZB002TO,BVZB,System,Window Painting,
BVZB003TO,BVZB,System,Confusion,
BVZB004TO,BVZB,System,Vine Painting,
BVZE001TO,BVZE,System,Matador's Apartment,
BVIN014RA,BVIN,Raz,"Yes, uh--ummph!!",
BVZB005TO,BVZB,System,Rose Painting,
BVZB006TO,BVZB,System,Archway Painting,
BVWS005RA,BVWS,Raz,"Hey, wanna dance?",
BVZF010TO,BVZF,System,Press /YButton/ to raise the fire escape.,
BVZZ000TO,BVZZ,System,ONE WAY,
BVZZ001TO,BVZZ,System,YOU LOSE,
BVZZ002TO,BVZZ,System,YOU WIN,
BVZZ003TO,BVZZ,System,YOUR AD HERE,
BVZZ004TO,BVZZ,System,COBRA BITES!,
BVZZ005TO,BVZZ,System,DRAGON ROCKS,
BVZZ006TO,BVZZ,System,EAGLE #1,
BVZZ007TO,BVZZ,System,KILL TIGER KILL,
BVZZ008TO,BVZZ,System,WE WANT BLOOD,
BVZZ009TO,BVZZ,System,KILL,
